,UTLA19CD,UTLA19NM,respondent,population,active_cases,percentage
37,E06000040,Windsor and Maidenhead,618,149214.0,3480.6087845802663,
38,E06000041,Wokingham,765,166550.0,4368.804197147555,2.6231187013794988
39,E06000042,Milton Keynes,650,266983.0,66.52206644919988,
40,E06000043,Brighton and Hove,1101,287939.0,5743.428181867768,1.9946683783258843
41,E06000044,Portsmouth,414,213493.0,1885.89392904729,
42,E06000045,Southampton,403,250992.0,2649.5870293681583,
43,E06000046,Isle of Wight,407,139483.0,3689.1002942756863,
44,E06000047,County Durham,824,522842.0,12921.012441937295,2.4713034610718525
45,E06000049,Cheshire East,1305,376355.0,7857.189171751093,2.087706864994777
46,E06000050,Cheshire West and Chester,980,337053.0,9876.151904549231,2.9301480492828222
47,E06000051,Shropshire,1018,316547.0,5029.520830716781,1.5888701616874528
48,E06000052,Cornwall,1885,558138.0,23098.618142921605,4.138513798186399
49,E06000053,Isles of Scilly,12,2198.0,1.8829382497642655e-13,
50,E06000054,Wiltshire,1948,492707.0,11847.106818440645,2.404493303005771
51,E06000055,Bedford,431,170018.0,1897.0343637084852,
52,E06000056,Central Bedfordshire,816,281466.0,9888.975574432794,3.5133819269228943
53,E06000057,Northumberland,864,316927.0,25702.861604788533,8.110025843424049
54,E06000058,"Bournemouth, Christchurch and Poole",1162,390510.0,4249.639569164245,1.0882281040598818
55,E06000059,Dorset,1705,370768.0,10512.07610514195,2.8352166597823842
56,E08000001,Bolton,320,283381.0,1173.8179659365182,
57,E08000002,Bury,333,188590.0,12806.032198019862,
58,E08000003,Manchester,543,545218.0,16968.01224377373,
59,E08000004,Oldham,219,233982.0,1.3159251466277055e-11,
60,E08000005,Rochdale,195,218452.0,1556.9381267620804,
61,E08000006,Salford,255,252606.0,28043.66411761257,
62,E08000007,Stockport,734,288940.0,3779.3163393378995,
63,E08000008,Tameside,242,223765.0,7.048583938740194e-12,
64,E08000009,Trafford,530,234138.0,2890.6904572226877,
65,E08000010,Wigan,299,323990.0,4315.705230409143,
66,E08000011,Knowsley,96,148509.0,0.0,
67,E08000012,Liverpool,522,491811.0,22148.95121675716,
68,E08000013,St. Helens,189,178726.0,612.1892938313438,
69,E08000014,Sefton,640,272132.0,11153.744815915776,
70,E08000015,Wirral,774,319813.0,3607.7927781633925,1.128094473383944
71,E08000016,Barnsley,272,243197.0,1006.1952511200577,
72,E08000017,Doncaster,341,308096.0,5518.67069493652,
73,E08000018,Rotherham,267,262478.0,14526.2285687678,
74,E08000019,Sheffield,1261,577908.0,9586.562853744337,1.6588389248365376
75,E08000021,Newcastle upon Tyne,579,297950.0,2593.9283411258957,
76,E08000022,North Tyneside,442,204137.0,2982.7286582452534,
77,E08000023,South Tyneside,170,148927.0,8.86757334228605e-12,
78,E08000024,Sunderland,345,274345.0,2055.8726514101386,
79,E08000025,Birmingham,1146,1133553.0,50452.15191564351,4.450797793807921
80,E08000026,Coventry,368,364246.0,2161.4862293720225,
81,E08000027,Dudley,351,317880.0,5623.514474226125,
82,E08000028,Sandwell,132,325089.0,3317.590510032061,
83,E08000029,Solihull,532,212380.0,2566.872191782643,
84,E08000030,Walsall,210,281197.0,5192.483478230139,
85,E08000031,Wolverhampton,167,259759.0,6406.883836113858,
86,E08000032,Bradford,844,533428.0,3357.7466390145737,0.6294657646420087
87,E08000033,Calderdale,403,208357.0,2120.256224867238,
88,E08000034,Kirklees,637,435440.0,9933.421386226695,
89,E08000035,Leeds,1470,783815.0,20773.244773898758,2.6502739516210787
90,E08000036,Wakefield,406,342234.0,5919.923370115259,
91,E08000037,Gateshead,266,200838.0,1875.1749687827082,
92,E09000001,City of London,48,8610.0,168.8313669476744,
93,E09000002,Barking and Dagenham,87,210737.0,174.4373923674242,
94,E09000003,Barnet,1039,388654.0,10283.206494943006,2.645851192820093
95,E09000004,Bexley,503,244881.0,2343.1694095213297,
96,E09000005,Brent,287,328913.0,6853.937484620762,
97,E09000006,Bromley,1440,327901.0,7176.301208645066,2.188557280595383
98,E09000007,Camden,659,260516.0,7362.8041563399,
99,E09000008,Croydon,835,382662.0,8964.228224385464,2.34259691957536
100,E09000009,Ealing,703,339832.0,7507.091764321613,
101,E09000010,Enfield,570,331642.0,4695.211392446735,
102,E09000011,Greenwich,577,284660.0,2412.2743371575257,
103,E09000012,Hackney,448,278710.0,12973.518131619927,
104,E09000013,Hammersmith and Fulham,382,184553.0,2501.8886801703884,
105,E09000014,Haringey,778,269600.0,10337.1552837131,3.834256410872812
106,E09000015,Harrow,429,248001.0,865.9327864685808,
107,E09000016,Havering,451,255125.0,5254.982534878752,
108,E09000017,Hillingdon,456,302771.0,19377.35562883462,
109,E09000018,Hounslow,492,269471.0,3286.7602367627496,
110,E09000019,Islington,540,238213.0,9924.994225395842,
111,E09000020,Kensington and Chelsea,283,154948.0,0.0,
112,E09000021,Kingston upon Thames,694,173987.0,377.9814313502503,
113,E09000022,Lambeth,765,324575.0,13568.614476353514,4.180425010044987
114,E09000023,Lewisham,688,302166.0,2906.520839069398,
115,E09000024,Merton,566,204875.0,3149.813002604715,
116,E09000025,Newham,150,350961.0,4.3939962779404595e-11,
117,E09000026,Redbridge,426,301727.0,4217.758688797151,
118,E09000027,Richmond upon Thames,1195,195070.0,8593.279080715303,4.405228420933667
119,E09000028,Southwark,770,315948.0,6459.645656649754,2.0445281048304635
120,E09000029,Sutton,597,202906.0,1106.4547107664791,
121,E09000030,Tower Hamlets,293,316864.0,6350.146557249472,
122,E09000031,Waltham Forest,441,275124.0,2070.055147049757,
123,E09000032,Wandsworth,841,325003.0,9452.306014958614,2.908375004217996
124,E09000033,Westminster,347,253744.0,6075.3094650153125,
125,E10000002,Buckinghamshire,2289,534652.0,17787.890633536153,3.3270034776894413
126,E10000003,Cambridgeshire,2577,645140.0,16593.341724652208,2.5720528450649796
127,E10000006,Cumbria,1270,493197.0,2106.2286661539783,0.4270562607140713
128,E10000007,Derbyshire,1817,788644.0,25968.324840058056,3.29278164039263
129,E10000008,Devon,3055,782808.0,6214.989063244339,0.7939353025575031
130,E10000011,East Sussex,2106,545756.0,10347.153473828626,1.8959303193787382
131,E10000012,Essex,3792,1462952.0,24404.790558517656,1.668188058016781
132,E10000013,Gloucestershire,2263,626996.0,7285.819502491359,1.1620200930295184
133,E10000014,Hampshire,5621,1360471.0,20665.889551177817,1.5190246283219426
134,E10000015,Hertfordshire,4308,1173128.0,22032.777209945285,1.8781221835933746
135,E10000016,Kent,4700,1552763.0,27549.46561979862,1.7742221845702546
136,E10000017,Lancashire,2100,1198862.0,19292.90581928088,1.6092682743535855
137,E10000018,Leicestershire,1632,691742.0,9725.886504773049,1.4059991304233441
138,E10000019,Lincolnshire,1513,748129.0,8671.68450804038,1.1591162096430403
139,E10000020,Norfolk,2536,888775.0,9706.318036376744,1.0921007044951472
140,E10000021,Northamptonshire,1610,741608.0,19104.269306869675,2.576060305022286
141,E10000023,North Yorkshire,2116,605962.0,9923.270636768724,1.6376060935782648
142,E10000024,Nottinghamshire,1891,815579.0,19651.314313445422,2.4094924358578904
143,E10000025,Oxfordshire,3208,680766.0,19133.345731838923,2.810561298866119
144,E10000027,Somerset,1892,551952.0,4257.76254806765,0.7714008732765983
145,E10000028,Staffordshire,1646,867253.0,7926.622912726624,0.9139919853522126
146,E10000029,Suffolk,2406,749202.0,13634.16147124168,1.8198244894223023
147,E10000030,Surrey,5351,1176444.0,31769.6506263799,2.7004813341204423
148,E10000031,Warwickshire,1679,565051.0,15294.607841111487,2.7067659098225625
149,E10000032,West Sussex,3268,847765.0,32275.404831160384,3.8071169287668614
150,E10000034,Worcestershire,1646,585370.0,11089.740937496415,1.8944839908940354
151,W06000001,Isle of Anglesey,169,69076.0,4.831690603168681e-12,
152,W06000002,Gwynedd,266,121417.0,6979.5978645792575,
153,W06000003,Conwy,386,115236.0,1.007549599307822e-11,
154,W06000004,Denbighshire,246,94456.0,3102.2600149071814,
155,W06000005,Flintshire,411,154332.0,1765.8393150527174,
156,W06000006,Wrexham,257,134977.0,8142.359427834806,
157,W06000008,Ceredigion,255,72040.0,4079.2055839976306,
158,W06000009,Pembrokeshire,391,123478.0,1278.8922377333834,
159,W06000010,Carmarthenshire,458,185570.0,3183.850143875783,
160,W06000011,Swansea,693,244141.0,2765.869072635411,
161,W06000012,Neath Port Talbot,214,141710.0,1.5916157281026244e-12,
162,W06000013,Bridgend,260,143796.0,5330.116241213792,
163,W06000014,Vale of Glamorgan,509,130940.0,3886.35941367695,
164,W06000015,Cardiff,1030,361544.0,4648.259167514469,1.285669010553202
165,W06000016,Rhondda Cynon Taf,413,238246.0,1428.4504767001397,
166,W06000018,Caerphilly,274,179810.0,4928.994110840915,
167,W06000019,Blaenau Gwent,74,69190.0,1.1290524071227992e-11,
168,W06000020,Torfaen,179,92181.0,0.0,
169,W06000021,Monmouthshire,428,92911.0,298.59535288703705,
170,W06000022,Newport,248,152146.0,677.592330933296,
171,W06000023,Powys,442,131960.0,647.0184027848711,
172,W06000024,Merthyr Tydfil,89,59791.0,670.9994682182974,
173,N09000001,Antrim and Newtownabbey,75,141298.0,6.366462912410498e-12,
174,N09000002,"Armagh City, Banbridge and Craigavon",76,210609.0,0.0,
175,N09000003,Belfast,205,334945.0,4173.068505374176,
176,N09000004,Causeway Coast and Glens,68,142994.0,1236.629273159165,
177,N09000005,Derry City and Strabane,44,149612.0,9.549694368615746e-12,
178,N09000006,Fermanagh and Omagh,28,115899.0,1.000444171950221e-11,
179,N09000007,Lisburn and Castlereagh,137,147276.0,9747.98102424532,
180,N09000008,Mid and East Antrim,82,137485.0,6.252776074688882e-12,
181,N09000009,Mid Ulster,32,147764.0,0.0,
182,N09000010,"Newry, Mourne and Down",54,179222.0,0.0,
183,N09000011,Ards and North Down,191,159517.0,3232.8641208439453,
184,S12000005,Clackmannanshire,73,51067.0,0.0,
185,S12000006,Dumfries and Galloway,258,147333.0,3263.0943602726966,
186,S12000008,East Ayrshire,93,120952.0,0.0,
187,S12000010,East Lothian,292,104960.0,176.1784414940185,
188,S12000011,East Renfrewshire,217,94204.0,585.0961627196456,
189,S12000013,Na h-Eileanan Siar,20,25770.0,1673.9426463722975,
190,S12000014,Falkirk,182,159245.0,924.6150968727954,
191,S12000015,Fife,603,368877.0,1537.0875074190596,
192,S12000017,Highland,496,230386.0,2977.310111869352,
193,S12000018,Inverclyde,68,77450.0,0.0,
194,S12000019,Midlothian,147,90771.0,191.0796502638803,
195,S12000020,Moray,146,94651.0,983.3023576563176,
196,S12000021,North Ayrshire,149,134153.0,754.4370939927176,
197,S12000023,Orkney Islands,30,19786.0,9.237055564881302e-13,
198,S12000024,Perth and Kinross,354,149565.0,7601.05560967497,
199,S12000026,Scottish Borders,285,114246.0,3447.464760107611,
200,S12000027,Shetland Islands,19,22045.0,1.4210854715202004e-13,
201,S12000028,South Ayrshire,146,111302.0,1157.5617646910996,
202,S12000029,South Lanarkshire,376,316689.0,3283.2362072808633,
203,S12000030,Stirling,214,93610.0,1454.282860334362,
204,S12000033,Aberdeen City,347,226003.0,1085.3405914044722,
205,S12000034,Aberdeenshire,491,259515.0,5734.548187735614,
206,S12000035,Argyll and Bute,238,82750.0,101.16467784719931,
207,S12000036,City of Edinburgh,1676,514447.0,31356.76167239848,6.095236569053466
208,S12000038,Renfrewshire,220,176470.0,712.0195934633947,
209,S12000039,West Dunbartonshire,79,88557.0,0.0,
210,S12000040,West Lothian,262,181179.0,2046.3587804227204,
211,S12000041,Angus,189,114789.0,740.7737955102893,
212,S12000042,Dundee City,188,147562.0,1.8189894035458565e-12,
213,S12000044,North Lanarkshire,252,338454.0,2617.2250380417004,
214,S12000045,East Dunbartonshire,273,107248.0,1246.823498076331,
215,S12000046,Glasgow City,625,622625.0,21994.730395556206,
