,UTLA19CD,UTLA19NM,respondent,population,active_cases,percentage
165,W06000016,Rhondda Cynon Taf,649,238246.0,8415.734203623968,
166,W06000018,Caerphilly,450,179810.0,2520.4262117899757,
167,W06000019,Blaenau Gwent,113,69190.0,3.751665644813329e-12,
168,W06000020,Torfaen,310,92181.0,2235.1037817079327,
169,W06000021,Monmouthshire,712,92911.0,3026.1651666989155,
170,W06000022,Newport,434,152146.0,4400.301545608361,
171,W06000023,Powys,736,131960.0,10343.594099524958,
172,W06000024,Merthyr Tydfil,129,59791.0,1166.480028979067,
173,N09000001,Antrim and Newtownabbey,130,141298.0,1152.2762910220124,
174,N09000002,"Armagh City, Banbridge and Craigavon",123,210609.0,3.61524143954739e-11,
175,N09000003,Belfast,304,334945.0,32111.360587272175,
176,N09000004,Causeway Coast and Glens,120,142994.0,13927.449972020166,
177,N09000005,Derry City and Strabane,82,149612.0,2.4556356947869062e-11,
178,N09000006,Fermanagh and Omagh,44,115899.0,0.0,
179,N09000007,Lisburn and Castlereagh,224,147276.0,11806.595246505007,
180,N09000008,Mid and East Antrim,128,137485.0,10541.502071413239,
181,N09000009,Mid Ulster,49,147764.0,1.3415046851150692e-11,
182,N09000010,"Newry, Mourne and Down",115,179222.0,2.120259523508139e-11,
183,N09000011,Ards and North Down,290,159517.0,6909.676346015184,
184,S12000005,Clackmannanshire,122,51067.0,9.890754881780595e-12,
185,S12000006,Dumfries and Galloway,402,147333.0,1468.0173141264352,
186,S12000008,East Ayrshire,165,120952.0,3438.9623283680676,
187,S12000010,East Lothian,482,104960.0,4917.968677333466,
188,S12000011,East Renfrewshire,336,94204.0,1996.8667686198119,
189,S12000013,Na h-Eileanan Siar,43,25770.0,1154.8535425528125,
190,S12000014,Falkirk,308,159245.0,11738.803554464459,
191,S12000015,Fife,944,368877.0,6562.771967816083,1.779122029244459
192,S12000017,Highland,792,230386.0,5376.666071760323,2.3337642355700097
193,S12000018,Inverclyde,123,77450.0,0.0,
194,S12000019,Midlothian,238,90771.0,3474.606846080558,
195,S12000020,Moray,232,94651.0,5.7411853049416095e-12,
196,S12000021,North Ayrshire,243,134153.0,2321.5284533936756,
197,S12000023,Orkney Islands,47,19786.0,0.0,
198,S12000024,Perth and Kinross,607,149565.0,2432.3937189192293,
199,S12000026,Scottish Borders,462,114246.0,2872.997535441864,
200,S12000027,Shetland Islands,30,22045.0,0.0,
201,S12000028,South Ayrshire,275,111302.0,4.149569576838985e-12,
202,S12000029,South Lanarkshire,594,316689.0,8264.371152705897,
203,S12000030,Stirling,377,93610.0,1976.065755220025,
204,S12000033,Aberdeen City,548,226003.0,36744.79001455191,
205,S12000034,Aberdeenshire,800,259515.0,6570.245466117028,2.531740156105438
206,S12000035,Argyll and Bute,379,82750.0,3.879563337250147e-12,
207,S12000036,City of Edinburgh,2712,514447.0,21371.37245208313,4.154241827065398
208,S12000038,Renfrewshire,373,176470.0,3022.159022388284,
209,S12000039,West Dunbartonshire,127,88557.0,940.7702083141912,
210,S12000040,West Lothian,423,181179.0,2306.7476167314107,
211,S12000041,Angus,311,114789.0,9352.916667756237,
212,S12000042,Dundee City,301,147562.0,0.0,
213,S12000044,North Lanarkshire,398,338454.0,1776.6928392592627,
214,S12000045,East Dunbartonshire,472,107248.0,262.55368205786317,
215,S12000046,Glasgow City,1077,622625.0,36814.28303726441,5.912753750213115
