date,covid_in_pop,covid_in_pop_lo,covid_in_pop_up
2021-10-17,7429.388977760124,6454.4103863033,8498.322131998217
2021-10-18,7879.423579722781,6867.881532761698,8986.825852910988
2021-10-19,8019.669868802264,6994.4732126020335,9140.354427929411
2021-10-20,8164.396223091015,7127.874992287121,9293.29272843927
2021-10-21,8298.526171750098,7253.029114449825,9433.072444257832
2021-10-22,8665.019682088829,7599.741677725121,9814.84886704912
2021-10-23,8768.316252288574,7695.969030791949,9925.253935484665
2021-10-24,8776.036194946031,7703.594103932195,9931.245458192547
2021-10-25,8645.581543324592,7586.010187405451,9786.488964535185
2021-10-26,8674.002136210418,7617.230168703694,9813.678139969494
2021-10-27,8744.241850816348,7688.096812527648,9885.538807145927
2021-10-28,8805.490836076146,7758.5443848826135,9932.16996482201
2021-10-29,8518.02493314021,7494.709557903496,9622.171255046911
2021-10-30,8522.290595116148,7502.9058447270045,9620.102568006707
2021-10-31,8468.020752970484,7455.988635627329,9555.081757584718
2021-11-01,8139.739415481308,7151.988660335112,9206.97158959448
2021-11-02,7438.506247826706,6498.103631656297,8457.058208058701
2021-11-03,7084.29625321315,6172.43986344597,8078.368535483879
2021-11-04,6946.947932797652,6044.758285446242,7933.850788870722
2021-11-05,6768.235170935694,5881.958137109138,7739.256099935254
2021-11-06,6531.3808001112975,5667.323395239562,7479.0452092906435
2021-11-07,6164.437382766343,5328.963699339967,7083.277717936844
2021-11-08,5900.8889487426595,5085.6111255531405,6800.134660928639
2021-11-09,5603.166674557644,4799.952399290097,6492.490224600754
2021-11-10,5570.750043820041,4761.827936217262,6466.871247276606
2021-11-11,5530.230845570133,4717.593208801798,6431.16745633511
2021-11-12,5101.993650058564,4320.500858578965,5972.347108518541
2021-11-13,4975.989001365294,4202.217933077293,5837.570240046352
2021-11-14,5124.3160164751425,4332.390182751329,6005.476006029919
2021-11-15,5706.487959989826,4855.3939728393825,6652.830628193708
2021-11-16,5696.4458313300975,4835.603814611574,6655.372881214074
2021-11-17,6005.197434746008,5108.146522592821,7002.269135003548
2021-11-18,6216.448426161613,5293.840092379091,7241.487048310113
2021-11-19,6419.3700159798755,5481.67809564861,7458.430185556214
2021-11-20,6417.434023204135,5477.581096522901,7460.895213429849
2021-11-21,6654.89297821893,5682.413199764109,7733.711762683996
2021-11-22,6973.992387480263,5972.909583964892,8080.571003995115
2021-11-23,6990.481446091889,5984.91182386099,8102.476735479392
2021-11-24,6750.408955776011,5751.617015762059,7860.341971023409
2021-11-25,6915.948884109593,5898.2035343085145,8046.296730957794
2021-11-26,6729.807445274985,5730.013936406867,7840.253355363037
2021-11-27,6780.725000181471,5779.778175155332,7892.735444218835
2021-11-28,6389.395664472448,5417.6201024708835,7467.065167180576
2021-11-29,5899.790275546057,4964.020742810637,6940.4534454865225
2021-11-30,5868.528255116221,4936.500462787818,6904.266885335998
2021-12-01,5822.758699660913,4889.691767029935,6859.7448164966845
2021-12-02,5784.292533534125,4854.551953450764,6815.517621203628
2021-12-03,5663.918010910576,4738.193845213623,6692.254045046601
2021-12-04,5581.480210826051,4653.7514160458195,6613.2989137124705
2021-12-05,5462.729192976401,4547.624342477403,6480.821144495275
2021-12-06,5410.085253765455,4491.810210668211,6432.990373194418
2021-12-07,5840.319722569082,4880.390148514437,6906.403085901192
2021-12-08,5899.4531205250805,4931.776897563894,6974.5935748759985
2021-12-09,5843.834360521832,4878.011041413552,6917.616436387082
2021-12-10,5752.633517858193,4789.755664632813,6824.561729741759
2021-12-11,5742.730550553848,4780.490177450093,6813.900610576303
2021-12-12,5764.557111041159,4798.306579419393,6841.75872552563
2021-12-15,6232.499134735781,5247.215971385565,7324.890128689658
2021-12-16,6720.679999710355,5710.459941162021,7838.798321816283
2021-12-17,7155.507774859161,6117.759995223757,8303.45742902365
2021-12-18,7720.491353687293,6656.0101368792675,8899.405551649696
2021-12-19,8206.840735257687,7111.773156902015,9410.886406633816
2021-12-20,8474.603339004296,7372.048738281755,9687.543380254474
2021-12-21,8857.569784406585,7739.5189673580735,10079.960043540956
2021-12-22,9750.053447564342,8592.177401313482,11012.222625573379
2021-12-23,10446.488068805611,9263.00622772243,11731.382258035745
2021-12-24,10902.542512017133,9717.178952476845,12170.317808026755
2021-12-25,11694.567713538974,10472.747228608747,12997.158685248163
2021-12-26,12304.984000911687,11075.417941612175,13608.766992333238
2021-12-27,13311.212743875483,12053.778685841324,14642.96630536346
2021-12-28,14303.88076400782,13037.495080811186,15641.168317876787
2021-12-29,15476.63483072401,14201.41981351305,16813.640440847976
2021-12-30,16287.587148819212,15010.083734708283,17613.38271779156
2021-12-31,17357.99099038004,16078.393778832151,18675.79026653137
2022-01-01,17837.635495479666,16557.19518571775,19150.310659511477
2022-01-02,18704.146994036597,17420.160899424456,20017.275448340748
2022-01-03,19599.244539034837,18302.70462562616,20921.03114454458
2022-01-04,19698.705742324848,18420.08483750627,20988.71867223959
2022-01-05,19603.510735743646,18337.345578198456,20880.989493249017
2022-01-06,19724.514713356835,18466.177077493892,20994.163941018203
2022-01-07,19932.50601331173,18679.36155649335,21197.205069830183
2022-01-08,19572.742524982543,18330.468269760757,20826.831189810568
2022-01-09,19242.249831221754,18009.489073644712,20486.60263535796
2022-01-10,18543.02848711613,17321.82567030007,19776.96905188465
2022-01-11,17897.479706602102,16678.02448749643,19133.359515805067
2022-01-12,17029.083505138067,15824.107955423318,18259.59307357799
2022-01-13,16367.804048833472,15166.12739827416,17595.088185941615
2022-01-14,15765.510801795568,14572.130868094688,16985.006142240487
2022-01-15,15720.13426733785,14516.551420367288,16951.850419336417
2022-01-16,15031.14082616867,13832.272654060882,16265.742505553653
2022-01-17,14217.771012237175,13035.896279625102,15443.904335204632
2022-01-18,14039.452096164012,12845.981580090627,15279.915743817672
2022-01-19,13660.625726745948,12481.308234976204,14887.463533119902
2022-01-20,13664.545339339842,12481.496191621021,14895.231884980089
2022-01-21,14007.868649807373,12812.282476555512,15239.15060639592
2022-01-22,14456.482775665776,13232.036700183546,15711.454227607666
2022-01-23,14413.032360472122,13190.89727932886,15667.46571414733
2022-01-24,14600.027316247248,13369.640005730162,15859.254876106048
2022-01-25,14957.966528946,13714.005621562583,16232.0123564388
2022-01-26,15156.479628647,13901.816861027783,16440.699760894135
2022-01-27,15513.875709267993,14242.250421213565,16812.00668357174
2022-01-28,15748.739119091335,14467.395055643168,17055.63003738318
2022-01-29,16019.35666057421,14724.844558151612,17338.326422050483
2022-01-30,16197.45827760606,14884.841947017581,17535.392637230914
2022-01-31,16072.776927545388,14754.653935664268,17413.92516866696
2022-02-01,16095.384786047012,14775.23720709532,17440.289303469763
2022-02-02,16066.309399003265,14747.914456614622,17414.572582791203
2022-02-03,16234.783763933818,14911.30811402631,17590.61303135497
2022-02-04,16548.766991272507,15204.853908377496,17923.64755904726
2022-02-05,16256.262883115882,14924.999151338065,17624.649883461523
2022-02-06,16215.694559390922,14878.080181458436,17592.363887485448
2022-02-07,15938.663334942517,14606.813215597107,17309.691735497974
2022-02-08,15280.150730021282,13968.33929696507,16638.14632446879
2022-02-09,14958.729939916411,13660.622981873696,16305.114632983685
2022-02-10,14637.095600654942,13348.620422599317,15975.246309532815
2022-02-11,13932.240609898796,12672.169191450614,15242.078224409934
2022-02-12,13448.439881265957,12205.077846421276,14744.992452399505
2022-02-13,12940.819748733542,11718.207292136014,14212.526907806774
2022-02-14,12381.121097967649,11178.404245829097,13632.13700114039
2022-02-15,11830.101352413269,10656.776763442116,13054.28504993633
2022-02-16,11598.691144231863,10447.319995489795,12801.06445882186
2022-02-17,11183.70610870123,10055.2518449013,12361.177645687061
2022-02-18,10851.388987442286,9742.646971427062,12010.41258257906
2022-02-19,10696.32789037033,9602.087224092304,11839.22508538819
2022-02-20,10160.428007723449,9095.215031087644,11278.325183208257
2022-02-21,9895.787446450617,8841.070418298787,10995.337156923062
2022-02-22,9956.130010506911,8912.210105665663,11046.635255043726
2022-02-23,9515.969153796575,8526.23531889367,10585.159656888427
2022-02-24,9679.483498492476,8654.425788102659,10743.194380259934
2022-02-25,9947.726826995891,8922.516747216958,11018.558375052236
2022-02-26,10273.659863921215,9232.434260274866,11359.350958430075
2022-02-27,10399.641634283898,9354.06310062244,11490.200572846123
2022-02-28,10462.652215947492,9418.25816098526,11550.38806169282
2022-03-01,10333.434614431111,9294.549682562872,11415.968477106133
