date,region,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim
2020-05-12,East Midlands,614.3453588859912,348.5874357226288,957.7134160988178,12.787808181761044,7.2559663682918405,19.93513140618282
2020-05-12,Yorkshire and The Humber,1224.5956012015058,820.2361784845583,1711.9776916506446,22.34820514217707,14.96886512071666,31.242663793909692
2020-05-12,West Midlands,579.8054086698044,285.2257207622163,982.3279582495987,9.825949597141594,4.833714060114937,16.64749045333673
2020-05-12,Wales,2144.953147581536,1357.2127877626453,3099.2987983356707,68.34040534174089,43.24219023397925,98.7468357489514
2020-05-12,South East,666.9799693949083,459.72614351547264,911.4631491958107,7.302467195608624,5.033337185569504,9.97920485235392
2020-05-12,Scotland,1660.9505379201908,952.7658070459081,2558.3116420073598,30.54284654420093,17.52019652168787,47.044218422010616
2020-05-12,South West,446.47090095603204,256.0507944746448,693.2122748984633,7.973071957084255,4.572551995311291,12.379376432964476
2020-05-12,North West,1675.950268660327,1192.0501754024035,2238.6824792365205,22.983117037321488,16.347160896088454,30.700136150711746
2020-05-12,North East,530.3402369396962,268.0964942155025,883.2532545437132,19.953287977116453,10.08674466339903,33.231132237548884
2020-05-12,London,752.886335580677,490.277196047292,1070.796278354801,8.451723054389348,5.503735271909764,12.020504509947774
2020-05-12,England,7265.220856757488,4634.3658807172205,10535.027588154468,12.978898037263484,8.279027357751437,18.820219176026466
2020-05-12,East of England,773.8467764685453,514.1157420924999,1085.601085926098,12.478956160334818,8.290566042270111,17.50626709425119
2020-05-12,Northern Ireland,196.84300800372773,16.260041413112212,650.4224986677301,10.461252557144476,0.8641424531013766,34.566805783029054
2020-05-13,Scotland,1386.0745154349231,763.6222222391316,2192.836390221716,25.488213078739317,14.04207760502991,40.323576069246904
2020-05-13,Yorkshire and The Humber,1062.5472535815961,693.7673949782954,1512.0925801647645,19.39091074065598,12.660878455480823,27.594868985590487
2020-05-13,West Midlands,611.4172903427545,313.1281634445201,1011.417714064634,10.361675465414939,5.306576146832009,17.140473909781985
2020-05-13,Wales,2101.818964568429,1339.3953953782427,3022.341153566135,66.96610606880607,42.67450985408105,96.2948863235638
2020-05-13,South East,667.159341527069,462.6340451106788,907.0699008740455,7.30443106134825,5.065174507500348,9.931105129387788
2020-05-13,Northern Ireland,182.55017948861652,15.047987325516846,605.028965123376,9.701657942284177,0.7997276483702157,32.154359317774336
2020-05-13,South West,398.52202535583285,225.33064450782123,623.6605891288237,7.116801515711595,4.023951928221982,11.137323268490805
2020-05-13,North East,529.8561064982385,268.0982215726063,881.7506028503567,19.935073266174214,10.086809652723488,33.174597130690195
2020-05-13,London,648.2655221605486,412.1688934981144,937.1501730078236,7.277274669601103,4.626910032566097,10.520225096828637
2020-05-13,England,6872.750544429928,4365.148548748577,9989.60335729827,12.277772460108526,7.7980861213628465,17.845850245073574
2020-05-13,East of England,673.5870413071374,435.9113622442211,961.8083607288257,10.862180232888873,7.029452011238785,15.510001117987954
2020-05-13,East Midlands,632.0058281572083,371.09502139186895,964.6134341735187,13.155416873148775,7.724469440724445,20.07875763581685
2020-05-13,North West,1649.3901354995432,1183.014802000451,2190.040002305479,22.618885078667308,16.22325444835181,30.033078326146956
2020-05-14,Yorkshire and The Humber,966.0213810242236,626.6421357638816,1380.6585959435595,17.629365950422137,11.435878903241953,25.19627010188781
2020-05-14,West Midlands,640.3824905670249,344.72710990563485,1032.848544448438,10.85254808098393,5.8420828023529,17.503661724223488
2020-05-14,Wales,2066.819483598235,1308.2845278721093,2982.6615192987097,65.85098673906666,41.68328573419779,95.03065251374596
2020-05-14,South West,296.4765784024152,155.81219122872943,484.25516903812724,5.294475156456782,2.7824922291631555,8.647822960160209
2020-05-14,South East,561.6298311807334,382.5942349655585,774.5924496269887,6.149035363075815,4.188854205921071,8.480668405227814
2020-05-14,Scotland,1126.8554744151495,574.3025435957207,1854.4171799891897,20.721492330320324,10.560720538344656,34.10046119029054
2020-05-14,Northern Ireland,211.7832775759433,28.564116428436474,599.5023786199546,11.255255528607949,1.5180444510576403,31.860648010588356
2020-05-14,North East,456.4849954310719,225.726794017804,769.7772494527952,17.174590831780616,8.492645685680134,28.961760897487284
2020-05-14,London,587.9121348802599,368.8179204184568,857.6423945939929,6.599761889011337,4.140262312595237,9.627689674061036
2020-05-14,England,6143.589124318195,3854.1214180921934,9002.955872042407,10.975167637636527,6.885165626056023,16.083261417791384
2020-05-14,East of England,612.3614914585663,394.05330960487913,878.1209235555851,9.87486468711717,6.354454298865982,14.160467991518846
2020-05-14,East Midlands,607.5877831441412,360.0936648307254,921.5038376370364,12.647146937868516,7.495472451639728,19.18141668039514
2020-05-14,North West,1414.7324382297575,995.6540573565253,1903.556707745883,19.400910523628227,13.653885891972651,26.104394276730737
2020-05-15,Scotland,1145.454483196579,608.3606816586913,1850.2192101153867,21.063505327165352,11.187007992841089,34.023265664761354
2020-05-15,Yorkshire and The Humber,784.3403252278363,501.4490313758926,1130.7461059300115,14.313785279218273,9.151172689612183,20.635502784958643
2020-05-15,West Midlands,552.9427008386783,297.3947090822038,893.7661345356387,9.370707874238482,5.039941639389723,15.14663516114354
2020-05-15,Wales,1613.0974475194587,962.5041265167804,2416.329965784797,51.39493771390962,30.66636780547889,76.98674886550211
2020-05-15,South East,439.18465393063485,291.590517305805,617.082774194355,4.808437547311553,3.19249495469548,6.7561649859103605
2020-05-15,Northern Ireland,130.6399133530343,10.5839282610508,432.48299468670336,6.9428787005921055,0.5624845287034761,22.984376635832025
