date,region,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim
2020-05-12,East Midlands,573.8909451848706,329.55807555959166,904.7150599203746,11.945735762668278,6.859863746099291,18.831952546025835
2020-05-12,Yorkshire and The Humber,1129.3560401157495,750.7256167740427,1574.337992711192,20.61013483822768,13.700335092411466,28.730813984398395
2020-05-12,West Midlands,541.0693200526905,274.036620420271,915.5363479706284,9.169489949385994,4.644092621002203,15.515574492740992
2020-05-12,Wales,2031.9260413129473,1298.5516753338272,2920.0324356434307,64.73924591049243,41.373187078501026,93.03522572877891
2020-05-12,South East,617.4370628698847,427.19861805148247,847.1092831434836,6.760043935128546,4.677207768563768,9.27462297985174
2020-05-12,Scotland,1562.4913938901764,900.8317291276896,2438.186834091053,28.732303449553644,16.565192422494796,44.835270298285316
2020-05-12,South West,429.7025920097555,253.75828782799076,653.4959350364379,7.673623698438507,4.531612439302767,11.67012251537685
2020-05-12,North West,1559.5419081005084,1093.4214615347348,2096.8561119813844,21.386752858205572,14.99461761574811,28.755202545844988
2020-05-12,North East,493.5958261382934,259.6516091193052,823.3301172142053,18.570832415191546,9.769018018273208,30.976610456347647
2020-05-12,London,697.2484842483025,458.4043704991645,1001.4902852933568,7.827145759544648,5.145938507958836,11.242491904747574
2020-05-12,England,6760.172475073344,4327.460793511466,9817.79962001862,12.076658232169802,7.7307591202819586,17.53893277724472
2020-05-12,East of England,718.3302963532874,480.7061337248832,1000.9284867475554,11.583704357780386,7.751806883698629,16.14084736871773
2020-05-12,Northern Ireland,183.48226315017988,15.776715582276347,595.0019978424043,9.751193674779268,0.8384560259580264,31.621474567778634
2020-05-13,Scotland,1304.563579156708,714.1667141296837,2055.0891306961244,23.98932677142215,13.132651369590185,37.79057263926968
2020-05-13,Yorkshire and The Humber,978.2883890129976,642.7297955692046,1385.6905816438366,17.85323218899499,11.72946996402493,25.288101110093265
2020-05-13,West Midlands,568.3447601935196,302.9996430995327,945.600898466268,9.631726237727117,5.134928333763494,16.02507777334786
2020-05-13,Wales,2000.851139634686,1258.4333050930095,2869.7151200464564,63.749167698741466,40.09497469097226,91.43206449074312
2020-05-13,South East,619.497084733578,428.64747374628854,846.054749076506,6.782598198782827,4.693070645513566,9.263077355119199
2020-05-13,Northern Ireland,168.9398783346898,14.111230681020903,551.4124927915582,8.978336351164586,0.7499435694636912,29.304903479974538
2020-05-13,South West,384.35103542783327,223.6248742340612,590.1759074812898,6.863736148725491,3.993490303274372,10.539354228035608
2020-05-13,North East,492.90523888236834,255.9616318716867,811.4648888159277,18.544850063804606,9.63018793614404,30.53019831814888
