date,region,covid_in_pop,covid_in_pop_lolim,covid_in_pop_uplim,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim
2020-07-12,South East,257.47743102931366,150.55688931928813,439.8843833027224,2.8190059371751484,1.6483804548499432,4.816098573159315
2020-07-12,London,279.3619478008626,147.05437239347003,529.987936291932,3.1360508262201767,1.650797432056018,5.94951860329887
2020-07-12,East of England,149.5082738390515,68.5539397544882,325.4722901072429,2.4109516917018423,1.105492243204124,5.248525371116735
2020-07-12,South West,157.25069362204297,76.21742771503035,323.831419645365,2.8081809875296413,1.3610899036299102,5.78297758099919
2020-07-12,Wales,152.8548399068757,52.98533489019762,379.0413926247087,4.870111838788175,1.6881670667943325,12.076647195057612
2020-07-12,Yorkshire and The Humber,227.68155544594273,104.42988163944587,494.94983395031437,4.155064825648203,1.9057886665294161,9.032565863665866
2020-07-12,Scotland,115.85231995055206,29.925191567370497,385.3707757635589,2.1303823017331798,0.5502876292707103,7.086496676478163
2020-07-12,East Midlands,131.31306326932645,51.09216911967366,336.49000406869203,2.7333261992774673,1.0635009263799615,7.00415420230913
2020-07-12,West Midlands,225.57937303725265,96.42796866914715,525.9051202930683,3.8228887079615825,1.6341626789435177,8.91250258726242
2020-07-12,North East,0.0,9.579933349315106e-15,157.77352506493446,0.0,3.6043120171966407e-16,5.936001761720754
2020-07-12,Northern Ireland,0.0,0.0,631.8074783993562,0.0,0.0,33.577507609023634
2020-07-12,North West,355.0663287185867,186.97644704118719,672.6790247875266,4.869196384612575,2.564098497388708,9.22477298064529
2020-07-13,East of England,121.52704451622948,51.92985408479018,283.8910441171396,1.959729893472947,0.8374143205635248,4.577991408087829
2020-07-13,London,301.0565132159258,163.62535200358133,553.1765249227763,3.379588861124251,1.8368193105067334,6.209828187718278
2020-07-13,South West,155.29447478088642,75.26929420452787,319.80253449491886,2.7732468550902216,1.3441581468503039,5.7110297986408085
2020-07-13,England,1683.4087620413045,1305.6307654005113,2170.0003810832573,3.0073126623877044,2.332434059824365,3.8765805255192705
2020-07-13,South East,251.67553289899962,147.16353094906032,429.97874331908383,2.755483533635327,1.6112280824870775,4.707646124283445
2020-07-13,Wales,128.08398173469888,40.952516299269824,358.8537677645642,4.080886913265652,1.3047891357496253,11.433448779565492
2020-07-13,North West,315.9895704045225,160.25161120506831,621.6004220717767,4.333317888355545,2.1976078912469754,8.524307384337758
2020-07-13,Scotland,114.22677199298684,28.630636065657615,408.0897053974722,2.100490465290944,0.5264823387885036,7.504269972922017
2020-07-13,Yorkshire and The Humber,258.25645669894857,125.21221065536169,531.1408087480063,4.713040180723437,2.285054892640481,9.693031513126494
2020-07-13,East Midlands,125.17484234489575,48.703320613839914,320.7845823940828,2.605557037154671,1.01377622995956,6.677240493458526
2020-07-13,West Midlands,213.65195932510636,91.32766821893836,498.1490535508747,3.6207550882896276,1.547727998609981,8.442121130405383
2020-07-13,North East,0.0,0.0,157.20194048439663,0.0,0.0,5.914496714687998
2020-07-13,Northern Ireland,0.0,0.0,695.4771980063897,0.0,0.0,36.961244851238185
2020-07-14,England,1721.0431773068142,1340.4293785741736,2209.2255214957154,3.074544374685723,2.3945997752408554,3.946653976546863
2020-07-14,South East,268.31336724089806,159.9243013272474,449.7091168963235,2.93764378591083,1.7509400848759107,4.923665213935579
2020-07-14,London,327.0592134047019,182.74212064769443,584.5638978781459,3.6714889930244445,2.051419611560497,6.562175376247094
2020-07-14,East of England,119.6090877180184,51.11039531039498,279.4074848646093,1.928801162450101,0.8241998310394542,4.505690093336712
2020-07-14,South West,130.63038227953842,59.898925551275575,284.3522729948643,2.332795789078205,1.0696742890739575,5.077959456918306
2020-07-14,Wales,103.5403512327803,26.65927539168309,366.741698883456,3.29890169417113,0.8493918333083146,11.684766348240874
2020-07-14,North West,351.83329672419154,185.27614273873863,666.525559471842,4.824860252388327,2.540781401700974,9.140387533069614
2020-07-14,Yorkshire and The Humber,259.4435620622699,125.78868508282834,533.5656654585666,4.734704209369999,2.2955752380929746,9.737283832140882
2020-07-14,East Midlands,126.28187611940248,49.13503185373282,323.57888995154747,2.6286003227502412,1.0227624466629328,6.735404958329716
2020-07-14,West Midlands,208.599806260005,89.16732602972307,486.3917767166004,3.535136360639915,1.5111167267135905,8.242870816686748
2020-07-14,North East,0.0,9.421565740789e-15,152.6116075914553,0.0,3.544728484229144e-16,5.741792047487529
2020-07-14,Northern Ireland,0.0,4.352805415499772e-14,603.6382066966355,0.0,2.3133052702988045e-15,32.080447242889605
2020-07-14,Scotland,99.0884135227759,20.207149092757266,442.98679639489063,1.8221145900732956,0.37158472798876935,8.145984744577898
2020-07-15,South West,111.16890387332491,47.50512500161576,259.65168859893873,1.985252942743271,0.8483459485424892,4.6368567190936485
2020-07-15,England,1804.9699747659968,1411.4307672751866,2307.6952883976096,3.2244747578486304,2.521439661133304,4.122564535849967
2020-07-15,South East,252.5748784704973,147.69176608195977,431.49513064005805,2.7653300685160307,1.617011494143451,4.724248374988661
2020-07-15,London,335.5626105473446,187.49678754381637,599.7269913169235,3.7669461082285243,2.104794372029356,6.732392659170067
2020-07-15,East of England,144.63502429196365,66.32003918708965,314.84931459865436,2.3323662800858616,1.0694686425446638,5.077220599041645
2020-07-15,Wales,105.16900696084893,23.103776537073983,377.863224962772,3.350792334646823,0.7361099962714313,12.03910956601053
2020-07-15,Northern Ireland,0.0,0.0,564.8744721892097,0.0,0.0,30.02034248807607
