date,region,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim
2020-05-12,East Midlands,589.7129473489127,330.6128412413995,926.9576715210643,12.275076134168875,6.881819053518106,19.294940092846087
2020-05-12,Yorkshire and The Humber,1198.4611122778313,798.9990541362433,1680.9515452120334,21.87126490233039,14.58129912660366,30.676453459084872
2020-05-12,West Midlands,579.7909386176069,285.22420736374835,982.28793808357,9.825704373483047,4.833688412584153,16.646812232457126
2020-05-12,Wales,2137.2212394364096,1352.2759112475019,3088.959983738955,68.09405882489561,43.08489628909872,98.41743052110792
2020-05-12,South East,666.3916163271855,459.3200309798077,910.6572112742067,7.296025579407798,5.0288908399437,9.970380996309864
2020-05-12,Scotland,1660.121385290754,952.2907379332942,2557.0140797165245,30.52759944265008,17.511460582433095,47.020357840358294
2020-05-12,South West,413.7018890518168,231.12860332451268,652.8150967784355,7.387883338261843,4.127491806746439,11.657964113988173
2020-05-12,North West,1673.6561621950248,1190.4186911875192,2235.6125487782847,22.951656845229827,16.324787563563973,30.658036708778745
2020-05-12,North East,556.8798872391168,287.49257806366006,915.9807035685533,20.951804115156566,10.816494397048961,34.462455395145334
2020-05-12,London,772.9597380307182,506.0413602520526,1095.313911531436,8.67706229917216,5.680700032386914,12.295733632545955
2020-05-12,England,7226.4178926408495,4604.034728401404,10487.59966345805,12.909578779839258,8.224842503495628,18.735491923973104
2020-05-12,East of England,774.8636015526372,514.7973618524612,1087.0230367104652,12.495353354240592,8.301557757117576,17.52919729444049
2020-05-12,Northern Ireland,196.7722857492273,16.254107051219638,650.1643264026627,10.457494011828372,0.863827070507129,34.55308517747893
2020-05-13,South East,666.597250306532,462.24306934278,906.3021941475212,7.2982769744382106,5.060893887616144,9.922699849703935
2020-05-13,Yorkshire and The Humber,1038.149981250499,673.5884604866467,1482.8657481251043,18.945673760848145,12.292623851979506,27.061495162070774
2020-05-13,West Midlands,611.213751393195,313.0216508204931,1011.1027595794612,10.358226095282266,5.304771079718977,17.13513638300071
2020-05-13,Wales,2101.491545569449,1339.2032067095959,3021.8440179929985,66.95567416397303,42.668386526150925,96.27904707475962
2020-05-13,South West,383.15977280320254,213.8074847713614,603.9215323287298,6.842462595162138,3.818171480817599,10.78482343055037
2020-05-13,Scotland,1382.984756072277,761.9069474145994,2188.0363646497917,25.431396187497054,14.010535801375465,40.235309476651615
2020-05-13,England,6839.629166219563,4336.890276042107,9950.06089643135,12.21860302821904,7.747604346975311,17.775209919355618
2020-05-13,North West,1648.2854319284675,1182.222783226416,2188.5682256429104,22.603735744023943,16.212393111640456,30.012895140570894
2020-05-13,North East,556.6591152375552,287.6467760297368,915.5196370474252,20.943497886404508,10.822295873550852,34.44510843100441
2020-05-13,London,652.2344881980381,414.69681636325663,942.8488992431066,7.321829338979271,4.655287893804026,10.58419764305137
2020-05-13,East of England,673.128215116704,435.61139076866095,961.1516621819884,10.854781259229307,7.024614708808001,15.499411279500894
2020-05-13,East Midlands,610.20115998537,354.0518442327558,937.7802381351038,12.701545268170705,7.369709895191757,19.520215508201424
2020-05-13,Northern Ireland,182.5495806106146,15.047848789409699,605.027250789303,9.701626114818763,0.7997202858470566,32.15426820922095
2020-05-14,South East,550.5650091597169,373.54996419555715,761.7317732691157,6.027891545358133,4.089832505665136,8.339862576678106
2020-05-14,Yorkshire and The Humber,942.9998574184732,607.747078889152,1352.9367077539414,17.209235638242344,11.091054369497712,24.690360686908512
2020-05-14,West Midlands,641.974861145029,345.58419792480146,1035.3839936324932,10.879533950390243,5.856607854293975,17.54662992616868
2020-05-14,Wales,2056.70643704443,1301.6909976970928,2968.448155759512,65.52877471242812,41.473209106043136,94.57780018611652
2020-05-14,South West,309.6947350911878,165.48652501229873,500.9835267943492,5.530524838964483,2.9552563650297516,8.946557770936469
2020-05-14,Scotland,1120.7688513243602,571.1600445366257,1844.7485270365203,20.609566784802784,10.502933828664897,33.92266650183925
2020-05-14,England,6149.523308062102,3854.3806952027035,9014.724083386425,10.985768714639569,6.885628809660077,16.104284648623093
2020-05-14,North West,1412.8026564883514,994.2961224898484,1900.9661361974631,19.374446492774453,13.635263874032445,26.06886851549292
2020-05-14,North East,480.45093774927324,242.81329678339125,800.7985172338905,18.076274911942924,9.135500755796805,30.12889144187745
2020-05-14,London,590.6662276258821,370.5481503496398,861.6688220703041,6.630678679570629,4.159685462555176,9.672889391893767
2020-05-14,East of England,611.5084243815451,393.5091368157263,876.9176570127436,9.861108234315816,6.345679036648733,14.141064266008936
2020-05-14,East Midlands,608.8605990026424,360.8462227422877,923.3369494221256,12.673641034086213,7.511137201245999,19.219573527426512
2020-05-14,Northern Ireland,211.9107193447574,28.582977776554532,599.9001930994598,11.262028441415033,1.5190468403638813,31.88178992354323
2020-05-15,Yorkshire and The Humber,768.2432573680638,487.80784570548553,1112.0872611718737,14.02002252654728,8.902228454106455,20.29498899415148
2020-05-15,West Midlands,556.3156364004543,299.22343921695597,899.1615255810393,9.427868939535287,5.0709330890418975,15.238070735348687
2020-05-15,Wales,1597.012741829251,952.7021198205123,2391.620048165875,50.88246250767454,30.35406582744235,76.19946556845564
2020-05-15,South West,260.34603290239284,139.04159113058878,421.0712083432609,4.649256311278888,2.483003055155089,7.519484553166548
2020-05-15,South East,431.4251814456395,285.0182389797627,608.0830409578491,4.723482532353139,3.120538000845915,6.6576309073106135
2020-05-15,Scotland,1141.7827690251072,606.3467413181231,1844.9940250635157,20.995986999597413,11.149974096065225,33.927180909941264
2020-05-15,Northern Ireland,131.42705830523678,10.647309856250557,435.05121049578565,6.984711642628411,0.5658529535288415,23.12086486811687
2020-05-15,North East,333.4229503714225,151.77545927712578,591.6898363802494,12.54455853723444,5.710333170816826,22.26147834181868
2020-05-15,London,542.3003328867413,342.5321441507549,787.6383049694267,6.08773464101574,3.845184435915602,8.841840402769426
2020-05-15,England,5086.4427992773935,3151.1422779468653,7524.881215655027,9.086636699115832,5.62933393667481,13.442766292461238
2020-05-15,East of England,459.88760244876113,284.56255783774134,677.453357340677,7.416089856740327,4.588820154210794,10.924527960826332
2020-05-15,East Midlands,477.3408842221086,274.30289353697816,738.6967668734435,9.936013313119737,5.709708286253783,15.376225151914385
2020-05-15,North West,1257.1609212318097,886.8781081114727,1688.9999140372086,17.24005606115843,12.162188662589363,23.16207313918252
2020-05-16,Scotland,1169.8334963066175,597.662064262154,1924.0405597439285,21.511805525948724,10.990273519467351,35.38074988955569
2020-05-16,Yorkshire and The Humber,742.8958501375597,471.7078027592579,1075.356720295585,13.557446100457051,8.608411407722219,19.62467655657533
2020-05-16,West Midlands,522.7775257360441,280.9270411169658,845.3032308556088,8.859499310614623,4.760864430054751,14.325335390961001
2020-05-16,Wales,1771.3509536598974,1101.8388328862507,2588.053937674635,56.437056591230295,35.10571433488839,82.45805058557808
2020-05-16,South East,377.3528108323505,243.85216039463523,539.1686917932061,4.131468183030839,2.6698289057700006,5.9031183324606165
2020-05-16,Northern Ireland,76.00357728381334,1.6933241103258243,315.9217945941865,4.039222044388607,0.08999197563006636,16.789713361286967
2020-05-16,South West,259.00813263790127,140.49433562410823,414.9706635192333,4.6253641045138965,2.508946148775044,7.410541097377523
2020-05-16,North East,310.34239443302766,141.12277248635004,550.6651733033617,11.676185845076999,5.309541165117016,20.717984449556464
2020-05-16,London,555.3511741528607,355.2788992616059,799.6790922583789,6.234240283096447,3.9882764790936,8.97700741897586
2020-05-16,North West,1178.2739723828815,826.2932582994924,1591.078569356014,16.158241157687947,11.331359299716727,21.81923035479682
2020-05-16,England,4834.9235309975875,2989.2510045721224,7161.5050612093555,8.63731203276733,5.340124513908369,12.793615750349824
2020-05-16,East of England,478.19442864213204,302.2729360847071,694.5056619608588,7.711303442231345,4.874415494848381,11.19951128860992
2020-05-16,East Midlands,410.7272420428298,227.301798544999,650.7772578671095,8.549427631050364,4.731364463196272,13.546150584986215
2020-05-17,Yorkshire and The Humber,688.6581824342921,431.5399443268998,1005.9909435982933,12.567638099287855,7.875369790156788,18.358788776187623
2020-05-17,West Midlands,458.244168654512,234.64637622883254,758.7091004460492,7.765853917633144,3.976547013016,12.857826554220916
2020-05-17,Wales,1844.6047180194946,1166.9785930355251,2664.8354148691765,58.77099659117286,37.18113384579217,84.90438713149703
2020-05-17,South West,250.8438949870766,136.03117113301028,401.9078809711793,4.479567247147885,2.4292430111962493,7.1772660843982665
2020-05-17,South East,354.9897864805874,226.65269728713483,511.3852124238266,3.8866253703276334,2.4815196297979702,5.598929367297504
