date,region,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ defined_population_fraction
20211101,East Midlands,41967,4158,4156,350,1886.7278582942088,4761918,94622.56579771462,333149.2683058569,1.51352583291269,0.28402453434429786,62517.972102014995,0.8883305004412088
20211101,East of England,79248,7982,7982,685,3792.8527538590656,6134967,110599.99162384843,420232.8293695977,1.48827153890509,0.2631874139623084,74314.39003746318,0.9222732575415646
20211101,London,86050,9358,9358,536,3339.8641528965663,8853350,133269.03596255535,508040.7157481471,1.6662191868205787,0.2623195972911378,79982.89601793308,0.9638591041809033
20211101,North East,18642,1985,1985,210,1101.875320409772,2634757,57260.87245568656,229563.70041842837,1.424193056507186,0.24943347903573818,40205.835995379755,0.9170659761032991
20211101,North West,53397,5507,5506,445,2446.5907114836727,7231315,148025.47733349938,454486.2615606931,1.8121120252910397,0.3256984640749844,81686.71432425668,0.9028922125505527
20211101,Northern Ireland,4165,426,426,36,229.9699976907597,1866621,28245.393533809376,153121.70659811771,0.9512011267570105,0.18446368030590232,29694.44919615282,0.726100799251696
20211101,Scotland,39760,3781,3781,233,1309.1867166108098,5386661,66256.4849890623,252570.74259896745,1.443103752967939,0.26232842453278327,45912.488864918276,0.8816316824095669
20211101,South East,146798,14493,14491,1200,6558.312460202162,9037946,165221.28374424364,652005.0411452594,1.4053895667730332,0.2534049176276755,117562.62295557972,0.9591730244902991
20211101,South West,82293,8675,8673,783,4134.383128883073,5532533,122702.91368416947,431885.34351520287,1.5360951824713323,0.2841099276151985,79879.75946045217,0.9562820501929225
20211101,Wales,33880,3348,3348,298,1589.367398903905,3108948,73290.84636597334,226358.9408784758,1.7448386182155482,0.3237815395386597,42004.369688314284,0.9391598058249929
20211101,West Midlands,42370,4213,4213,350,1871.0937358602976,5849119,112024.1228249823,471382.18851209467,1.3523623213661615,0.23765030914422855,82835.87989335219,0.935395227896714
20211101,Yorkshire and The Humber,43102,4672,4671,405,2142.524407641738,5432599,114715.59530016234,420392.3444961334,1.4063174469699837,0.2728774603106918,81571.62207389637,0.9672466162144491
20211101,England,593867,61043,61035,4964,27274.22452953055,55468504,1058441.8587268621,3921137.6930714133,0,0,700557.692860328
20211101,UK,671672,68598,68590,5531,30402.748642736027,65830734,1226234.5836157072,4553189.083146975,0,0,818169.0006097134
20211102,East Midlands,42012,4153,4152,335,1750.1508092873257,4761918,93737.318905298,291685.95720261725,1.6936612612739839,0.3213638387129626,55345.96619089471,0.894432033478947
20211102,East of England,79354,7967,7967,675,3658.007724147885,6134967,110741.66634720162,386423.53739725123,1.5575132308755124,0.28658105842387394,71101.58947731787,0.9150169837914368
20211102,London,86108,9283,9283,505,3120.4435866280237,8853350,131999.80898224426,473601.5470847898,1.7108811724401796,0.27871490242115293,77153.11332462488,0.9620591075694511
20211102,North East,18690,2005,2005,208,1034.7330094897277,2634757,57659.04758690248,203122.23869992615,1.4703277216633999,0.283863785452279,39215.09928526143,0.9140994786236454
20211102,North West,53472,5514,5513,436,2298.191171555347,7231315,146502.36713991684,413311.9029223266,1.8400795692017302,0.35445958876110323,79617.4087207941,0.9049715024169186
20211102,Northern Ireland,4186,430,430,36,233.62396004299566,1866621,29270.784900901977,153810.9707735943,1.1393263056072986,0.19030362238586873,25691.30964223606,0.7293274853331233
20211102,Scotland,39773,3775,3775,221,1209.7305550504593,5386661,65690.56947776493,234663.57257485326,1.5027644995433562,0.27993509498288616,43713.149663654076,0.8899878793189324
20211102,South East,147168,14471,14470,1139,6038.059652219544,9037946,165775.6462975986,561211.4183943273,1.6034856535547364,0.2953889405384809,103384.55222851147,0.9599185478647472
20211102,South West,82401,8603,8601,733,3760.3864203718317,5532533,122469.36282298047,376076.69368928764,1.7090030354095798,0.32564996682342656,71661.29040468876,0.9585211692365866
20211102,Wales,33900,3332,3332,294,1504.757702726154,3108948,72710.91386426926,200596.3934152094,1.8111101985833533,0.36247368472755553,40147.15058263359,0.9387644952569165
20211102,West Midlands,42498,4172,4172,340,1780.9542942390522,5849119,110853.90084851097,466371.09592339274,1.3033823092730203,0.23769462090918278,85050.94787602362,0.9351257856097644
20211102,Yorkshire and The Humber,43169,4662,4661,388,2004.0008160955988,5432599,114718.9603493155,398747.4608126603,1.445470151490867,0.2876982843113646,79364.46161201848,0.9677842962456827
20211102,England,594872,60830,60824,4759,25444.927484034335,55468504,1054458.079279969,3570551.852126579,0,0,661894.4291201354
20211102,UK,672731,68367,68361,5310,28393.039701853944,65830734,1222130.347522905,4159622.7888902356,0,0,771446.0390086591
20211103,East Midlands,41981,4129,4128,308,1636.46496961872,4761918,92336.34248472855,261056.03368353922,1.9363373380187494,0.35370315400049973,47686.08272523764,0.8929628775632004
20211103,East of England,79266,8030,8030,692,3679.9564898249446,6134967,110520.28272174863,419141.59135533625,1.388036796284982,0.26368245242465727,79623.45307959497,0.9128679909769686
20211103,London,86090,9219,9219,497,3014.4566252397235,8853350,130304.19360830628,427612.1214878592,1.8188184581830238,0.30472521020900456,71642.22081761723,0.9532398470635409
20211103,North East,18629,1971,1971,203,996.9044055378592,2634757,58031.86919837488,199046.18908991283,1.4624714994579742,0.29154976271442623,39680.68384230588,0.9176307340676958
20211103,North West,53401,5458,5457,428,2225.072750427024,7231315,144810.14337634933,400464.4099743425,1.9004178436260508,0.36160552540892993,76199.10740263699,0.9012564104868893
