date,age_group,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20211105,75 - 119,82047,4362,4362,161,1260.4910681886686,4931625,16384.731409136835,74725.33276527136,2.1913249441083233,0.4060868566168053,9310.383850506914,0.01663690974070413
20211106,0 - 17,25277,3458,3458,371,2209.197337554714,14044453,381114.6554225545,1295271.801635213,1.9268737610225783,0.34405118502964355,219910.10724562814,0.0017997852960168687
20211106,18 - 34,33428,4520,4520,254,1544.7819084456219,14704349,234519.41869254442,809751.1820501112,1.9268737610225783,0.34405118502964355,134423.13662223396,0.0022733410367232173
20211106,35 - 54,149016,22568,22567,1915,9250.629516773499,17542141,409146.08613227296,1093956.4645217562,1.9268737610225783,0.34405118502964355,225613.1984024011,0.008494744170623186
20211106,55 - 74,371449,31328,31327,1862,10605.01468239272,14608166,133138.0835986618,427061.980652165,1.9268737610225783,0.34405118502964355,73526.2909364458,0.02542749035026026
20211106,75 - 119,81897,4242,4242,149,1232.342278575592,4931625,15632.254364609904,71168.86950636168,1.9268737610225783,0.34405118502964355,8637.032340532214,0.016606493802752642
20211107,0 - 17,25243,3402,3402,369,2152.91001642873,14044453,381930.1554865669,1233424.2044611773,1.9409877889007412,0.3426982428388235,219361.80640906497,0.001797364411415667
20211107,18 - 34,33407,4522,4522,259,1596.3281259396847,14704349,234518.18736453739,826982.2282914391,1.9409877889007412,0.3426982428388235,133252.99259009704,0.0022719128878129864
20211107,35 - 54,148873,22580,22579,1833,8830.872271513945,17542141,389451.9200295788,1046984.5205190629,1.9409877889007412,0.3426982428388235,216539.3532094742,0.008486592372048542
20211107,55 - 74,371619,31763,31762,1866,10544.334945284307,14608166,133178.5191168283,426048.16836943326,1.9409877889007412,0.3426982428388235,74014.91909336191,0.025439127676944527
20211107,75 - 119,81858,4220,4220,154,1195.7554949568805,4931625,16544.24332911419,69091.87437435477,1.9409877889007412,0.3426982428388235,9456.547913452174,0.016598585658885254
20211108,0 - 17,25057,3390,3390,353,2060.1401037889655,14044453,359800.5583581726,1159295.7249039926,1.9465524616805765,0.33532743203662435,204323.3176074352,0.0017841207485973288
20211108,18 - 34,33351,4525,4525,270,1685.9369041830982,14704349,255083.5312874231,889574.5950859049,1.9465524616805765,0.33532743203662435,144449.83681475843,0.0022681044907190383
20211108,35 - 54,148530,22446,22446,1789,8493.660972026306,17542141,371701.4231480312,1007223.6589970535,1.9465524616805765,0.33532743203662435,208396.1534616588,0.008467039456586285
20211108,55 - 74,371188,32000,32000,1851,10498.850883801791,14608166,131079.99683358916,425262.7257167241,1.9465524616805765,0.33532743203662435,73027.92994597871,0.025409623631056765
20211108,75 - 119,81702,4150,4150,151,1145.1304253049225,4931625,17607.94370353725,69001.1586493368,1.9465524616805765,0.33532743203662435,10036.385690477318,0.01656695308341571
20211109,0 - 17,24865,3447,3447,351,2086.910624757463,14044453,345420.37324682786,1167396.1007817623,1.7533927663377538,0.30264863391240615,197020.26679197163,0.0017704498708493667
20211109,18 - 34,33182,4594,4594,283,1742.9340691856542,14704349,258384.6483810583,891204.2692083225,1.7533927663377538,0.30264863391240615,145996.01021763703,0.0022566112923462305
20211109,35 - 54,148157,22388,22388,1767,8466.951599245473,17542141,365222.34529641375,997659.0573258703,1.7533927663377538,0.30264863391240615,205947.59408117004,0.008445776373590886
20211109,55 - 74,370749,32321,32321,1800,10340.420463735318,14608166,128325.23570811626,423227.94743159274,1.7533927663377538,0.30264863391240615,72077.65739537845,0.025379571946266218
20211109,75 - 119,81537,4150,4150,137,1077.9062213118152,4931625,16162.229984862164,66521.4804400415,1.7533927663377538,0.30264863391240615,9309.990156146536,0.016533495551669074
