date,0 - 17,18 - 34,35 - 54,55 - 74,75 - 119
20211101,0.032899422468318965,0.01518546185980989,0.022634226544871024,0.008415951028511897,0.004236627272142673
20211102,0.03103843168293791,0.015601108467718472,0.023404462942927497,0.008686442211203672,0.003923864875615222
20211103,0.030584575554955015,0.015717784163579853,0.023281061590942034,0.008738892312656647,0.0035996549089742473
20211104,0.029811110597239645,0.015387683567492079,0.023338998682831368,0.009000521099813422,0.003499969489559922
20211105,0.028162807902381917,0.015068813240442545,0.02392400133140795,0.00932082726348979,0.003322379825947195
20211106,0.027136311782491956,0.015948983439698312,0.023323611760518455,0.009113949252675647,0.0031697978586388673
20211107,0.0271943774162345,0.01594889970066253,0.02220093431181398,0.009116717260525948,0.0033547245236842196
20211108,0.025618695036266105,0.017347488915519016,0.021189056863015247,0.008973063205442023,0.003570414154267052
20211109,0.024594790074546003,0.017571988285986568,0.020819713243464055,0.008784486410417042,0.003277262562514823
20211110,0.024769940150014696,0.01717938727601549,0.020069158963998253,0.00855725361832666,0.0029583515420778255
20211111,0.02674539650861888,0.015489836421353128,0.019140635542897872,0.008108109111877008,0.002794974753999331
20211112,0.026399986708187096,0.015489403952976856,0.01850114199052674,0.007961920163742512,0.002402610803195204
20211113,0.027024247144780956,0.01498583431723146,0.017978743404890255,0.00744981835841461,0.001825971431107295
20211114,0.026945530643242305,0.014363956511461756,0.017756262166557367,0.007251308462145613,0.002001784331897031
20211115,0.02729254037578556,0.014737930395583725,0.016906170830224672,0.006731880255742385,0.0017908728757529046
20211116,0.027854727337266856,0.014060939266701555,0.016749646593763417,0.006473786274495392,0.0015685154587140268
20211117,0.027737035802691587,0.014513869101935103,0.016427512812031135,0.006184479388165415,0.001291902923129402
20211118,0.027797382689742228,0.01415205267434536,0.016746438012377202,0.005969415892406013,0.0011673087132817446
20211119,0.02844826719659001,0.013945123346728532,0.016556835745126057,0.00579577718758824,0.0013282140852939844
20211120,0.02978616208151227,0.012600756089336269,0.016898523593199044,0.0057633968250624355,0.0013223523368820892
20211121,0.030034604550395357,0.01292619925084836,0.016792926703585426,0.005806996438386659,0.0011888234282508218
20211122,0.029930748952296506,0.013622670579526028,0.01676957385980695,0.005869293770215429,0.0011814175425776702
20211123,0.030973656290668394,0.013190926212733897,0.01692982097965967,0.005849961472998272,0.001039658307948379
20211124,0.029899111838614753,0.01360676761117239,0.017872384663861776,0.006055642363544807,0.0010073343609520713
20211125,0.02965038309090761,0.014260829831239554,0.018235123095107334,0.0059141370445468635,0.0008722927344548064
20211126,0.02882339279064736,0.015290691791723278,0.01843516826303888,0.00606668373209179,0.0009025772797452934
20211127,0.02778623017659092,0.016018662831702096,0.01892380817243612,0.00625320917958693,0.0011035709204160816
20211128,0.02603547243251118,0.01616871934683139,0.0204274573426312,0.006501005637516586,0.0011145272119535716
20211129,0.027933301325248,0.01626183719862114,0.019656587660621762,0.0059390601491660444,0.0011091138667598535
20211130,0.02896430496167126,0.016543601940055552,0.019253958421238386,0.0055135421784801445,0.0011097489550266986
20211201,0.029063163230610194,0.016954483944319088,0.01906539503937222,0.005529040135776514,0.0011748300515370801
20211202,0.029451661343383815,0.016482500737732532,0.019545549878890105,0.005389199259663,0.0011670327980762803
20211203,0.02976349924990213,0.016342834933096486,0.019578445736794885,0.005521149659461931,0.0011524346565862306
20211204,0.03170597613812362,0.015317019721145398,0.019169482582927524,0.005455535073336559,0.0013015095270058265
20211205,0.03272650136623813,0.01581604549522178,0.018430992467309067,0.0051952298319447535,0.001379113432068806
20211206,0.03240057903230307,0.016186222194529636,0.01875400845484767,0.005097395764831644,0.0012699071953144127
20211207,0.03142155050359788,0.017183617150169285,0.019036746448171406,0.004976207728604139,0.0012495003532207237
20211208,0.03348020464707519,0.016412923320041576,0.018587083455082774,0.004658790036613281,0.0011731346005991665
20211209,0.032230664300964405,0.01816074609954085,0.018647318775953117,0.004465685024340879,0.0010617522753869108
20211210,0.03135036768437288,0.019550286086124198,0.018720930476594785,0.004313437645285481,0.0010239450383825665
20211211,0.031081996695594985,0.021002802216612063,0.018317334881231745,0.004122794013655133,0.0011118625313922689
20211212,0.02899433305247802,0.02256631208447873,0.01913948282360685,0.004249216544220864,0.0011410170186580307
20211213,0.03018517187265275,0.023166268901708868,0.018547830031558427,0.004099774363568824,0.0010444654105954884
20211214,0.027991663869117615,0.02533553596376634,0.019467166745058464,0.0040730697730050995,0.00101035222825739
20211215,0.026220426563373908,0.029407549473320894,0.019001801266031917,0.003947457967062892,0.0009760120614948451
20211216,0.023896416675655507,0.03350803194407953,0.01930053548505227,0.003949865854647881,0.0009444861784450975
20211217,0.022161600394563163,0.036995027186691745,0.01986482366218791,0.00416689630955335,0.0009151980629230692
20211218,0.022341011157342175,0.03944355449537689,0.020227174489466263,0.004296013192571633,0.0009512086469295225
20211219,0.022088897474120538,0.042540492897087064,0.02060996699640363,0.004638537635171587,0.0012012451826529113
20211220,0.02235447537814615,0.045097050825221176,0.021463586340834655,0.004964033992730801,0.001381507071820183
20211221,0.022712791080074554,0.04798069926295713,0.022306364710797055,0.005343440481550367,0.0016456636764425137
20211222,0.024297776672487614,0.04956675310580215,0.023437528833913257,0.005895299664344766,0.001992125863626478
20211223,0.025933307298098555,0.05139008989700692,0.024501699169949657,0.006586025238246648,0.0025744365967045597
20211224,0.02819944151619342,0.05206299858858114,0.026152498043256235,0.007468550568404123,0.0031787726793948354
20211225,0.02824440447217489,0.05433858284883539,0.028351538872701643,0.008337670651492818,0.003816007696719165
