,date,region,pop_mid,pop_low,pop_up,100k_mid,100k_low,100k_up
1889,2020-05-12,Scotland,1491.0,557.3925502819787,2926.79106022451,27.418431577671615,10.249766467736503,53.82010371682224
3509,2020-05-12,Northern Ireland,433.0,119.0927959304728,1518.5701115121715,23.010517774320665,6.329205332716467,80.70464693345384
3239,2020-05-12,North East,791.0,454.1854369689229,1369.5943668053537,29.773054849330936,17.0880732549129,51.52901648646939
2969,2020-05-12,West Midlands,933.0,546.3727831497957,1588.1521816990473,15.814260991241804,9.259367622659191,26.914380336269524
2699,2020-05-12,Wales,1782.0,689.3602450159059,3376.4510065855393,56.77227337256395,21.963723834241932,107.57718911797976
2429,2020-05-12,East Midlands,1235.0,831.8103086283678,1826.3775685035876,25.696779245968926,17.31441528204824,38.016672016284
2159,2020-05-12,Yorkshire and The Humber,1706.0,1205.2717439530074,2407.541458726839,31.131564577025443,21.995555234318605,43.936325065298185
1619,2020-05-12,North West,2566.0,1916.9821652797805,3426.294190835419,35.18592591297444,26.288504072558872,46.986430244861374
1349,2020-05-12,South West,715.0,468.43727163019656,1089.6514514088574,12.770812250058537,8.36534713928778,19.45898245914954
1079,2020-05-12,East of England,1398.0,1025.0867154105483,1904.0778554087035,22.54932630106096,16.53041993729854,30.704920930138897
809,2020-05-12,London,1255.0,894.8152102747661,1757.2646483627586,14.086371491800096,10.044982867519572,19.726635269288174
539,2020-05-12,South East,1286.0,979.1757245667498,1686.675595306457,14.076631417130221,10.720559740155194,18.466661323477336
269,2020-05-12,England,10944.0,9717.57738029067,12321.50173249407,19.550084830341547,17.35989152631215,22.011652199569745
3779,2020-05-12,UK,14650.0,13008.270159106205,16493.969333062694,,,
2428,2020-05-13,East Midlands,1361.0,937.8544799889959,1968.2195879539736,28.324440047997516,19.521760877712076,40.96916202961177
3238,2020-05-13,North East,660.0,359.542165554253,1203.410575705092,24.83193284583362,13.527256409239481,45.276590571953065
1078,2020-05-13,East of England,1351.0,986.3126722844445,1847.2171765311648,21.78577065950592,15.905154575933752,29.787992746761596
808,2020-05-13,London,1190.0,843.8738901496602,1674.8808950648433,13.354776751541399,9.473127715718572,18.8018148360443
268,2020-05-13,England,10683.0,9479.582627409265,12036.359863168162,19.084440387688463,16.934727626693267,21.50226269564386
3508,2020-05-13,Northern Ireland,970.0,417.28775901528337,2180.93666810644,51.53207054425095,22.176823451006456,115.90622154974677
2698,2020-05-13,Wales,1896.0,885.0059990442614,3512.465337306994,60.4083569519233,28.197198047309843,111.91074507665903
1348,2020-05-13,South West,658.0,426.7235548632963,1013.5745038360179,11.755400895873128,7.620424089055933,18.100401248202242
1618,2020-05-13,North West,2650.0,1992.8382863420056,3515.8649521601915,36.34111528813549,27.32875576795312,48.214757438779124
2158,2020-05-13,Yorkshire and The Humber,1514.0,1050.6360808127095,2176.8084048693554,27.63807754909984,19.1735383017367,39.72557204966691
3778,2020-05-13,UK,15060.0,13363.522827743474,16967.853556052843,,,
1888,2020-05-13,Scotland,1511.0,677.7849895229165,2915.636500649826,27.785998772748513,12.463636003804941,53.614985025097475
2968,2020-05-13,West Midlands,1065.0,646.490222767039,1746.916147090589,18.041293200941904,10.956055685178002,29.604949790180974
538,2020-05-13,South East,1239.0,938.6801029321732,1634.8930241840083,13.569248466067876,10.27719118019596,17.89971697090704
3777,2020-05-14,UK,14355.0,12722.871082227552,16192.802059350543,,,
267,2020-05-14,England,9999.0,8862.137788310225,11279.124193064861,17.862519550475195,15.831698032920174,20.149504844750947
2697,2020-05-14,Wales,1822.0,989.025748428148,3215.151974511906,58.065194253558445,31.51137385784273,102.43803666349774
1347,2020-05-14,South West,621.0,402.8427822658635,957.0301372179306,11.09814517765536,7.1939615404276,17.090632632042954
807,2020-05-14,London,1088.0,763.1408153833904,1549.226802986131,12.214064105375128,8.566837407331505,17.391251864303108
3237,2020-05-14,North East,603.0,328.32272268781793,1099.8442264225107,22.680146710274208,12.352669812541283,41.38005576648827
2427,2020-05-14,East Midlands,1207.0,819.3644366226109,1771.2447842372299,25.113898157517262,17.055350211298837,36.86906430748151
2967,2020-05-14,West Midlands,1087.0,670.4130391810702,1755.7396029322458,18.41799716418191,11.36147513244606,29.754480703615585
1617,2020-05-14,North West,2413.0,1802.9418341641187,3223.199696358965,33.095436535329064,24.724613827115462,44.201297163365375
1887,2020-05-14,Scotland,1478.0,775.7963353607952,2699.5915732621647,27.18385237862983,14.265944638031577,49.64218335930131
537,2020-05-14,South East,1128.0,849.5207314232636,1497.2423568466163,12.353178660018795,9.301024855117914,16.39264100339806
1077,2020-05-14,East of England,1258.0,914.3974195254002,1727.471536429564,20.28463250021307,14.745458220364595,27.8569895576828
2157,2020-05-14,Yorkshire and The Humber,1594.0,1126.3385696512073,2250.3773435128405,29.094941174342136,20.555067639810595,41.06816525454508
3507,2020-05-14,Northern Ireland,1056.0,515.8546179410953,2107.2313508807183,56.13361779919251,27.415174639827047,111.98914089688395
536,2020-05-15,South East,1119.0,850.0755726513099,1472.731202090212,12.25534496576645,9.307099565082975,16.12427926579219
3506,2020-05-15,Northern Ireland,968.0,472.5151031070503,1936.3979877922511,51.449978949311095,25.111889321333706,102.91017500127553
806,2020-05-15,London,1067.0,752.6557400228749,1510.6755364731357,11.977689295251478,8.449134443466273,16.958484509437394
2966,2020-05-15,West Midlands,1055.0,660.2786363490239,1681.414088544188,17.884765075885163,11.189727628997838,28.49488783463186
1616,2020-05-15,North West,2317.0,1736.0893118268746,3084.584649844727,31.768084896125792,23.80783283793658,42.300401953797454
3776,2020-05-15,UK,13404.0,11879.929655276595,15121.525722757508,,,
2426,2020-05-15,East Midlands,1158.0,792.3419605134845,1688.0700133532296,24.107170010314928,16.492868154453255,35.13775308287127
1886,2020-05-15,Scotland,1389.0,638.0639216897957,2296.173902302389,25.545423456252557,11.733214205141422,42.223826378742366
266,2020-05-15,England,9309.0,8250.542014396437,10501.811619900749,16.63054333695372,14.739117456754316,18.760880764480035
2696,2020-05-15,Wales,1738.0,833.3178623332541,2749.986479205721,55.37912528025376,26.550361043819873,87.61738730056898
1076,2020-05-15,East of England,1011.0,717.4778886559645,1422.8377410835221,16.306267251877113,11.569958538053429,22.944503142183482
3236,2020-05-15,North East,511.0,269.55740760150087,963.5618817302258,19.23201617963316,10.141709426526674,36.25262872920878
2156,2020-05-15,Yorkshire and The Humber,1370.0,955.979438227569,1956.8576513530122,24.99328101645954,17.446105944077622,35.711590163779974
1346,2020-05-15,South West,599.0,392.1535178732189,912.8009550394546,10.693219968866046,7.003072786001818,16.300788430871364
805,2020-05-16,London,1134.0,808.4572368651345,1588.2914969438812,12.728580166108088,9.075548783909065,17.829782833630286
1345,2020-05-16,South West,553.0,358.65899568674223,852.4214422222868,9.882131542530908,6.404928013321027,15.222531820207328
2695,2020-05-16,Wales,1687.0,720.3929112880724,2889.2004883880354,53.74082287634486,22.952456382673606,92.05288829391016
3775,2020-05-16,UK,12611.0,11152.253178453373,14257.564315325091,,,
2965,2020-05-16,West Midlands,1008.0,630.5162850312707,1606.115008978468,17.080074881810834,10.685345711258247,27.218795977846028
3235,2020-05-16,North East,440.0,223.3397912030555,861.2874460443606,16.549208282115902,8.402838140924144,32.40470031307922
535,2020-05-16,South East,946.0,703.387825299028,1272.434026307235,10.362093334964475,7.701080625699304,13.931314525254047
265,2020-05-16,England,8799.0,7781.197027770298,9947.847784517126,15.718818713722328,13.900659707729993,17.771256322562607
3505,2020-05-16,Northern Ireland,812.0,374.53423510359323,1718.9462856939217,43.151164421160004,19.90468071205971,91.3536701617006
2155,2020-05-16,Yorkshire and The Humber,1347.0,940.0075365064822,1924.4487575254027,24.576903777577595,17.15462740551083,35.12014543951359
