,date,region,pop_mid,pop_low,pop_up,100k_mid,100k_low,100k_up
3016,2020-05-12,Scotland,1410.0,591.3249921796073,2673.8926412851883,25.92477582141824,10.873742523668328,49.169611468806906
5602,2020-05-12,Northern Ireland,431.0,118.44634572820227,1510.3271279792118,22.885613881071613,6.2948496352487995,80.266572279761
5171,2020-05-12,North East,784.0,459.8500137248236,1329.538988998837,29.508634119677783,17.30119480105691,50.02199055719504
4740,2020-05-12,Wales,1694.0,736.3189798837612,3095.7052601573514,53.95807233531409,23.45987724851253,98.63234194007998
4309,2020-05-12,West Midlands,1042.0,642.8908110764012,1684.5720126523586,17.664526954946712,10.89505653387186,28.548405105520505
3878,2020-05-12,East Midlands,1209.0,827.2644602512632,1762.2571185702018,25.168715130826037,17.219791897613153,36.681982981173185
3447,2020-05-12,Yorkshire and The Humber,1739.0,1254.1634333725672,2405.885709380863,31.741276482710703,22.887802033036394,43.906108538298085
2585,2020-05-12,North West,2532.0,1915.2798300156792,3340.640533406733,34.72407511031137,26.265159125311197,45.81182019218259
2154,2020-05-12,South West,768.0,520.9898904037761,1130.148173089901,13.714836319398392,9.303831170649614,20.182172425836242
1723,2020-05-12,East of England,1355.0,1004.7214897018458,1825.329463972096,21.855776006842643,16.202012859124775,29.435034236394614
1292,2020-05-12,London,1260.0,911.2211830336878,1739.2373667290622,14.141050327080709,10.229152418278279,19.52426529046
861,2020-05-12,South East,1203.0,918.2191694474881,1573.7896859709508,13.166874691529923,10.053173514869377,17.230723682776016
430,2020-05-12,England,10887.0,9717.131559566973,12194.298681801325,19.44826477970199,17.359095093302084,21.78441128597323
6033,2020-05-12,UK,14422.0,12872.276233312656,16153.777495080252,,,
3446,2020-05-13,Yorkshire and The Humber,1390.0,981.482501431458,1963.4397237840808,25.363781884805515,17.911523007208682,35.83170941360079
1291,2020-05-13,London,1248.0,913.8496970723087,1701.0432672202996,14.004280911132048,10.258659492120792,19.095507407491013
6032,2020-05-13,UK,14105.0,12604.052781378641,15782.907363239508,,,
3015,2020-05-13,Scotland,1317.0,614.0401092346384,2575.0403634291165,24.209236608494876,11.291445711455074,47.351839124494155
2153,2020-05-13,South West,616.0,407.2295040967181,929.9281974477839,10.998166248334329,7.272299565902995,16.606646518947485
5170,2020-05-13,North East,603.0,337.68298164176105,1071.351893724438,22.69362150022605,12.704836081361742,40.30807276413293
860,2020-05-13,South East,1198.0,923.8929405008189,1553.0053519806588,13.11955914069819,10.115293111999003,17.003165249073167
