,date,region,pop_mid,pop_low,pop_up,mil_mid,mil_low,mil_up
125,2020-06-21,England,1761.0,1336.2271191892307,2319.682775631723,31.497431659312266,23.902385782279957,41.49440749960365
1951,2020-06-21,UK,2096.0,1590.4213752530536,2760.9625767882403,,,
623,2020-06-21,East of England,146.0,62.59313416833333,342.05613177190355,22.582815946623,9.650451025886602,52.73734877840621
789,2020-06-21,Midlands,666.0,397.1549777218566,1114.5815571138971,63.199800864191225,37.68903737928026,105.77106752956672
1453,2020-06-21,Scotland,129.0,28.51092923375168,447.15538280878826,23.701332251754117,5.242810767317938,82.22639944259728
1785,2020-06-21,Northern Ireland,0.0,0.0,636.4301021945668,0.0,0.0,338.2317767619436
457,2020-06-21,London,152.0,58.99005740013394,389.1517441527365,17.064435638605897,6.638090765887284,43.79084736037815
291,2020-06-21,South East,305.0,178.13663279332636,520.2619087770541,34.45903088742026,20.151512827949205,58.85406254859284
1121,2020-06-21,South West,54.0,14.70188549090701,195.00188437984653,9.56978997606876,2.624840787384635,34.81518748419433
1120,2020-06-22,South West,53.0,14.464569533066754,191.8495865609651,9.415299813634212,2.5824709426445422,34.252383489148855
1618,2020-06-22,Wales,224.0,74.61697583379387,550.9545177269067,71.34714719393341,23.773733144735356,175.53975530315822
1950,2020-06-22,UK,2075.0,1574.4821580236019,2733.238120280672,,,
290,2020-06-22,South East,228.0,124.09440421929465,419.6269082119123,25.830119365671568,14.038044501509825,47.46983756898435
1286,2020-06-22,North West,238.0,101.87466162457919,555.9458953482074,34.087609961699904,14.570001761217537,79.51076887219551
456,2020-06-22,London,227.0,103.88577945831419,493.22046097848624,25.49493255337873,11.690160405364727,55.501593520411205
124,2020-06-22,England,1736.0,1317.2535066645653,2286.6994587022873,31.049962800342207,23.562986439357456,40.90440303531398
954,2020-06-22,North East and Yorkshire,327.0,158.27909289494906,671.9579491966958,38.142799199788804,18.490142143484356,78.49803639788003
1452,2020-06-22,Scotland,115.0,23.750821566309124,454.9264479710139,21.116430160923812,4.367485255201104,83.65540316857246
788,2020-06-22,Midlands,708.0,429.29152171122547,1163.7787449484063,67.14298620507813,40.73871691396421,110.43976049644388
1784,2020-06-22,Northern Ireland,0.0,0.0,649.2941437337513,0.0,0.0,345.068391829544
622,2020-06-22,East of England,144.0,61.59563155170322,336.5793212708803,22.222667032702592,9.496658596766594,51.89294799515024
455,2020-06-23,London,197.0,84.00760002080474,459.16615475993217,22.12207687876963,9.453289224315794,51.66949730604868
1285,2020-06-23,North West,246.0,105.28904247080747,574.4288364331575,35.22865007054976,15.058322744568033,82.15417872373047
289,2020-06-23,South East,258.0,144.39319370461715,461.93490475163816,29.234694888303153,16.33432298331933,52.25588365970768
1451,2020-06-23,Scotland,119.0,27.033598587819075,492.7271343355696,21.82999510207293,4.97114775157115,90.60648651837398
1783,2020-06-23,Northern Ireland,0.0,0.0,663.4592404039971,0.0,0.0,352.5964546887034
123,2020-06-23,England,1750.0,1324.1765500451547,2311.4458608095533,31.299712482815544,23.686825606587288,41.34706584420099
1617,2020-06-23,Wales,204.0,71.69917504081886,551.3882801989581,65.14466525445353,22.84409191167068,175.67795647177323
1949,2020-06-23,UK,2073.0,1568.5817075677746,2738.072725404688,,,
621,2020-06-23,East of England,118.0,45.87743914429094,302.45059453542666,18.18156709137616,7.073267468352135,46.6310672743253
953,2020-06-23,North East and Yorkshire,289.0,132.39989678446375,627.8982104120146,33.72512764283168,15.466937967304426,73.35098369475233
787,2020-06-23,Midlands,716.0,434.50144616588904,1177.6717553785631,67.95425255618612,41.23312602005518,111.7581732541448
1119,2020-06-23,South West,81.0,27.716472283028665,238.939555735487,14.545972229514629,4.948435149757183,42.659718170296934
1782,2020-06-24,Northern Ireland,0.0,0.0,633.0821702629125,0.0,0.0,336.4525130818996
122,2020-06-24,England,1462.0,1074.1743171819335,1989.4006925376063,26.15340962484633,19.2147940705458,35.586332701749896
1948,2020-06-24,UK,1717.0,1261.5303027369218,2336.389185422073,,,
1450,2020-06-24,Scotland,96.0,21.255409999552292,372.58327451412936,17.661329569910446,3.9086096246027644,68.51350186905893
620,2020-06-24,East of England,121.0,47.22597505801856,311.2571338019599,18.715338255176935,7.281181322882551,47.9888372123295
288,2020-06-24,South East,194.0,98.29653411419577,381.921956996907,21.93370422862414,11.119688505863413,43.20450597395016
1284,2020-06-24,North West,251.0,107.3320737492609,585.4255965429835,35.910807441909846,15.350514825018653,83.72692322773963
952,2020-06-24,North East and Yorkshire,246.0,105.1980285495277,574.3533017775951,28.753652111251228,12.289219413116594,67.09587473751687
1118,2020-06-24,South West,84.0,28.568461454380728,246.23638153254512,14.992803380028588,5.100547334875077,43.96247664861623
786,2020-06-24,Midlands,530.0,296.44298402215145,946.6958749254228,50.3281997541864,28.13171515493606,89.83912633184431
454,2020-06-24,London,160.0,62.095935515594235,409.4892629073552,17.962017411158993,6.987592050457344,46.07940752451503
1616,2020-06-24,Wales,159.0,55.936945978096944,389.44458715389106,50.739066858979264,17.822084207444885,124.08103633523376
1117,2020-06-25,South West,57.0,15.760401234641403,208.9235408927312,10.258394891720537,2.8138257512493894,37.30072798616462
951,2020-06-25,North East and Yorkshire,254.0,108.41801971800055,591.7513389623505,29.632355598984187,12.665378344260727,69.12831107942378
121,2020-06-25,England,1381.0,1002.2046549803973,1901.77731981184,24.699739636380617,17.927403172802858,34.01892875644861
453,2020-06-25,London,81.0,22.240752697804645,295.00194499888227,9.124602713069871,2.5027291312543203,33.19626685108841
785,2020-06-25,Midlands,591.0,338.5166235628335,1029.5623872792057,56.09023573002002,32.1244007871974,97.70295596204873
1283,2020-06-25,North West,152.0,51.79069207907566,445.77075653829195,21.769488022096855,7.40704766792323,63.75364201744916
619,2020-06-25,East of England,123.0,48.04360949344513,316.57947895688716,19.038834279536754,7.40724213100477,48.80942291941932
1781,2020-06-25,Northern Ireland,0.0,0.0,668.8173507123431,0.0,0.0,355.4440308222476
287,2020-06-25,South East,223.0,117.39248309345719,423.001470404837,25.22697832906168,13.279896963738038,47.8515812465935
1449,2020-06-25,Scotland,110.0,16.865016936845468,437.38755617086036,20.189323610632783,3.1012701011098485,80.43021573175565
1615,2020-06-25,Wales,146.0,32.62928573855548,399.3220169062228,46.47820857097319,10.39602480780808,127.22808667416552
1947,2020-06-25,UK,1637.0,1187.9862564829186,2254.3153313048388,,,
1116,2020-06-26,South West,86.0,29.10554375717984,250.79030307694424,15.274188931826627,5.196436772691845,44.77552331665629
1614,2020-06-26,Wales,130.0,21.490809446335323,407.91538620605183,41.43275836577921,6.847192118581421,129.96602219440635
1946,2020-06-26,UK,1429.0,1018.2223511091493,2005.9323332779059,,,
618,2020-06-26,East of England,92.0,31.26983913873518,269.4573996780345,14.17105333815219,4.821104665955268,41.54425998484659
120,2020-06-26,England,1214.0,865.0258462186894,1704.1300578022237,21.72209424172686,15.47355325381195,30.483421178790937
452,2020-06-26,London,78.0,21.449919114671616,284.51850225306634,8.800164795955105,2.413737437790788,32.01657577173118
286,2020-06-26,South East,221.0,116.38844050198095,419.3477148548757,25.010750412278345,13.166315737660778,47.43825412414441
950,2020-06-26,North East and Yorkshire,151.0,51.24765967150747,441.44040145325164,17.596609601412386,5.986744645270345,51.56900776633079
784,2020-06-26,Midlands,541.0,302.5995226448323,965.9275089669278,51.36797245905485,28.715955633572847,91.66416143127228
1282,2020-06-26,North West,98.0,26.92467440151454,356.50775796458146,14.037536417161693,3.8507372411789933,50.98734639800207
1780,2020-06-26,Northern Ireland,0.0,0.0,684.062584491553,0.0,0.0,363.54613424336605
1448,2020-06-26,Scotland,85.0,8.955407936898728,422.53879892014425,15.714601805029265,1.6467898598589081,77.69971109765254
285,2020-06-27,South East,204.0,103.40263840215083,401.63585128809694,23.071596333148495,11.697310999598052,45.434618823105986
1115,2020-06-27,South West,89.0,30.39593140897106,261.8602741864706,15.951057758592194,5.426819613182198,46.7519304721484
617,2020-06-27,East of England,63.0,17.2295908965087,228.38072730762207,9.684464085612959,2.656414722669993,35.21116258871712
119,2020-06-27,England,1212.0,858.8217700189197,1709.6055084256457,21.678930304685323,15.362574947339967,30.581365855450596
783,2020-06-27,Midlands,508.0,276.2644366117544,931.928919036181,48.21244854954154,26.216820289530016,88.4377782845901
1945,2020-06-27,UK,1398.0,990.6211505663777,1971.9707102137397,,,
1613,2020-06-27,Wales,124.0,29.24195887760927,354.69314675585474,39.577865659237034,9.31678775797769,113.00887130594667
1447,2020-06-27,Scotland,62.0,8.011899568536363,322.1596963969207,11.397380449413424,1.4732902242578039,59.24122329433455
1281,2020-06-27,North West,101.0,27.673622750610647,366.36224674680307,14.427838341277267,3.9578510081488805,52.396724516399914
451,2020-06-27,London,79.0,21.790317500365756,289.0181154131846,8.939784862869807,2.4520421196369537,32.52291263398652
1779,2020-06-27,Northern Ireland,0.0,0.0,646.080980169651,0.0,0.0,343.36075100997107
949,2020-06-27,North East and Yorkshire,256.0,109.27203799556771,596.2752143530893,29.864706649422224,12.76514464350172,69.6567895883933
1114,2020-06-28,South West,63.0,17.402080357888686,230.57752138730459,11.326584740186139,3.106927362274893,41.16677980969035
616,2020-06-28,East of England,67.0,18.32161551438931,242.8160448054575,10.29815491152307,2.824780314742405,37.43676331005729
1778,2020-06-28,Northern Ireland,0.0,0.0,657.5079634846396,0.0,0.0,349.4336392286935
118,2020-06-28,England,1245.0,877.2900386375262,1765.4684619968082,22.266112773432578,15.69293471546124,31.58064049074291
1446,2020-06-28,Scotland,52.0,6.362839967203055,284.19603600818607,9.651762524531057,1.1700483564485857,52.260171017117386
948,2020-06-28,North East and Yorkshire,267.0,114.23942192172734,623.2644899319781,31.221417038850777,13.34543375936689,72.809673097364
782,2020-06-28,Midlands,481.0,253.5822087417108,911.7926235910398,45.69233873809581,24.064332263462457,86.52689302749114
450,2020-06-28,London,127.0,43.06795215510867,371.292609323511,14.246057934699538,4.8463925635348355,41.78117720202451
284,2020-06-28,South East,217.0,109.94550662306476,426.97903291456555,24.530636112474905,12.437465850500049,48.30153867916582
1612,2020-06-28,Wales,112.0,26.07908361154188,315.41426328380504,35.660616121494606,8.309063286363347,100.49421651790384
1280,2020-06-28,North West,108.0,29.55830405538977,391.2091426481753,15.410143073933407,4.227396049988218,55.95030016780054
1944,2020-06-28,UK,1409.0,992.8527425223087,1998.0281630148615,,,
449,2020-06-29,London,171.0,66.62906138325098,439.2526463861448,19.272528270598833,7.497700063382057,49.42865059596975
947,2020-06-29,North East and Yorkshire,269.0,115.1715315181602,628.3474625787007,31.47614214540804,13.454322675875833,73.40346527187262
1445,2020-06-29,Scotland,74.0,5.850040543744348,353.9551884347607,13.554628371507867,1.0757508217473655,65.08802494157163
615,2020-06-29,East of England,33.0,5.785990462420499,185.14517920145008,5.053072404461669,0.8920693672834947,28.545215194968215
781,2020-06-29,Midlands,490.0,257.95702508562715,927.6187018942938,46.48167013527383,24.479491649501487,88.02874920504732
1777,2020-06-29,Northern Ireland,0.0,0.0,609.8521945567195,0.0,0.0,324.1069060307102
1113,2020-06-29,South West,64.0,17.56010854430445,232.68546850215762,11.429489901045393,3.1351413508491515,41.54312783444799
1943,2020-06-29,UK,1427.0,1005.682272826058,2023.9092637273895,,,
117,2020-06-29,England,1243.0,876.0077541154801,1762.9426873252594,22.233796719519976,15.669997253043032,31.535459518338232
283,2020-06-29,South East,214.0,108.29252522020779,420.6014425695749,24.16232126965353,12.250474127227275,47.58008070820715
1279,2020-06-29,North West,105.0,28.807906220767318,381.37205723551847,15.019186755280149,4.1200749791968025,54.54341106012592
1611,2020-06-29,Wales,110.0,13.555075644483786,339.7018955099664,35.015705312594974,4.318786007174397,108.23250503482772
1112,2020-06-30,South West,130.0,50.700895171563886,333.9110128363555,23.264771515191512,9.052021095222345,59.61570346822966
1278,2020-06-30,North West,161.0,54.65326672352007,470.2715849615545,22.972030258977163,7.8164499368099705,67.2577234797634
1610,2020-06-30,Wales,136.0,17.435094483005564,455.0760881844966,43.472549123854364,5.554999769965174,144.99190512822202
1776,2020-06-30,Northern Ireland,0.0,0.0,632.9573240612497,0.0,0.0,336.38616337206537
282,2020-06-30,South East,190.0,91.99720925924234,391.0531470512536,21.47359560237097,10.407084233336885,44.237461916976734
116,2020-06-30,England,1259.0,887.3945380764721,1785.886312924974,22.522919962361627,15.87368366169806,31.94587432166996
448,2020-06-30,London,174.0,67.60436329740875,445.7085607546832,19.554786967985308,7.607449789279224,50.15512803036968
780,2020-06-30,Midlands,442.0,224.40430583149697,870.1412237426421,41.988053958802446,21.295420541041057,82.57427691075446
1444,2020-06-30,Scotland,65.0,4.617618458810067,384.3122597765017,11.868247434740491,0.8491234914418762,70.67031863638067
614,2020-06-30,East of England,34.0,5.976267520010075,191.23577698839304,5.219248458250811,0.9214058025014484,29.484248148697546
1942,2020-06-30,UK,1460.0,1029.067534226886,2071.003984805768,,,
946,2020-06-30,North East and Yorkshire,209.0,81.26144381765977,535.1283477748875,24.397704652043366,9.492950834451273,62.51362093623265
1277,2020-07-01,North West,104.0,28.60744309713845,378.8026553211966,14.914907465670412,4.091404964320139,54.17593803179919
613,2020-07-01,East of England,0.0,0.0,130.20369634408817,0.0,0.0,20.074476404693684
447,2020-07-01,London,84.0,22.911753341778,303.9212293285066,9.399932245879352,2.578236146757815,34.1999447852392
1609,2020-07-01,Wales,123.0,0.0,494.4779031112243,39.262583487222884,0.0,157.54572713747626
1111,2020-07-01,South West,127.0,49.43335624490217,325.61399874097697,22.683611794199436,8.825717613511978,58.1343736738625
945,2020-07-01,North East and Yorkshire,205.0,79.67792900922696,524.7863334302883,23.922790637406397,9.307964849513464,61.30546822456333
115,2020-07-01,England,1151.0,801.9880313346889,1652.5072435479124,20.596420810201675,14.345934940584204,29.55999401303919
1775,2020-07-01,Northern Ireland,0.0,0.0,609.463326140049,0.0,0.0,323.9002413002968
1941,2020-07-01,UK,1340.0,933.6785073748767,1923.857260081844,,,
281,2020-07-01,South East,160.0,73.3854544665695,348.55038180727956,18.106206822095817,8.301649716168653,39.42938282843261
1443,2020-07-01,Scotland,66.0,0.0,455.49213458931155,12.067267048700657,0.0,83.75942601079633
779,2020-07-01,Midlands,587.0,328.38891119195785,1048.2992047265993,55.746493317768305,31.16330561900375,99.4810341752296
944,2020-07-02,North East and Yorkshire,249.0,106.59400004916209,581.8602886462163,29.13432268620674,12.452296614182082,67.97283992433535
1276,2020-07-02,North West,204.0,79.52106937647298,523.3305324263436,29.22715269786914,11.373015648766323,74.84615563435726
1774,2020-07-02,Northern Ireland,0.0,0.0,623.8952922801661,0.0,0.0,331.5701323581017
1608,2020-07-02,Wales,114.0,13.630012395819891,375.10690461836356,36.24755401734585,4.342661624071097,119.51290375273919
280,2020-07-02,South East,79.0,26.75343385428545,230.86864270262296,8.897214214286874,3.0264531054194332,26.11676409304747
446,2020-07-02,London,120.0,40.69759249504945,350.9934465122072,13.462529971387049,4.57965841773563,39.49693319292048
612,2020-07-02,East of England,33.0,5.800163419114048,185.64096042091856,5.065485002973373,0.8942545178799685,28.621653488746055
778,2020-07-02,Midlands,467.0,245.7700943912842,884.2035254028682,44.290149024294415,23.32298169182077,83.90875499271407
1110,2020-07-02,South West,124.0,48.36954834900902,318.6337768161426,22.195707463379524,8.635787800984925,56.8881409219727
114,2020-07-02,England,1120.0,779.8355513464296,1606.914753680999,20.027723152110266,13.949672123350794,28.744437087181492
1442,2020-07-02,Scotland,61.0,4.1823241078442495,353.0836578874316,11.246022813540932,0.7690781905158509,64.92776114588398
1940,2020-07-02,UK,1295.0,901.6848562443092,1857.995183943655,,,
1441,2020-07-03,Scotland,79.0,4.665913703982707,532.8702317158251,14.538991459942949,0.8580043956497136,97.9883105709393
611,2020-07-03,East of England,31.0,5.412802871616282,173.27202635553564,4.727213489243422,0.8345322489337522,26.714642535765417
1773,2020-07-03,Northern Ireland,0.0,0.0,618.4935014581272,0.0,0.0,328.69934214699373
1109,2020-07-03,South West,206.0,99.95207501035719,424.1397995138403,36.80913966017739,17.845213352612525,75.7249433078251
1607,2020-07-03,Wales,161.0,16.162584612949654,641.9013538520974,51.44515826604514,5.1495650852074215,204.5163492784266
943,2020-07-03,North East and Yorkshire,285.0,130.89404413559026,620.6355133958865,33.34041967778979,15.29102446530266,72.5025564153365
113,2020-07-03,England,1388.0,1011.9398317659418,1904.2387035371864,24.835208285601315,18.101545687832765,34.062957905772535
279,2020-07-03,South East,149.0,68.34098920823946,324.6468640659974,16.862100935236395,7.731000070616411,36.72532338348162
445,2020-07-03,London,188.0,80.33746012991679,439.13989162204444,21.155855802282606,9.040292139841648,49.41596241780258
1939,2020-07-03,UK,1628.0,1186.9150188148078,2233.501879941311,,,
777,2020-07-03,Midlands,442.0,232.69518992431162,837.344734112116,41.93589202562591,22.08220519189393,79.46197014656795
1275,2020-07-03,North West,196.0,76.13306861050131,501.13884442132127,27.982700043829354,10.888467515402965,71.67232488820875
776,2020-07-04,Midlands,347.0,168.28146773764283,714.543854633553,32.944108152337584,15.969500279676655,67.80846661143815
278,2020-07-04,South East,149.0,68.4264691694916,325.0542562963457,16.88320381608232,7.740669898257665,36.77140918642478
112,2020-07-04,England,1252.0,896.6135204871484,1748.9562106276308,22.4038265633062,16.038592509105484,31.28526989341546
610,2020-07-04,East of England,0.0,0.0,118.87671964389965,0.0,0.0,18.328111801468086
1606,2020-07-04,Wales,154.0,17.247106489054243,677.9340213102664,49.21749795098625,5.495104868668614,215.99672637856006
1440,2020-07-04,Scotland,79.0,5.291819918267402,579.8067004901444,14.554899451306312,0.9731008841814976,106.61935243745874
1772,2020-07-04,Northern Ireland,0.0,0.0,659.8291315290934,0.0,0.0,350.6672276292601
444,2020-07-04,London,192.0,81.97409932126786,448.0681241757314,21.586710332911025,9.224461472471797,50.42064728644604
1108,2020-07-04,South West,205.0,99.38985555247866,421.7602677151114,36.60219503708821,17.744835985001167,75.3001071788779
1274,2020-07-04,North West,197.0,76.64550246875,504.51390962767454,28.17105989907187,10.961755240712959,72.15502299210043
942,2020-07-04,North East and Yorkshire,241.0,103.06690803469188,562.7286019625644,28.17123802740391,12.040262203901582,65.73787888333347
1938,2020-07-04,UK,1485.0,1063.475301855763,2074.4408728290987,,,
1439,2020-07-05,Scotland,77.0,5.9814113134426155,510.828526316275,14.218973520554359,1.0999082976485566,93.93511085053143
1605,2020-07-05,Wales,139.0,17.52783141714608,565.4343251272248,44.36009016307028,5.584546707512313,180.15317032401222
1937,2020-07-05,UK,1430.0,1013.6623244847217,2018.0054503399688,,,
1273,2020-07-05,North West,101.0,27.626617772079523,365.8901410958535,14.40374716878803,3.9511284079550437,52.3292044868251
1771,2020-07-05,Northern Ireland,0.0,0.0,710.7113610476482,0.0,0.0,377.70866837243926
1107,2020-07-05,South West,181.0,83.13635794840398,394.1510139930529,32.36290896680759,14.842973943209298,70.37081458414694
443,2020-07-05,London,199.0,85.00332615110554,464.56993431627575,22.383997791022285,9.565337266345457,52.277579087195974
941,2020-07-05,North East and Yorkshire,299.0,137.16076341362535,650.2287899080433,34.93550772833388,16.02310176057177,75.9596389598036
775,2020-07-05,Midlands,356.0,172.34204967747803,731.7163954333615,33.73843159554639,16.354839588250698,69.4380987913336
609,2020-07-05,East of England,0.0,0.0,121.34401443185116,0.0,0.0,18.708513068059357
277,2020-07-05,South East,155.0,70.8793044047565,336.67860311015863,17.488154380982007,8.018144216331438,38.086400776093235
111,2020-07-05,England,1214.0,860.549693653463,1713.1878438550505,21.72315252528102,15.39348398721953,30.645446551168785
276,2020-07-06,South East,193.0,97.917573415204,380.45911266330216,21.849256168123002,11.076818988980373,43.03902329982703
940,2020-07-06,North East and Yorkshire,323.0,156.50338472320604,664.1822006901743,37.71231397695498,18.28270415593747,77.58967451301004
110,2020-07-06,England,1411.0,1036.7860362851072,1920.2394511351113,25.24348226884981,18.545993758908338,34.34917874083727
774,2020-07-06,Midlands,281.0,129.019644749752,612.2285048297683,26.699598036252937,12.243649170728393,58.0989898088344
1604,2020-07-06,Wales,148.0,33.98199273885753,443.18482697766035,47.097771368837954,10.827011120089468,141.2032274509684
1106,2020-07-06,South West,166.0,76.31883040395556,361.95637300359584,29.710836972713086,13.625788271422213,64.62285750363517
608,2020-07-06,East of England,90.0,30.54732452974188,263.3484668275935,13.844259909350606,4.709709191959257,40.60240017742643
1936,2020-07-06,UK,1644.0,1207.9916680742142,2237.3307283246795,,,
1438,2020-07-06,Scotland,85.0,12.589824746055944,397.48608629288196,15.672507433512132,2.315114607317987,73.09282401810962
442,2020-07-06,London,219.0,100.42634577832264,476.8034041027214,24.646008364483038,11.30087387508413,53.654198917777485
1272,2020-07-06,North West,190.0,73.75251005960688,485.57097739811474,27.108476595031682,10.548002656662812,69.44582571432787
1770,2020-07-06,Northern Ireland,0.0,0.0,719.5810681644834,0.0,0.0,382.42248814171234
441,2020-07-07,London,251.0,121.63448782338904,516.93146507484,28.2410363159307,13.687404386760857,58.169768536317605
1603,2020-07-07,Wales,186.0,60.679525263409495,461.0195189728936,59.21788189644162,19.333118567748006,146.8855430832403
1105,2020-07-07,South West,136.0,58.01624615899074,316.8929792133956,24.236946607809646,10.358087018379516,56.577342925817874
275,2020-07-07,South East,163.0,79.21189505317976,336.8624912900174,18.490932645687863,8.960759470188655,38.10720292642708
1271,2020-07-07,North West,280.0,128.54260224083959,609.0676078278759,40.07956675221032,18.38402121954782,87.10817761000204
109,2020-07-07,England,1621.0,1219.5603532973482,2153.930783285296,28.99622750128007,21.81545459650165,38.529441433318674
607,2020-07-07,East of England,176.0,80.87155376761999,383.73741581731616,27.18987301093103,12.468571503751445,59.16366367253756
773,2020-07-07,Midlands,321.0,155.43455035905308,660.2187515400715,30.43106660394353,14.750359197604434,62.65314701084286
1769,2020-07-07,Northern Ireland,0.0,0.0,747.5074740727525,0.0,0.0,397.2640203953854
939,2020-07-07,North East and Yorkshire,406.0,213.88408902209775,769.3330803325058,47.445962509733334,24.98591024193601,89.87338599718906
1437,2020-07-07,Scotland,74.0,13.865842689524179,320.6828112473446,13.628796820743029,2.5497586821728504,58.969642199912585
1935,2020-07-07,UK,1881.0,1415.1715142210437,2499.4101192841713,,,
938,2020-07-08,North East and Yorkshire,398.0,209.7987840491733,754.8168419025683,46.54211186122314,24.508665469633762,88.17760099457726
1104,2020-07-08,South West,183.0,88.94056026768776,377.6669993935323,32.758150964262626,15.879242862274905,67.4277965687076
772,2020-07-08,Midlands,271.0,124.3144282742893,590.0724956843403,25.72719093351662,11.79713561917091,55.996438654502604
440,2020-07-08,London,247.0,119.53003580122837,508.05787047299697,27.75315470825496,13.45059255522116,57.171232020457424
274,2020-07-08,South East,185.0,93.85662425156143,364.75554196436667,20.943983488710366,10.617428531882553,41.2625739450705
1768,2020-07-08,Northern Ireland,0.0,8.172233953292689e-14,756.0396174283612,0.0,4.343146561743612e-14,401.7984413739092
108,2020-07-08,England,1696.0,1286.7498798834586,2233.782522886234,30.3311184783242,23.01733858907053,39.957826666575926
1436,2020-07-08,Scotland,73.0,13.998229448728342,333.2930341786258,13.478981788590664,2.5741029861032976,61.288507783715964
1602,2020-07-08,Wales,183.0,61.02888975145635,476.42927498382824,58.290168994539954,19.44442967378336,151.79524926116775
1270,2020-07-08,North West,272.0,124.61061923301212,590.595273428882,38.85539108198251,17.821673345841592,84.46628471499581
1934,2020-07-08,UK,1952.0,1480.9762768469996,2570.957243321892,,,
606,2020-07-08,East of England,205.0,99.3818317682915,422.1068293708261,31.610964060266834,15.32243932319352,65.07936275535275
439,2020-07-09,London,275.0,139.3590968337048,541.3293785904956,30.931181077471315,15.681936492438593,60.91524076592798
771,2020-07-09,Midlands,306.0,148.332508919326,630.2691978663561,29.04252896507705,14.076392810914621,59.81100751563566
1435,2020-07-09,Scotland,85.0,19.61666790997429,354.469059840396,15.688605975583608,3.6072650208665324,65.18251960066861
1601,2020-07-09,Wales,182.0,67.05790619563824,471.01138811201577,57.922706388192196,21.365336095781327,150.0690549835313
1933,2020-07-09,UK,1924.0,1460.3738150487816,2535.321283230777,,,
107,2020-07-09,England,1657.0,1257.7127918585402,2183.4861571275455,29.64721382592237,22.497924134747265,39.05812696691688
1767,2020-07-09,Northern Ireland,0.0,4.047819759808201e-14,651.0390394902236,0.0,2.1512201648712646e-14,345.9957194181368
937,2020-07-09,North East and Yorkshire,264.0,120.87723672100114,573.5017721084822,30.79238467371113,14.120862383045926,66.99639915717763
273,2020-07-09,South East,248.0,138.4414613730612,442.98314571252087,28.031008831913304,15.661039736930476,50.11198653197842
1269,2020-07-09,North West,269.0,123.57321666644233,585.7731096430027,38.53299857364017,17.673305174787306,83.77662416807733
605,2020-07-09,East of England,171.0,78.27171127244578,371.51353304396656,26.31716472660881,12.067734367090047,57.27901636069118
1103,2020-07-09,South West,154.0,70.76445202172602,335.79944485346215,27.551177444792224,12.63412234290843,59.95285977282545
1600,2020-07-10,Wales,179.0,67.91386967204517,515.7856535028671,56.946285215495294,21.63805483092634,164.33459476531874
438,2020-07-10,London,270.0,136.72901876387414,531.1590110140202,30.34796478792638,15.38597649988456,59.770779714853845
106,2020-07-10,England,1719.0,1314.9278883158036,2247.109355761643,30.752404663108422,23.521385856525264,40.19621660498496
272,2020-07-10,South East,241.0,134.58120772254549,430.6724136965959,27.250023471160237,15.224352741461347,48.71934836289291
604,2020-07-10,East of England,167.0,76.4992184028935,363.1391321662562,25.72167904816601,11.794455901989615,55.98787242589247
936,2020-07-10,North East and Yorkshire,301.0,145.97743199719798,619.9262693918704,35.18038679814333,17.053063787524056,72.41970262707669
1268,2020-07-10,North West,311.0,150.85723289666356,640.0564593177019,44.5021583775486,21.575435088036507,91.54016897649839
1766,2020-07-10,Northern Ireland,0.0,0.0,672.6468507961858,0.0,0.0,357.479224652649
1102,2020-07-10,South West,176.0,85.10844600066234,361.48379573531287,31.348197375960417,15.195066003719717,64.53848464617093
1932,2020-07-10,UK,1972.0,1508.457123768915,2577.83574727281,,,
770,2020-07-10,Midlands,300.0,145.6055337251888,618.7414636247629,28.50912538665253,13.817609525322302,58.717053691307434
1434,2020-07-10,Scotland,74.0,16.473340073329446,365.85762603685214,13.635776594166042,3.0292455220259735,67.27673747022897
1765,2020-07-11,Northern Ireland,0.0,0.0,698.6248066410067,0.0,0.0,371.2852500617848
1433,2020-07-11,Scotland,94.0,20.773070866002357,426.5353451852841,17.21664821026453,3.819913364226909,78.43462701776063
271,2020-07-11,South East,223.0,121.43452476281992,410.66884931751974,25.276979034119208,13.737148531110877,46.45646690011518
1599,2020-07-11,Wales,161.0,53.04042814893398,491.133512359195,51.13804503565978,16.899223944749792,156.4801699719384
437,2020-07-11,London,274.0,138.72372479675417,538.8931204460864,30.79053021572152,15.610438727607203,60.64109113115099
769,2020-07-11,Midlands,348.0,176.2155443440591,684.1869338547838,32.98040521756216,16.722424771532623,64.92766897290986
603,2020-07-11,East of England,169.0,77.3718147965501,367.2640373768124,26.014863110745157,11.928990605743248,56.62383987263898
1267,2020-07-11,North West,312.0,151.08214660365562,641.0066594602431,44.568452959378284,21.607601998382403,91.67606555303236
1101,2020-07-11,South West,180.0,87.34525490979821,370.9473880481907,32.17147704682823,15.594420716550017,66.22809262967651
935,2020-07-11,North East and Yorkshire,348.0,176.58379275804603,685.16969185864,40.67862329568947,20.62849469638354,80.04143038197759
1931,2020-07-11,UK,2033.0,1558.7303032775312,2650.4894964623013,,,
105,2020-07-11,England,1778.0,1363.218140298795,2318.0375428971824,31.802398326637196,24.38520026041293,41.46497763176316
934,2020-07-12,North East and Yorkshire,355.0,180.18415909555253,699.0589568427446,41.507038262797444,21.04908900313317,81.66397243176722
1266,2020-07-12,North West,324.0,157.20303193876663,666.8272157037512,46.37210685333147,22.483004269080705,95.36889303284175
602,2020-07-12,East of England,202.0,97.98772153593181,416.2402945803751,31.1683118385871,15.107498935548238,64.17487526740156
