,date,region,pop_mid,pop_low,pop_up,100k_mid,100k_low,100k_up
2519,2020-05-12,Scotland,1409.0,592.4356117128737,2678.1895737323143,25.900978946052206,10.89416545692197,49.24862679487899
4679,2020-05-12,Northern Ireland,433.0,119.0927959304728,1518.5701115121715,23.010517774320665,6.329205332716467,80.70464693345384
4319,2020-05-12,North East,787.0,461.55650947670273,1334.4460067740886,29.617986855324002,17.365399247178992,50.2066100372168
3959,2020-05-12,Wales,1691.0,737.3779754325325,3099.0722440955196,53.882729003593326,23.493617931911476,98.73961749869672
3599,2020-05-12,West Midlands,1046.0,644.8926000672903,1689.7970685024081,17.7194708903284,10.928980808179192,28.63695401289035
3239,2020-05-12,East Midlands,1208.0,826.3048559607381,1760.202571732185,25.139472760955062,17.19981740701086,36.63921688798963
2879,2020-05-12,Yorkshire and The Humber,1688.0,1211.5267548238594,2346.5948494816575,30.810341742788733,22.10970578815956,42.824082521886254
2159,2020-05-12,North West,2532.0,1915.005456754942,3340.148077146391,34.71904809170526,26.261396512015715,45.80506690118175
1799,2020-05-12,South West,769.0,521.7375917082052,1131.7629274229205,13.734491729746926,9.317183611513851,20.211008689213337
1439,2020-05-12,East of England,1358.0,1006.7700381641408,1829.0469129740138,21.900320136226608,16.235047494960515,29.494981353232024
1079,2020-05-12,London,1261.0,911.9636166389379,1740.6544411920013,14.152571998406879,10.237486801466419,19.5401730315654
719,2020-05-12,South East,1201.0,917.3231113528166,1572.2506932506697,13.154015775135706,10.043362973111076,17.213873935602454
359,2020-05-12,England,10853.0,9685.388122981387,12159.237962684729,19.388541119831217,17.30238727465216,21.721777333406713
5039,2020-05-12,UK,14386.0,12838.292963900325,16117.460364063623,,,
2158,2020-05-13,North West,2380.0,1809.7472812167618,3122.7365975326798,32.631436222805974,24.817940215748234,42.823598074416765
5038,2020-05-13,UK,14076.0,12575.54521459205,15753.209374779319,,,
3598,2020-05-13,West Midlands,1077.0,682.839841667371,1694.7188966324754,18.25745616095319,11.572071882766416,28.72036412671248
358,2020-05-13,England,10127.0,9047.495480830754,11333.670882238574,18.091690632702647,16.16282886005928,20.246949358966564
1078,2020-05-13,London,1249.0,915.2849452978336,1703.712891833427,14.026269743002901,10.27477124756537,19.125475978871624
1438,2020-05-13,East of England,1297.0,968.0146165361999,1735.295451733877,20.915529308740805,15.610082421541973,27.98315703560427
718,2020-05-13,South East,1197.0,922.8607338040514,1551.267518585594,13.104892798047947,10.103991939717815,16.984138483741056
2878,2020-05-13,Yorkshire and The Humber,1344.0,943.531710449121,1909.45039921209,24.52434039982812,17.218941667418623,34.84643353980325
4678,2020-05-13,Northern Ireland,978.0,420.94411175050516,2199.1432616267152,51.98017550550531,22.371140891026663,116.87381382011719
1798,2020-05-13,South West,617.0,407.68696330393834,930.9681696295194,11.010504205441565,7.280468866900636,16.6252183296088
2518,2020-05-13,Scotland,1315.0,614.4121652806093,2578.06533065591,24.177572722287962,11.298287366554666,47.40746456769663
3238,2020-05-13,East Midlands,1196.0,829.8249634730297,1720.4596394581736,24.90405162090834,17.273089645492462,35.81195419746918
4318,2020-05-13,North East,605.0,338.81052078631154,1074.912108126638,22.76930985245363,12.747258118555283,40.442020706000015
3958,2020-05-13,Wales,1656.0,808.0380228284445,3107.7622981169698,52.76874662863561,25.744919451456525,99.01649152503018
5037,2020-05-14,UK,13894.0,12417.105443218636,15543.47664046753,,,
3957,2020-05-14,Wales,1681.0,794.0178144274973,2776.8268939660707,53.55693574478273,25.29822124446924,88.47255041978718
4317,2020-05-14,North East,555.0,310.75986328822,986.5944998458099,20.887633046138046,11.691892509796986,37.119197829790636
3597,2020-05-14,West Midlands,967.0,604.8405723143151,1541.2610220458166,16.38619250713925,10.250219968629704,26.11971687778054
357,2020-05-14,England,9799.0,8757.392848574882,10962.323852018233,17.50521548858627,15.644577239272195,19.583559307005853
2877,2020-05-14,Yorkshire and The Humber,1428.0,1019.5554838404319,1996.2312709983187,26.065760853201695,18.6063342742224,36.43013735450973
4677,2020-05-14,Northern Ireland,1056.0,515.8546179410953,2107.2313508807183,56.13361779919251,27.415174639827047,111.98914089688395
717,2020-05-14,South East,1298.0,1018.1322196716208,1654.7778095670544,14.21635887627851,11.14707708792096,18.117426646781038
2517,2020-05-14,Scotland,1358.0,618.8811425694482,2326.220591915166,24.96522614744014,11.380466386595469,42.77634820829271
1797,2020-05-14,South West,622.0,415.28937485923507,931.4188439706951,11.11521233737818,7.416232640638085,16.633266466550563
1077,2020-05-14,London,1117.0,807.834236683393,1542.6102116837799,12.53858376481721,9.068555131945848,17.316975582999074
3237,2020-05-14,East Midlands,1114.0,767.6883350267499,1613.5065160034978,23.19635440543659,15.979694531263494,33.585688453948826
1437,2020-05-14,East of England,1160.0,853.4548380305554,1574.5824256775286,18.707369011462895,13.762705786811345,25.391518913514815
2157,2020-05-14,North West,2239.0,1697.683698834215,2946.2982296932214,30.698651256638023,23.281158082243536,40.4040133565661
1076,2020-05-15,London,1038.0,747.1663670686249,1440.0990226283097,11.650813635551883,8.387512047416553,16.166209339905077
4316,2020-05-15,North East,541.0,302.84909608043733,961.663852520066,20.356847677735296,11.394261281347005,36.18121811243598
716,2020-05-15,South East,1210.0,944.9097895573443,1547.9639869350729,13.246091892246334,10.345397249803275,16.94796958420203
2516,2020-05-15,Scotland,1308.0,623.8013634256947,2120.2233802061287,24.05508177572443,11.470943223289288,38.98831173031259
