2020-06-10,2069.0,56042.91931664859
2020-06-11,2014.0,52164.83520700115
2020-06-12,2009.0,48615.670445580225
2020-06-13,1965.0,45365.09205129756
2020-06-14,2042.0,42526.282127221646
2020-06-15,2087.0,40044.70604568602
2020-06-16,2119.0,37898.997333660736
2020-06-17,2032.0,35928.39076398159
2020-06-18,2043.0,34208.23781043764
2020-06-19,2027.0,32694.658659302866
2020-06-20,1980.0,31326.837400585522
2020-06-21,1880.0,30041.36236998303
2020-06-22,1894.0,28920.038753634337
2020-06-23,1878.0,27930.07496467261
2020-06-24,1558.0,26735.41863482377
2020-06-25,1461.0,25561.83896622587
2020-06-26,1258.0,24293.425001850996
2020-06-27,1295.0,23166.93988214542
2020-06-28,1317.0,22171.729389978325
2020-06-29,1335.0,21296.843911799533
2020-06-30,1336.0,20528.21457319567
2020-07-01,1243.0,19764.246373935293
2020-07-02,1257.0,19102.532224881867
2020-07-03,1501.0,18755.79523521755
2020-07-04,1336.0,18320.43576869651
2020-07-05,1295.0,17905.421684110966
2020-07-06,1474.0,17727.205728868634
2020-07-07,1753.0,17882.446009932948
2020-07-08,1772.0,18091.168823359083
2020-07-09,1676.0,18229.06838520208
2020-07-10,1738.0,18448.928422776662
2020-07-11,1829.0,18761.713444449942
2020-07-12,1959.0,19198.92175668326
2020-07-13,1949.0,19615.15690672595
2020-07-14,1935.0,19997.233762614847
2020-07-15,1949.0,20369.340486192923
2020-07-16,1730.0,20495.73337023371
2020-07-17,1961.0,20828.355993779656
2020-07-18,1916.0,21090.09071166309
2020-07-19,1898.0,21309.052058767935
2020-07-20,2113.0,21719.814610864978
2020-07-21,1964.0,21959.887032468196
2020-07-22,1900.0,22110.613507145135
2020-07-23,1840.0,22177.83292441389
2020-07-24,1978.0,22369.103812181726
2020-07-25,1878.0,22443.251860258766
2020-07-26,1804.0,22430.629927648304
2020-07-27,1586.0,22184.259378648425
2020-07-28,1654.0,21995.636339384135
2020-07-29,1827.0,21976.55239671952
2020-07-30,1736.0,21868.153938508713
2020-07-31,1531.0,21560.652679114217
2020-08-01,1457.0,21184.917575774638
2020-08-02,1346.0,20703.410386110776
2020-08-03,1412.0,20308.860919059513
2020-08-04,1376.0,19901.198861556368
2020-08-05,1364.0,19503.10440637319
2020-08-06,1299.0,19062.680595050955
2020-08-07,1376.0,18730.646080751838
2020-08-08,1352.0,18409.550090504003
2020-08-09,1049.0,17815.843389450954
2020-08-10,1063.0,17266.319426775026
2020-08-11,1140.0,16826.154476258685
2020-08-12,877.0,16161.095538456006
2020-08-13,903.0,15561.679299214413
2020-08-14,939.0,15040.104853914923
2020-08-15,1033.0,14661.598054673019
2020-08-16,929.0,14216.994178242416
2020-08-17,848.0,13734.692767533808
2020-08-18,944.0,13389.533341262912
2020-08-19,1151.0,13285.909178101474
2020-08-20,1070.0,13141.391462858695
2020-08-21,1104.0,13062.639349735751
2020-08-22,1073.0,12978.886814380186
2020-08-23,1027.0,12865.460937806492
2020-08-24,1130.0,12873.483410151117
2020-08-25,1163.0,12928.854827536386
2020-08-26,1108.0,12942.935962674836
2020-08-27,1262.0,13114.086566326145
2020-08-28,1392.0,13413.29190142066
2020-08-29,1317.0,13637.73669170993
2020-08-30,1341.0,13883.505147224869
2020-08-31,1647.0,14425.07869458313
2020-09-01,1666.0,14971.88321274654
2020-09-02,1800.0,15628.162002035368
2020-09-03,2144.0,16599.97134106594
2020-09-04,2299.0,17689.595749914966
2020-09-05,2573.0,19006.506594816106
2020-09-06,2723.0,20411.303581516167
2020-09-07,2863.0,21883.694575683658
2020-09-08,3437.0,23851.679307345228
2020-09-09,3936.0,26219.105224234674
2020-09-10,4592.0,29124.409699745414
2020-09-11,5016.0,32321.4764268904
2020-09-12,5667.0,36003.31066700445
2020-09-13,6484.0,40307.479520184366
2020-09-14,7007.0,44907.07250834591
2020-09-15,7646.0,49888.111762215405
2020-09-16,8370.0,55300.103124076464
2020-09-17,9357.0,61367.57772613505
2020-09-18,10202.0,67911.04871177165
2020-09-19,11376.0,75228.59178377477
2020-09-20,12562.0,83288.38308794989
2020-09-21,13290.0,91588.49684276643
2020-09-22,14463.0,100526.66278741775
2020-09-23,14872.0,109290.0130118714
2020-09-24,14988.0,117545.46456985605
2020-09-25,14839.0,125000.28856127203
2020-09-26,15287.0,132234.51752619902
2020-09-27,15580.0,139099.01701262596
2020-09-28,16543.0,146282.4143129843
2020-09-29,16407.0,152699.54010184243
2020-09-30,16140.0,158228.58240803942
2020-10-01,16245.0,163273.20992030035
2020-10-02,17070.0,168584.21221608436
2020-10-03,17974.0,174270.5227851484
2020-10-04,18486.0,179970.07110927516
2020-10-05,18715.0,185410.89081672084
2020-10-06,19389.0,191049.94396299735
2020-10-07,19818.0,196649.259762953
2020-10-08,20842.0,202797.18457671363
2020-10-09,21021.0,208651.08714698328
2020-10-10,22163.0,215165.35498115362
2020-10-11,23462.0,222496.3532988699
2020-10-12,24741.0,230602.57455234058
2020-10-13,25562.0,238994.88279992895
2020-10-14,26799.0,248061.04692440975
2020-10-15,27507.0,257230.63666656936
2020-10-16,27723.0,265970.08875620796
2020-10-17,29156.0,275458.33802712074
2020-10-18,30064.0,285150.7940330732
2020-10-19,31337.0,295380.3340712017
2020-10-20,32064.0,305576.61171835667
2020-10-21,34012.0,316945.9895572491
2020-10-22,35101.0,328591.46577212604
2020-10-23,35800.0,340106.1841440979
2020-10-24,35703.0,350664.93163747573
2020-10-25,35951.0,360594.2076229141
2020-10-26,36176.0,369852.40150235116
2020-10-27,35905.0,377961.0737405395
