2020-06-10,2069.0,67171.2275254086
2020-06-11,2014.0,62582.70155539342
2020-06-12,2009.0,58323.13504407893
2020-06-13,1965.0,54367.604469650265
2020-06-14,2042.0,50872.55775169866
2020-06-15,2087.0,47759.265652198395
2020-06-16,2119.0,45043.77550676631
2020-06-17,2032.0,42593.0674939638
2020-06-18,2043.0,40472.67690493577
2020-06-19,2027.0,38614.49531135949
2020-06-20,1980.0,36961.58296367011
2020-06-21,1880.0,35433.78078499641
2020-06-22,1894.0,34103.56521983274
2020-06-23,1878.0,32927.137795496725
2020-06-24,1558.0,31556.244258521037
2020-06-25,1461.0,30223.489247009995
2020-06-26,1258.0,28797.799483407314
2020-06-27,1295.0,27515.27368184632
2020-06-28,1317.0,26356.79386826891
2020-06-29,1335.0,25304.33853669498
2020-06-30,1336.0,24334.715480936655
2020-07-01,1243.0,23385.455275422577
2020-07-02,1257.0,22551.20017968447
2020-07-03,1501.0,22052.32337582125
2020-07-04,1336.0,21489.425234432067
2020-07-05,1295.0,20963.66747150321
2020-07-06,1474.0,20702.610927059373
2020-07-07,1753.0,20794.807513055213
2020-07-08,1772.0,20962.95339435119
2020-07-09,1676.0,21083.114885731946
2020-07-10,1738.0,21292.702566118267
2020-07-11,1829.0,21628.80099949465
2020-07-12,1959.0,22129.127969004454
2020-07-13,1949.0,22620.2838452468
2020-07-14,1935.0,23066.012858666978
2020-07-15,1949.0,23498.734572407222
2020-07-16,1730.0,23704.552080408794
2020-07-17,1961.0,24119.79398057163
2020-07-18,1916.0,24448.21472289293
2020-07-19,1898.0,24715.297153124855
2020-07-20,2113.0,25168.22960300972
2020-07-21,1964.0,25454.13684092314
2020-07-22,1900.0,25634.065977876373
2020-07-23,1840.0,25742.689875905457
2020-07-24,1978.0,25965.133864899777
2020-07-25,1878.0,26071.162839013992
2020-07-26,1804.0,26100.778932000674
2020-07-27,1586.0,25866.248919085865
2020-07-28,1654.0,25682.055646021683
2020-07-29,1827.0,25660.70818125668
2020-07-30,1736.0,25540.533606603414
2020-07-31,1531.0,25204.7410298164
2020-08-01,1457.0,24787.15014880117
2020-08-02,1346.0,24263.727216575906
2020-08-03,1412.0,23838.92425178281
2020-08-04,1376.0,23395.60727721939
2020-08-05,1364.0,22924.142399910175
2020-08-06,1299.0,22396.009938795007
2020-08-07,1376.0,21985.2466730305
2020-08-08,1352.0,21588.099668706847
2020-08-09,1049.0,20922.250547476007
2020-08-10,1063.0,20298.28367679265
2020-08-11,1140.0,19788.682688528283
2020-08-12,877.0,19062.60329047113
2020-08-13,903.0,18396.86849345838
2020-08-14,939.0,17786.74821719357
2020-08-15,1033.0,17302.436689314407
2020-08-16,929.0,16764.29232410581
2020-08-17,848.0,16195.911000056158
2020-08-18,944.0,15750.094895839202
2020-08-19,1151.0,15567.461227469275
2020-08-20,1070.0,15360.622775001415
2020-08-21,1104.0,15234.67381660959
2020-08-22,1073.0,15104.14357908924
2020-08-23,1027.0,14954.851872648676
2020-08-24,1130.0,14957.453366275495
2020-08-25,1163.0,15019.119602448209
2020-08-26,1108.0,15031.234432028761
2020-08-27,1262.0,15205.897860632278
2020-08-28,1392.0,15513.319725981255
2020-08-29,1317.0,15753.99522713236
2020-08-30,1341.0,16027.015722387574
2020-08-31,1647.0,16597.302543657708
2020-09-01,1666.0,17184.18249199844
2020-09-02,1800.0,17906.725026671924
2020-09-03,2144.0,18952.84176539953
2020-09-04,2299.0,20119.199898927523
2020-09-05,2573.0,21542.471952383632
2020-09-06,2723.0,23093.74271435792
2020-09-07,2863.0,24730.10410466618
2020-09-08,3437.0,26903.26879667584
2020-09-09,3936.0,29516.238811836723
2020-09-10,4592.0,32694.389353697574
2020-09-11,5016.0,36209.88983098434
2020-09-12,5667.0,40254.00353753721
2020-09-13,6484.0,44987.31652535237
2020-09-14,7007.0,50116.819136391714
2020-09-15,7646.0,55705.23083834017
2020-09-16,8370.0,61810.17614689204
2020-09-17,9357.0,68644.79645123254
2020-09-18,10202.0,76041.94441012968
2020-09-19,11376.0,84294.91610983212
2020-09-20,12562.0,93340.46498961198
2020-09-21,13290.0,102716.9556965579
2020-09-22,14463.0,112842.86871806388
2020-09-23,14872.0,122908.68987590543
2020-09-24,14988.0,132560.74759952832
2020-09-25,14839.0,141495.44236060415
2020-09-26,15287.0,150247.00140378464
2020-09-27,15580.0,158588.8039193666
2020-09-28,16543.0,167194.00685046896
2020-09-29,16407.0,174889.95361895673
2020-09-30,16140.0,181569.6545005334
2020-10-01,16245.0,187685.60059520465
2020-10-02,17070.0,194013.5444438205
2020-10-03,17974.0,200645.13049581676
2020-10-04,18486.0,207223.81739569886
2020-10-05,18715.0,213446.75950362175
2020-10-06,19389.0,219847.97203661076
2020-10-07,19818.0,226266.3794149026
2020-10-08,20842.0,233275.08871918693
2020-10-09,21021.0,240010.95878488407
2020-10-10,22163.0,247415.68914593745
2020-10-11,23462.0,255695.5638721994
2020-10-12,24741.0,264834.36066034023
2020-10-13,25562.0,274299.9170644056
2020-10-14,26799.0,284512.85406255274
2020-10-15,27507.0,294904.3161884441
2020-10-16,27723.0,305042.3628502444
2020-10-17,29156.0,316055.3821101692
2020-10-18,30064.0,327316.00230220665
2020-10-19,31337.0,339127.7778089731
2020-10-20,32064.0,350939.1272951879
2020-10-21,34012.0,363923.67044752656
2020-10-22,35101.0,377187.0190914707
2020-10-23,35800.0,390413.3375259701
2020-10-24,35703.0,402750.05811668275
2020-10-25,35951.0,414539.2557134034
2020-10-26,36176.0,425708.1275197934
2020-10-27,35905.0,435739.1343702623
