260,2020-05-21,England,7346.0,6466.973148479311,8342.238866113285,13.12263254706688,11.552874545550173,14.902928593708824
259,2020-05-22,England,6935.0,6079.173003679138,7910.106994160984,12.389188106386628,10.860091953329869,14.130949927774108
258,2020-05-23,England,7081.0,6211.096495646452,8071.977775719639,12.650384228290934,11.095765663010829,14.420122743092977
257,2020-05-24,England,6741.0,5879.110893308588,7728.215148030164,12.042784517177589,10.502692531782484,13.806010635316706
256,2020-05-25,England,6956.0,6070.785004914775,7968.77406062654,12.426591806098683,10.845107277317151,14.23575525837787
255,2020-05-26,England,6715.0,5838.577291455531,7722.4201425354295,11.996829323583167,10.430281589857087,13.795658192228679
254,2020-05-27,England,6597.0,5725.298972376091,7600.067090314096,11.785465039187892,10.227916406175552,13.577081521176535
253,2020-05-28,England,6414.0,5547.082337979318,7414.952778526695,11.4585189432844,9.909542667512317,13.24638547968012
252,2020-05-29,England,6097.0,5245.869101066393,7084.171112937314,10.891760334109394,9.371442592312162,12.655463112015605
251,2020-05-30,England,5726.0,4891.51191735728,6701.457341595784,10.229508949776568,8.738403921250336,11.971767032621374
250,2020-05-31,England,5204.0,4400.221115909709,6152.69410926592,9.2965499329843,7.860741239777591,10.991433168113476
249,2020-06-01,England,4622.0,3856.2670658522634,5536.950568910832,8.256092077429946,6.888998702028644,9.891442846423649
248,2020-06-02,England,4141.0,3407.1580558069863,5030.628462122977,7.39720252787598,6.086691358051287,8.986927604894582
247,2020-06-03,England,4067.0,3339.7217401281864,4950.842064001321,7.265304234656077,5.96622026949659,8.844393806349652
246,2020-06-04,England,3545.0,2869.015210198843,4379.077230240101,6.333082758916997,5.125330201888424,7.822968907507451
245,2020-06-05,England,3304.0,2660.247100573241,4102.915431646044,5.902850846130666,4.752378014792459,7.329621782016315
244,2020-06-06,England,2970.0,2367.0933105670983,3725.0446226603935,5.305481168984302,4.22867567666076,6.6545773755518605
243,2020-06-07,England,2513.0,1969.1036647042301,3206.540143107146,4.489540637571925,3.51769012847384,5.728299027698656
242,2020-06-08,England,2388.0,1867.1501185828608,3052.477165958294,4.265415034888409,3.3355559985229353,5.4530744046409305
241,2020-06-09,England,2188.0,1700.6144990526807,2814.2767355772266,3.9086716965519037,3.038049719213571,5.027543074031397
240,2020-06-10,England,1834.0,1395.8247272852527,2410.3619262169386,3.277160449143499,2.4935603707733405,4.305972562991544
239,2020-06-11,England,1768.0,1344.931126267234,2322.5881241301836,3.157726300604535,2.4026418878551437,4.149169727938381
238,2020-06-12,England,1742.0,1329.1275584067976,2283.335276468541,3.1124642481391382,2.3744097253469936,4.079046779508143
237,2020-06-13,England,1726.0,1319.7784138635714,2255.7566300942526,3.082702726766907,2.3577080178346455,4.02977911836544
236,2020-06-14,England,1841.0,1424.5735851175393,2378.2127645367973,3.2885296337584267,2.544918547193536,4.248539939860486
235,2020-06-15,England,1905.0,1483.2768433368915,2444.8936516888893,3.402316951935032,2.6497885322780856,4.367661498921738
234,2020-06-16,England,1948.0,1520.0773193729626,2495.435562994983,3.4796859008146703,2.715530460240355,4.457951708453368
233,2020-06-17,England,1917.0,1489.695557223614,2465.5560284154735,3.4240657359801396,2.661255194435872,4.404573643236309
232,2020-06-18,England,1928.0,1495.4919322532523,2485.562357947153,3.4446310791875674,2.671610084119018,4.44031379707486
231,2020-06-19,England,1887.0,1456.956485897091,2442.8566963084136,3.3706450678336743,2.6027687317447317,4.364022595616402
230,2020-06-20,England,1831.0,1404.2392319649289,2387.8002895543923,3.271630970904027,2.5085923980750313,4.265667500341643
229,2020-06-21,England,1764.0,1338.56512097271,2323.741193238173,3.151101347621382,2.39126938655734,4.151229619396271
228,2020-06-22,England,1740.0,1320.7769253487077,2292.815449283777,3.109203781280529,2.3594918010134553,4.0959825614713505
227,2020-06-23,England,1754.0,1327.1115453127793,2316.569107149035,3.13278010805336,2.370808234228562,4.13841710124979
226,2020-06-24,England,1466.0,1076.9250820767977,1994.4948362780015,2.618587235009672,1.9238645472210079,3.5630499920485477
225,2020-06-25,England,1384.0,1004.4649884092591,1906.0670628503317,2.472286720355185,1.7944187690370157,3.4050788749127934
224,2020-06-26,England,1217.0,867.2217912877671,1708.4567898662738,2.174857851037489,1.5492417129133718,3.0520595194460745
223,2020-06-27,England,1214.0,860.2929575124248,1712.5358224297368,2.16874927371197,1.5368637509958518,3.0593464758615316
222,2020-06-28,England,1246.0,878.0933539096573,1767.0875878678814,2.225717968861329,1.5686631325174294,3.1568000585307843
221,2020-06-29,England,1244.0,877.029266157197,1765.001021196383,2.223043727896094,1.566762201119172,3.1530725275153797
220,2020-06-30,England,1261.0,888.8156776212327,1788.7488917681767,2.2529309540095324,1.587817945415599,3.195496728627829
219,2020-07-01,England,1154.0,803.767251044214,1656.1739459189828,2.061494864665446,1.4358838365239028,2.9586592341596476
218,2020-07-02,England,1122.0,781.2623336447637,1609.8557026225951,2.0037962019509785,1.3956800995662262,2.875914363926304
217,2020-07-03,England,1391.0,1014.0663575479848,1908.24147744673,2.485464762691222,1.8115710612421099,3.408963341179382
216,2020-07-04,England,1256.0,898.8355198512635,1753.2910707969975,2.242979078291142,1.6057178156627752,3.1321533765010403
215,2020-07-05,England,1217.0,862.7026641228553,1717.4741372068493,2.1748839002465976,1.5411685528749863,3.068168490392369
214,2020-07-06,England,1416.0,1040.2240753416947,1926.6066041342083,2.529385467081244,1.8583003154280031,3.4417715807935303
213,2020-07-07,England,1626.0,1223.2888380468844,2160.5150045141972,2.9046591806960382,2.1853349556972743,3.859635447349985
212,2020-07-08,England,1701.0,1290.962666773203,2241.09537504133,3.039036854055975,2.3062303476127415,4.003587631804751
211,2020-07-09,England,1629.0,1232.9432463192059,2152.470262553118,2.910623655153637,2.2025819992554925,3.845263979818915
210,2020-07-10,England,1691.0,1290.0451622824055,2215.8933858734717,3.0207924432159765,2.3045912787572207,3.9585657316870666
209,2020-07-11,England,1749.0,1337.411264240609,2285.4957751446454,3.1236878699306176,2.3892080880544015,4.082906385785732
208,2020-07-12,England,1887.0,1453.979426504733,2448.8072958211847,3.3713438065216454,2.59745038684289,4.374652998443731
207,2020-07-13,England,1849.0,1420.9635651460655,2404.4678731206154,3.3025413260965517,2.5384694547232547,4.295443177075871
206,2020-07-14,England,1832.0,1404.707920909559,2388.4240418803884,3.2726350427898616,2.5094296838428676,4.266781797896972
205,2020-07-15,England,1863.0,1432.1604860661175,2423.329796158823,3.3285214425546017,2.558472108161861,4.32913891471775
204,2020-07-16,England,1647.0,1246.5490418499417,2176.121157363173,2.9426927439895723,2.2268879682536724,3.8875149393261177
203,2020-07-17,England,1814.0,1394.6431006024043,2359.911768960698,3.2413591589470903,2.4914494628550305,4.21584626677804
202,2020-07-18,England,1778.0,1360.0872940900235,2324.081079109419,3.176566932214125,2.429717507534988,4.151836805902254
201,2020-07-19,England,1777.0,1352.5649101445506,2335.2533384079798,3.1753912918921845,2.416279202471676,4.17179540277643
200,2020-07-20,England,1984.0,1538.8446664160915,2557.1040909900335,3.5442206700468586,2.749057243321719,4.568118976969567
199,2020-07-21,England,1842.0,1415.9503303372082,2395.8731649172437,3.290832837112253,2.529513599876736,4.280089226572379
198,2020-07-22,England,1796.0,1373.4179887217435,2346.7442165158504,3.2076430500208515,2.453532024643585,4.192323193777025
197,2020-07-23,England,1783.0,1363.4861627781268,2329.76876555723,3.184444539407238,2.4357893904157275,4.161997529702605
196,2020-07-24,England,1946.0,1509.085984213415,2507.5794849851977,3.475642580181855,2.6958950739056817,4.479646124685309
195,2020-07-25,England,1861.0,1433.926812097414,2414.835325930277,3.324745637897644,2.5616275477435,4.3139640335750356
194,2020-07-26,England,1780.0,1357.828721020144,2331.9594042485633,3.179332559688432,2.425682697009385,4.165910979379067
193,2020-07-27,England,1506.0,1126.0904818949357,2013.799489148745,2.6905825467957594,2.0116956983700316,3.597536641001704
192,2020-07-28,England,1640.0,1241.3929829439633,2166.993782897599,2.9304587494503096,2.217676966395061,3.8712094112668543
191,2020-07-29,England,1817.0,1393.4571615953419,2369.123272296843,3.246336621986012,2.4893308512182264,4.232302086212425
190,2020-07-30,England,1708.0,1299.6018148043543,2243.7237918771207,3.051007534190233,2.321663687305484,4.008283146887327
189,2020-07-31,England,1490.0,1114.2574480244907,1992.583283764804,2.6622833395508,1.990556665833513,3.5596351137329645
188,2020-08-01,England,1426.0,1055.7826587766624,1926.6914185424166,2.5482923984647448,1.8860948273895881,3.4419230968421033
187,2020-08-02,England,1288.0,934.5453411418332,1773.4988443781563,2.3002433421957478,1.6695113518259765,3.168253398515653
186,2020-08-03,England,1303.0,949.6358156508136,1787.0083585191014,2.3275509860504258,1.6964696141895785,3.192387366364023
185,2020-08-04,England,1276.0,925.9553126840542,1757.2111027033989,2.2791063914057648,1.6541657614180805,3.1391562874130576
184,2020-08-05,England,1259.0,909.492079344777,1741.1806370369825,2.2484323186814215,1.6247551445783441,3.110518785060909
183,2020-08-06,England,1173.0,839.5942260194562,1637.7304319275038,2.0951453723089055,1.4998866609879051,2.9257109601479083
182,2020-08-07,England,1228.0,887.6933754008655,1699.4410742420594,2.194538819160285,1.5858130172279594,3.0359534634669494
181,2020-08-08,England,1222.0,879.2295224321914,1698.6464532472642,2.183556646673049,1.570692832054148,3.034533918889702
180,2020-08-09,England,900.0,610.0730346022997,1328.3332370180858,1.6084585444715673,1.0898602902102348,2.372990715998734
179,2020-08-10,England,927.0,632.7305829003905,1357.1757823657204,1.655749733144757,1.1303366934653092,2.4245162597616483
178,2020-08-11,England,1004.0,695.1964382840612,1450.6380044043415,1.7943349573083873,1.2419283413752318,2.5914811289778514
177,2020-08-12,England,797.0,526.4965156298155,1205.937152561975,1.4237518258915223,0.9405556593614196,2.1543371703410537
176,2020-08-13,England,830.0,553.0888481022184,1244.205356163029,1.4822440084930244,0.9880613276042933,2.2227011089466298
175,2020-08-14,England,873.0,586.8754764563394,1298.0843906888488,1.5595588005038745,1.0484191905071374,2.318952896640929
