date,imd,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20221001,3,167055,22509,4914,934,8532.377350565288,25874671,1070709.0032114664,6538492.515309375,2.217116780026102,0.23185922573407527,721469.6768929178,0.006456313975934226
20221002,1,25427,3777,757,145,1307.3233675147571,19898378,654973.6193893973,4248811.862071184,2.4828942624292454,0.2603856959236335,472725.5034843338,0.0012778428472913722
20221002,2,71287,10117,2018,367,3332.039598216971,20057685,648506.3438314111,4382986.130846469,2.4828942624292454,0.2603856959236335,478251.6827470359,0.003554099089700531
20221002,3,166853,22767,4934,960,8654.871106748153,25874671,1075431.6671054424,6642019.303504436,2.4828942624292454,0.2603856959236335,736954.5019837163,0.006448507113385133
20221003,1,25371,3825,773,144,1344.6299823829106,19898378,637941.0786874737,4146179.1877019247,2.321794247279102,0.23557943967563022,447657.4490734452,0.0012750285475529714
20221003,2,71341,10342,2071,391,3716.133053918889,20057685,721527.503777667,4920200.03249507,2.321794247279102,0.23557943967563022,516976.5492327528,0.003556791324621959
20221003,3,166896,23079,4976,963,9108.689402422502,25874671,1088366.7549583013,6893813.54589119,2.321794247279102,0.23557943967563022,727515.2152218428,0.006450168970264395
20221004,1,25299,3888,760,149,1382.0491490654285,19898378,684459.271265353,4498776.96590355,1.9823372042303302,0.20676228559392684,484096.8103681593,0.0012714101621750275
20221004,2,71515,10552,2117,406,3815.1694681076506,20057685,711047.954198659,4919422.382912715,1.9823372042303302,0.20676228559392684,521627.6179554685,0.0035654663038132265
20221004,3,167167,23467,5059,1014,9475.240007154334,25874671,1122354.8478053517,7335483.796813695,1.9823372042303302,0.20676228559392684,778820.0604035391,0.006460642533387188
20221005,1,25337,3917,750,149,1449.6999972651845,19898378,646750.1694836266,4623590.473667326,2.0038691510415756,0.20341087145087747,469305.0124016187,0.0012733198655689424
20221005,2,71524,10675,2129,411,3979.958946733336,20057685,781802.0303327618,5609655.233512736,2.0038691510415756,0.20341087145087747,576038.1218326407,0.003565915009633465
20221005,3,167266,23862,5078,1023,9811.40643077185,25874671,1161551.086972192,7861792.819815224,2.0038691510415756,0.20341087145087747,823725.6767975761,0.0064644686689929315
20221006,1,25254,3922,742,142,1437.7041767097871,19898378,631113.6564941793,4744544.570998088,1.9271693169192707,0.19633456730900842,463291.7986774413,0.0012691486713138126
20221006,2,71259,10721,2130,453,4466.646765974255,20057685,850285.1447933178,6070992.621236748,1.9271693169192707,0.19633456730900842,625227.8739912218,0.003552703116037569
20221006,3,166684,24152,5160,1049,10340.765968847112,25874671,1180375.8506545117,8341634.881941638,1.9271693169192707,0.19633456730900842,844143.3343481172,0.006441975629371288
20221007,1,25298,3922,740,141,1346.5472208830338,19898378,626182.2497171191,4443469.795258062,1.609595264028823,0.1743860930264053,456109.8378536479,0.0012713599068225562
20221007,2,71294,10763,2156,468,4418.2139703424255,20057685,869744.3036166383,6097727.346956607,1.609595264028823,0.1743860930264053,655740.0349530206,0.003554448083116272
20221007,3,166485,24252,5170,1072,10047.006299731325,25874671,1235804.3059576377,8341477.622101719,1.609595264028823,0.1743860930264053,896143.0495326142,0.0064342847103253985
20221008,1,25970,4004,745,148,1375.7841920076823,19898378,687115.7905177237,4535687.91210103,1.5303346401359448,0.17204213536947838,490117.08519342856,0.0013051315036833656
20221008,2,73013,11060,2227,465,4194.540991009762,20057685,859009.9444000061,5813948.3909631735,1.5303346401359448,0.17204213536947838,653169.8499102128,0.0036401508947817257
20221008,3,170727,25227,5371,1169,10484.388119281866,25874671,1251436.3589444503,8136676.8796996325,1.5303346401359448,0.17204213536947838,922055.1714224605,0.00659822882385635
20221009,1,25907,3984,730,148,1323.7866271545074,19898378,682088.7233669612,4372591.0175056085,1.7241433341365577,0.19855519593771848,483521.3881289278,0.0013019654164776646
