date,age_group,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20211103,0 - 17,25753,3794,3794,507,2832.224593467199,14044453,436145.31301085564,1491806.4131419845,1.9639960270829748,0.35875545835132405,271987.6069403722,0.0018336776804336915
20211103,18 - 34,34125,4782,4782,273,1635.5325010972801,14704349,235159.10939852058,795526.6312727131,1.9639960270829748,0.35875545835132405,145267.17339983318,0.002320741979124679
20211103,35 - 54,152029,23548,23546,2194,10385.339988356413,17542141,414923.51030490163,1200679.171529213,1.9639960270829748,0.35875545835132405,250670.24082443104,0.008666501996535087
20211103,55 - 74,376767,31482,31478,2004,11097.23733060965,14608166,129687.15811581005,441545.68635701115,1.9639960270829748,0.35875545835132405,78558.47152346605,0.025791533310889264
20211103,75 - 119,83453,4554,4554,186,1411.3741696630227,4931625,18042.93785470787,84411.61464568855,1.9639960270829748,0.35875545835132405,11068.438408356165,0.016922008465769398
20211104,0 - 17,25692,3679,3679,458,2593.924665329157,14044453,425169.802892938,1411707.1551278494,1.9824677014492071,0.37378386692785737,258421.15128253045,0.0018293343286491827
20211104,18 - 34,33851,4670,4670,260,1585.1758019515855,14704349,230086.493338984,795293.2723751103,1.9824677014492071,0.37378386692785737,137473.63553101974,0.0023021080362007184
20211104,35 - 54,150951,23362,23361,2117,9999.045177925911,17542141,416020.37074428354,1161723.7696469168,1.9824677014492071,0.37378386692785737,243686.4447643521,0.00860504997651085
20211104,55 - 74,373266,31168,31166,2011,11135.031476005795,14608166,133591.2534374949,440831.79757957946,1.9824677014492071,0.37378386692785737,78374.20581964408,0.025551872836056217
20211104,75 - 119,82399,4425,4425,173,1317.0445676994307,4931625,17543.904317902394,78520.00693480732,1.9824677014492071,0.37378386692785737,10342.571030564417,0.016708285808430284
20211105,0 - 17,25611,3600,3600,408,2302.2877913036864,14044453,402058.3930293649,1307273.6463931238,2.222135230390416,0.41179648555221177,236273.88070222817,0.0018235669270992613
20211105,18 - 34,33754,4638,4638,259,1530.9004079904394,14704349,225375.848319615,769749.8121613486,2.222135230390416,0.41179648555221177,130689.68201697707,0.0022955113483772724
20211105,35 - 54,150310,23041,23040,2054,9482.142933205867,17542141,426603.9523216551,1109961.2621192338,2.222135230390416,0.41179648555221177,237660.03168633254,0.008568509396886047
20211105,55 - 74,372024,31279,31278,1940,10681.460447311367,14608166,138418.67209817795,430049.4707622946,2.222135230390416,0.41179648555221177,77175.66322636297,0.02546685189639822
20211105,75 - 119,82047,4362,4362,161,1260.4910681886686,4931625,16656.066788943448,74725.33276527136,2.222135230390416,0.41179648555221177,9310.383850506914,0.01663690974070413
20211106,0 - 17,25277,3458,3458,371,2209.197337554714,14044453,387993.3739821655,1295271.801635213,1.954993084409823,0.34907200514215525,219910.10724562814,0.0017997852960168687
20211106,18 - 34,33428,4520,4520,254,1544.7819084456219,14704349,238855.12785706305,809751.1820501112,1.954993084409823,0.34907200514215525,134423.13662223396,0.0022733410367232173
20211106,35 - 54,149016,22568,22567,1915,9250.629516773499,17542141,416404.01751350734,1093956.4645217562,1.954993084409823,0.34907200514215525,225613.1984024011,0.008494744170623186
20211106,55 - 74,371449,31328,31327,1862,10605.01468239272,14608166,135491.1965468452,427061.980652165,1.954993084409823,0.34907200514215525,73526.2909364458,0.02542749035026026
20211106,75 - 119,81897,4242,4242,149,1232.342278575592,4931625,15910.67370137006,71168.86950636168,1.954993084409823,0.34907200514215525,8637.032340532214,0.016606493802752642
20211107,0 - 17,25243,3402,3402,369,2152.91001642873,14044453,389681.19652538793,1233424.2044611773,1.9720248679145356,0.3481781085554959,219361.80640906497,0.001797364411415667
20211107,18 - 34,33407,4522,4522,259,1596.3281259396847,14704349,239385.11990819726,826982.2282914391,1.9720248679145356,0.3481781085554959,133252.99259009704,0.0022719128878129864
20211107,35 - 54,148873,22580,22579,1833,8830.872271513945,17542141,397051.2072673138,1046984.5205190629,1.9720248679145356,0.3481781085554959,216539.3532094742,0.008486592372048542
20211107,55 - 74,371619,31763,31762,1866,10544.334945284307,14608166,135758.5571613043,426048.16836943326,1.9720248679145356,0.3481781085554959,74014.91909336191,0.025439127676944527
20211107,75 - 119,81858,4220,4220,154,1195.7554949568805,4931625,16876.168712453855,69091.87437435477,1.9720248679145356,0.3481781085554959,9456.547913452174,0.016598585658885254
20211108,0 - 17,25057,3390,3390,353,2060.1401037889655,14044453,367885.03521498234,1159295.7249039926,1.9820848091327106,0.34144849533181565,204323.3176074352,0.0017841207485973288
20211108,18 - 34,33351,4525,4525,270,1685.9369041830982,14704349,260991.44412575036,889574.5950859049,1.9820848091327106,0.34144849533181565,144449.83681475843,0.0022681044907190383
20211108,35 - 54,148530,22446,22446,1789,8493.660972026306,17542141,380003.1115795907,1007223.6589970535,1.9820848091327106,0.34144849533181565,208396.1534616588,0.008467039456586285
20211108,55 - 74,371188,32000,32000,1851,10498.850883801791,14608166,133979.72467637135,425262.7257167241,1.9820848091327106,0.34144849533181565,73027.92994597871,0.025409623631056765
20211108,75 - 119,81702,4150,4150,151,1145.1304253049225,4931625,18027.30946677289,69001.1586493368,1.9820848091327106,0.34144849533181565,10036.385690477318,0.01656695308341571
20211109,0 - 17,24865,3447,3447,351,2086.910624757463,14044453,354303.35598548874,1167396.1007817623,1.7893982814072773,0.3088634536369474,197020.26679197163,0.0017704498708493667
20211109,18 - 34,33182,4594,4594,283,1742.9340691856542,14704349,265080.0187809082,891204.2692083225,1.7893982814072773,0.3088634536369474,145996.01021763703,0.0022566112923462305
20211109,35 - 54,148157,22388,22388,1767,8466.951599245473,17542141,374500.3796387849,997659.0573258703,1.7893982814072773,0.3088634536369474,205947.59408117004,0.008445776373590886
20211109,55 - 74,370749,32321,32321,1800,10340.420463735318,14608166,131597.52308614293,423227.94743159274,1.7893982814072773,0.3088634536369474,72077.65739537845,0.025379571946266218
20211109,75 - 119,81537,4150,4150,137,1077.9062213118152,4931625,16604.622714025096,66521.4804400415,1.7893982814072773,0.3088634536369474,9309.990156146536,0.016533495551669074
20211110,0 - 17,24637,3481,3481,359,2136.9549546563926,14044453,358009.2791614529,1231974.1411511975,1.8118089675630404,0.31367383467815596,205170.89335031225,0.0017542157035236616
20211110,18 - 34,32982,4538,4538,276,1669.3970447214294,14704349,260020.2807196152,863177.6974970561,1.8118089675630404,0.31367383467815596,145304.4578383586,0.0022430098741535584
20211110,35 - 54,147501,22183,22183,1743,8250.875493337162,17542141,362191.9619446082,971040.6236774698,1.8118089675630404,0.31367383467815596,202964.13603563578,0.008408380710199514
20211110,55 - 74,370371,32650,32650,1814,10397.178192148558,14608166,128610.49973859116,421636.7742758773,1.8118089675630404,0.31367383467815596,71966.06607720966,0.025353696008109435
20211110,75 - 119,81406,4102,4102,129,1017.7595618256678,4931625,15035.472625260287,62582.28625399795,1.8118089675630404,0.31367383467815596,8617.462405262686,0.016506932299191444
20211111,0 - 17,24462,3510,3510,404,2484.6653115947993,14044453,387821.72773884813,1474805.1914593934,1.58696338421125,0.26136738778071894,241827.33493588516,0.0017417552680763003
20211111,18 - 34,32747,4564,4564,285,1799.3926301264773,14704349,235161.91711311758,906054.5806233905,1.58696338421125,0.26136738778071894,145559.93414700462,0.0022270282077771686
20211111,35 - 54,146743,22065,22065,1797,8939.185330250477,17542141,346576.91486935655,1049242.0860178678,1.58696338421125,0.26136738778071894,209305.3831543335,0.008365170477195457
20211111,55 - 74,369603,33013,33013,1821,10944.719560892143,14608166,122269.33366719479,448112.39312027465,1.58696338421125,0.26136738778071894,73740.31957028423,0.02530112267344169
20211111,75 - 119,81164,4073,4073,130,1056.3573031945195,4931625,14249.980347394452,64302.214779848495,1.58696338421125,0.26136738778071894,8946.823602532351,0.016457861252629713
20211112,0 - 17,24430,3575,3575,426,2659.404953898529,14044453,383863.539826745,1557000.4548289268,1.3597612053761288,0.2275743715362958,245493.2888650907,0.00173947678845164
20211112,18 - 34,32545,4538,4538,300,1887.489514580509,14704349,235847.73492264102,920800.7612674788,1.3597612053761288,0.2275743715362958,151354.52810992964,0.0022132907754025695
20211112,35 - 54,146287,21916,21916,1820,9192.27830840476,17542141,336060.982710784,1070827.9750070837,1.3597612053761288,0.2275743715362958,209009.98025151354,0.008339175930691698
20211112,55 - 74,369221,33216,33216,1854,11082.747041416298,14608166,120470.66416526116,454882.17056330707,1.3597612053761288,0.2275743715362958,74907.46635387851,0.025274972915833513
20211112,75 - 119,81065,4017,4017,115,1007.8655903263206,4931625,12290.18898834631,61987.08837327444,1.3597612053761288,0.2275743715362958,7999.03487091697,0.01643778673358173
20211113,0 - 17,24394,3644,3644,454,2909.180516797676,14044453,393849.0721230702,1742331.0003448126,1.3586040247155609,0.21384690846297227,268006.95007884334,0.0017369134988738971
20211113,18 - 34,32456,4484,4484,302,1924.9514715348641,14704349,228880.55808320222,948759.8631402601,1.3586040247155609,0.21384690846297227,153359.23850258504,0.0022072381443068306
20211113,35 - 54,146361,21859,21859,1880,9927.844491293758,17542141,327427.1515178736,1171806.0045419387,1.3586040247155609,0.21384690846297227,218647.3428805522,0.008343394343940115
20211113,55 - 74,369625,33571,33571,1874,11669.120102180023,14608166,113005.29323390815,475767.86911611015,1.3586040247155609,0.21384690846297227,75647.99577438796,0.02530262868042436
20211113,75 - 119,81058,3999,3999,96,956.3997510791422,4931625,9364.874155301037,57557.00333739354,1.3586040247155609,0.21384690846297227,6410.178094881056,0.016436367323143995
20211114,0 - 17,24369,3756,3756,491,3141.547533693792,14044453,393859.3803100074,1805190.8486800594,1.5551155781700854,0.24471204789814768,275973.3215361527,0.001735133436667131
20211114,18 - 34,32300,4414,4413,302,1894.9596183990354,14704349,219866.49646764796,936163.828186589,1.5551155781700854,0.24471204789814768,154759.87376180067,0.0021966290381165462
20211114,35 - 54,145759,21587,21587,1895,10198.691978817957,17542141,323982.29589892045,1200935.6348239363,1.5551155781700854,0.24471204789814768,223315.3597604479,0.008309076982108398
20211114,55 - 74,369334,33419,33419,1882,11773.996464378122,14608166,110206.40549738474,476409.9044401663,1.5551155781700854,0.24471204789814768,75762.26087431748,0.025282708315335408
20211114,75 - 119,81013,3934,3933,104,950.0687581832552,4931625,10257.135856577353,61748.58834455226,1.5551155781700854,0.24471204789814768,6873.461365676755,0.01642724254175855
20211115,0 - 17,24176,3856,3856,524,3465.1156543278476,14044453,399739.6288005119,2025703.9845015705,1.4388098618087257,0.21597239312465852,300079.21912601875,0.0017213913564308983
20211115,18 - 34,32119,4364,4363,316,2036.3405647904478,14704349,225838.5592438492,1028585.3847843505,1.4388098618087257,0.21597239312465852,166143.71852412043,0.002184319754652178
20211115,35 - 54,145116,21599,21599,1916,10921.36734392197,17542141,309103.82570099656,1293293.3501483195,1.4388098618087257,0.21597239312465852,226058.40866042566,0.00827242239131472
20211115,55 - 74,368811,33343,33343,1885,12246.28714735468,14608166,102521.58313639372,487427.7585469954,1.4388098618087257,0.21597239312465852,74642.30838865279,0.025246906422065576
20211115,75 - 119,80888,3831,3830,100,951.2057611521604,4931625,9195.472857554052,62883.08886948245,1.4388098618087257,0.21597239312465852,6630.846539550569,0.016401895926798978
20211116,0 - 17,24242,3999,3999,540,3485.4298576656633,14044453,408318.41463550425,2047615.0999170989,1.4030776119366704,0.22149198505369283,312958.1508163475,0.0017260907206567604
20211116,18 - 34,32188,4329,4328,317,2006.582602379114,14704349,215776.76549925416,1018817.3520758332,1.4030776119366704,0.22149198505369283,164118.5024579603,0.00218901224392865
20211116,35 - 54,145276,21735,21735,1967,10978.588256824689,17542141,306586.8019548508,1299107.320321052,1.4030776119366704,0.22149198505369283,231316.3814997428,0.008281543284824812
20211116,55 - 74,368829,33379,33379,1870,12045.153376999358,14608166,98716.84513548003,476459.6870452299,1.4030776119366704,0.22149198505369283,73681.25959662745,0.025248138609596852
20211116,75 - 119,80776,3689,3688,91,879.861500830181,4931625,8059.7701262158525,58775.60631145883,1.4030776119366704,0.22149198505369283,6020.770482819174,0.016379185359795198
20211117,0 - 17,24310,4124,4124,555,3615.696315105154,14044453,406751.2022321211,2095701.503265727,1.3060186612475817,0.20817162399713346,320352.8362905028,0.0017309324898591636
20211117,18 - 34,32107,4334,4333,322,2034.8171355770246,14704349,222880.73905985983,1057430.6759075893,1.3060186612475817,0.20817162399713346,174101.26789753002,0.0021835036695606177
20211117,35 - 54,145253,21875,21875,1984,11068.319015300749,17542141,300881.86720201763,1319173.2767015046,1.3060186612475817,0.20817162399713346,234556.76123356918,0.008280232156382735
20211117,55 - 74,368516,33365,33365,1826,11800.170556031593,14608166,94386.26923972339,467280.8074055303,1.3060186612475817,0.20817162399713346,72370.26360197521,0.02522671223752523
20211117,75 - 119,80715,3572,3571,86,867.5323102868739,4931625,6648.768234598271,53858.1156506218,1.3060186612475817,0.20817162399713346,5080.877321818239,0.016366816211694928
20211118,0 - 17,24527,4275,4275,557,3617.863564443528,14044453,407764.4268082536,2093733.2918011856,1.3399944926847975,0.2247838488518317,318617.3331051179,0.0017463834298138917
20211118,18 - 34,32318,4369,4368,319,2007.4170007839946,14704349,217375.90021176595,1005261.9760969607,1.3399944926847975,0.2247838488518317,169829.45654608327,0.002197853165753887
20211118,35 - 54,146029,22051,22051,2017,11130.564391428266,17542141,306821.67665628914,1333322.0806180928,1.3399944926847975,0.2247838488518317,238627.6271531086,0.008324468489906678
20211118,55 - 74,369466,33400,33400,1809,11627.294900983949,14608166,91147.40436416058,456289.33057764795,1.3399944926847975,0.2247838488518317,69794.30789610608,0.025291744357231426
20211118,75 - 119,80815,3505,3504,81,854.9942602510006,4931625,6011.049683892912,52873.8240291583,1.3399944926847975,0.2247838488518317,4696.432031122709,0.016387093503662586
20211119,0 - 17,24514,4343,4343,564,3624.449040155486,14044453,416889.7946948616,2205930.638548482,1.15046119778958,0.19533727281159266,348461.2789277565,0.0017454577974663733
20211119,18 - 34,32157,4315,4314,314,1893.4275856459033,14704349,213993.5836221192,1070086.5770394122,1.15046119778958,0.19533727281159266,183862.26737749844,0.0021869040241087856
20211119,35 - 54,146187,22241,22241,2052,11089.20057196195,17542141,303222.1186838366,1312690.5028807416,1.15046119778958,0.19533727281159266,241112.2514139288,0.008333475372247892
20211119,55 - 74,369734,33600,33600,1781,11413.701477324816,14608166,88462.32383561206,446202.687916893,1.15046119778958,0.19533727281159266,68574.69073559932,0.02531009026047486
20211119,75 - 119,80867,3462,3461,88,860.9657244147863,4931625,6841.2588459656545,52629.12269383347,1.15046119778958,0.19533727281159266,5318.472220473949,0.01639763769548577
20211120,0 - 17,24513,4396,4396,580,3720.642635139644,14044453,435848.10813459824,2322047.06125028,1.0812633557458584,0.19355483284403036,371524.22732739366,0.0017453865949781028
20211120,18 - 34,31970,4273,4272,291,1780.4901361939367,14704349,193078.36620165806,973332.2071080375,1.0812633557458584,0.19355483284403036,167150.68148758172,0.0021741866980986373
20211120,35 - 54,146045,22519,22519,2136,11393.325942616675,17542141,309030.6580014949,1345152.3184204705,1.0812633557458584,0.19355483284403036,250058.4769257039,0.008325380579257686
20211120,55 - 74,368802,33499,33499,1761,11305.527958271035,14608166,87843.62882961595,449641.0464937587,1.0812633557458584,0.19355483284403036,69430.19445490846,0.025246290328299937
20211120,75 - 119,80591,3369,3368,92,851.5077547156116,4931625,6796.216264555054,53115.95368797285,1.0812633557458584,0.19355483284403036,5516.3589324026825,0.016341672369655034
20211121,0 - 17,24429,4416,4416,567,3664.8115427307043,14044453,438369.1746355096,2348289.6450847634,1.0414984417173219,0.18454072930081966,376569.31894953334,0.0017394055859633693
20211121,18 - 34,31897,4263,4263,293,1785.1861614237052,14704349,197645.30863439973,1009284.2317925822,1.0414984417173219,0.18454072930081966,171115.6832490216,0.002169222180458312
20211121,35 - 54,145937,22691,22691,2134,11587.537716816232,17542141,306388.17099882284,1352929.5584301255,1.0414984417173219,0.18454072930081966,247265.05204953608,0.008319223976138374
20211121,55 - 74,368649,33646,33646,1737,11278.39858553584,14608166,88299.48754599778,454916.78511890036,1.0414984417173219,0.18454072930081966,69608.38011936302,0.0252358167342841
20211121,75 - 119,80474,3314,3314,86,830.7400078030898,4931625,6097.683969508999,50387.949456648865,1.0414984417173219,0.18454072930081966,4886.412845798964,0.016317947938052874
20211122,0 - 17,24510,4565,4565,605,3761.761903771021,14044453,435523.26885878993,2217929.871016924,1.0824953195565445,0.1930042765405198,367658.5119471986,0.0017451729875132909
20211122,18 - 34,31741,4272,4272,306,1715.651341443225,14704349,207642.70546081683,967177.9984708185,1.0824953195565445,0.1930042765405198,174231.20879390987,0.0021586130742680277
20211122,35 - 54,145677,22827,22827,2157,11402.307040739148,17542141,305098.6092041101,1311556.5215633344,1.0824953195565445,0.1930042765405198,247290.11749821884,0.008304402524184476
20211122,55 - 74,368259,33748,33748,1752,11027.743272662783,14608166,88969.71216060536,448714.3955518811,1.0824953195565445,0.1930042765405198,70735.32133143107,0.025209119337773134
20211122,75 - 119,80384,3234,3234,86,815.1850129435251,4931625,6042.756660059202,48055.82466244112,1.0824953195565445,0.1930042765405198,4878.762446513862,0.01629969837528198
20211123,0 - 17,24427,4705,4705,621,3870.4881707461154,14044453,449123.0166393802,2260866.0644223327,1.0708889258131506,0.18465024796692098,374451.50373847934,0.001739263180986828
20211123,18 - 34,31670,4312,4312,294,1692.3753165167618,14704349,200268.65605885498,953482.9081464926,1.0708889258131506,0.18465024796692098,169778.70318347745,0.0021537845708096293
20211123,35 - 54,145360,23023,23023,2168,11483.686890072959,17542141,306879.8320629767,1321656.438364661,1.0708889258131506,0.18465024796692098,246498.0505962183,0.00828633175391761
20211123,55 - 74,367964,33766,33766,1722,10907.990536491217,14608166,88335.32860850163,444593.7933793398,1.0708889258131506,0.18465024796692098,69710.24126892096,0.02518892515323279
20211123,75 - 119,80302,3182,3182,77,792.4195914113318,4931625,5296.395250573801,46574.11126226396,1.0708889258131506,0.18465024796692098,4231.488175371723,0.016283070995868502
20211124,0 - 17,24524,4801,4801,631,3962.950958531957,14044453,431859.68199399114,2177275.590072226,1.092626364157387,0.18603975038133486,356212.51221907214,0.0017461698223490798
20211124,18 - 34,31668,4395,4395,305,1817.0345365089531,14704349,205826.55254004468,1008123.4459710163,1.092626364157387,0.18603975038133486,174007.1613546693,0.0021536485566277025
20211124,35 - 54,145675,23479,23478,2231,11840.046832693175,17542141,322690.20132343436,1361924.914336605,1.092626364157387,0.18603975038133486,254728.58479043312,0.0083042885130156
20211124,55 - 74,368020,34065,34065,1729,10985.550459895549,14608166,91085.85244179382,444435.3985703131,1.092626364157387,0.18603975038133486,70282.68616338886,0.02519275862555231
20211124,75 - 119,80290,3175,3175,71,760.8712517554067,4931625,5115.320604565619,45813.43346750695,1.092626364157387,0.18603975038133486,3877.202671116338,0.016280637720832384
20211125,0 - 17,24341,4803,4803,637,4033.483592630541,14044453,426617.38149623474,2156389.5558774504,1.217836813732938,0.20934042223239785,349901.3004556954,0.0017331397669955533
20211125,18 - 34,31450,4445,4445,324,1901.7615524806577,14704349,214960.96992876008,1007344.0219412434,1.217836813732938,0.20934042223239785,179617.4615420677,0.0021388230107976898
20211125,35 - 54,145224,23807,23806,2235,11969.712016167934,17542141,327926.7251360069,1390089.1416682743,1.217836813732938,0.20934042223239785,258384.08676953887,0.008278578994434032
20211125,55 - 74,367238,34239,34239,1704,10982.066638521997,14608166,88591.50449696796,445243.5118508803,1.217836813732938,0.20934042223239785,68526.6322226647,0.025139226922804684
20211125,75 - 119,80071,3158,3158,66,734.2880888729674,4931625,4414.973609002633,42588.07977765384,1.217836813732938,0.20934042223239785,3252.158475285346,0.016236230451423212
20211126,0 - 17,24337,4807,4807,632,3929.2438189240165,14044453,413440.2578998868,2094265.8366473163,1.2085526270715554,0.2117767318842602,333433.3687464829,0.0017328549570424707
20211126,18 - 34,31421,4470,4470,347,1992.7541981613624,14704349,229688.86351628831,1052404.5660743713,1.2085526270715554,0.2117767318842602,186575.21640858223,0.0021368508051597523
20211126,35 - 54,144940,24047,24046,2224,11543.548784982022,17542141,330414.49342579045,1343655.9931764184,1.2085526270715554,0.2117767318842602,257927.5566855782,0.00826238940845362
20211126,55 - 74,366627,33976,33976,1704,10665.908443502693,14608166,90583.91669170969,437811.5283328307,1.2085526270715554,0.2117767318842602,69400.57186458085,0.02509740100160417
20211126,75 - 119,79899,3151,3151,71,706.660286515707,4931625,4551.848682468393,40959.29500463764,1.2085526270715554,0.2117767318842602,3486.207720086389,0.01620135350923884
20211127,0 - 17,24174,4833,4833,616,3881.5345509003646,14044453,397492.5066047484,2033889.2564162044,1.2921195832399313,0.22126841625570556,313254.52798772464,0.001721248951454357
20211127,18 - 34,31209,4473,4473,357,2098.9771328937622,14704349,240011.98918262642,1106865.6724347866,1.2921195832399313,0.22126841625570556,185869.13991636038,0.0021224333018755198
20211127,35 - 54,144343,24150,24149,2189,11562.183862727525,17542141,338296.3714179205,1360944.7433648682,1.2921195832399313,0.22126841625570556,255186.56953417024,0.008228357074544093
20211127,55 - 74,365836,34036,34036,1690,10684.872543208807,14608166,93130.89253914516,435692.90723171417,1.2921195832399313,0.22126841625570556,68191.34978101721,0.025043253205090907
20211127,75 - 119,79766,3104,3104,74,703.1631657915813,4931625,5550.280828548522,42462.10763990475,1.2921195832399313,0.22126841625570556,4013.2514885790824,0.016174384710921856
20211128,0 - 17,24273,4878,4878,588,3768.2267915929638,14044453,371695.794679649,1847649.5315560217,1.428754046024865,0.24340983953331605,281414.71464302257,0.0017282979977931501
20211128,18 - 34,31303,4503,4503,356,2120.8192164396396,14704349,241707.295888321,1098345.2857557272,1.428754046024865,0.24340983953331605,179447.9699433635,0.002128825968426076
20211128,35 - 54,144587,24274,24273,2196,11742.218338522598,17542141,364468.91499119205,1379147.9130245876,1.428754046024865,0.24340983953331605,255973.5564546636,0.008242266437146982
20211128,55 - 74,366063,33857,33857,1640,10576.618703716733,14608166,96624.85631310933,427871.51139680605,1.428754046024865,0.24340983953331605,65576.18618112266,0.025058792458957545
20211128,75 - 119,79684,3061,3061,67,697.5879549496335,4931625,5594.629300098478,43489.91184172444,1.428754046024865,0.24340983953331605,3858.874202323925,0.016157757331508378
20211129,0 - 17,24567,4985,4985,604,3963.7283423907566,14044453,398287.7325290392,2052534.8814663321,1.4909552142460165,0.239061959798018,306345.2449915152,0.0017492315293447171
20211129,18 - 34,31574,4624,4624,373,2311.653169307732,14704349,242694.377894203,1185785.0419042914,1.4909552142460165,0.239061959798018,185138.85418231462,0.0021472558900771464
20211129,35 - 54,145668,24877,24876,2230,12388.246780258893,17542141,350041.70777624374,1449723.5915939556,1.4909552142460165,0.239061959798018,258319.8550633505,0.008303889473924533
20211129,55 - 74,366973,33918,33918,1598,10573.667696126271,14608166,88106.9629279018,426821.48817801184,1.4909552142460165,0.239061959798018,63495.1384382804,0.025121086384149796
20211129,75 - 119,79837,3050,3050,68,707.5750723448474,4931625,5559.081335105446,44968.74934968718,1.4909552142460165,0.239061959798018,4095.177329525297,0.016188781588218893
20211130,0 - 17,24825,5130,5130,598,4063.9401484000223,14044453,412619.1516801983,2170880.74302442,1.5494662957879968,0.24003298741887466,314720.7497883771,0.0017676017713185413
20211130,18 - 34,31853,4814,4814,369,2311.6418269832125,14704349,246792.17941051885,1160426.3521512258,1.5494662957879968,0.24003298741887466,184392.08386737457,0.0021662298684559243
20211130,35 - 54,146677,25627,25626,2239,12957.052129528045,17542141,342596.66344060074,1475162.3813658126,1.5494662957879968,0.24003298741887466,253724.12957896682,0.008361408108622546
20211130,55 - 74,367984,34392,34392,1520,10420.980024076822,14608166,81731.72319318488,417010.54185498884,1.5494662957879968,0.24003298741887466,59452.26706391251,0.02519029425048976
20211130,75 - 119,79949,3058,3058,70,708.199231291327,4931625,5556.646821156566,45336.4288283465,1.5494662957879968,0.24003298741887466,4169.944606254028,0.01621149215522267
20211201,0 - 17,24987,5107,5107,608,4130.850728124065,14044453,413924.1191247357,2157521.3046079013,1.3674972778118764,0.21118596254189764,313762.6080836706,0.0017791365744183843
20211201,18 - 34,32175,5058,5058,390,2452.996175289119,14704349,252795.23622313014,1195111.1735750418,1.3674972778118764,0.21118596254189764,191517.88705485777,0.002188128151746126
20211201,35 - 54,147405,26211,26210,2226,12758.513681478376,17542141,339205.28681097593,1454273.9463101726,1.3674972778118764,0.21118596254189764,253150.06589209102,0.008402908174093459
20211201,55 - 74,368384,34868,34868,1502,10368.690918647937,14608166,81937.48751218483,414326.6062996766,1.3674972778118764,0.21118596254189764,60079.749649603895,0.025217676195629212
20211201,75 - 119,80022,3090,3090,70,733.068478970994,4931625,5882.5091493820155,44938.79009753776,1.3674972778118764,0.21118596254189764,4319.319628488235,0.01622629457835906
20211202,0 - 17,25783,5305,5305,644,4483.346404102921,14044453,419609.2334628236,2257258.6424214817,1.4359221406286258,0.21540421321367956,312997.49934259435,0.0018358137550818106
20211202,18 - 34,33838,5474,5474,411,2623.8851768920194,14704349,245873.45963250057,1160968.6783112672,1.4359221406286258,0.21540421321367956,179225.03660115346,0.002301223944018195
20211202,35 - 54,151818,27388,27387,2308,13625.619506952207,17542141,347823.61433104094,1490919.38683595,1.4359221406286258,0.21540421321367956,251741.8114961827,0.008654473818218654
20211202,55 - 74,371511,35391,35391,1463,10457.937302138998,14608166,79869.36536524196,412314.22203343967,1.4359221406286258,0.21540421321367956,56709.210875948585,0.025431734551756874
20211202,75 - 119,80417,3125,3125,68,752.835821927212,4931625,5844.522770285714,46000.60453139916,1.4359221406286258,0.21540421321367956,4165.995346251717,0.016306389881631307
20211203,0 - 17,26398,5458,5458,668,4729.745245596702,14044453,424531.5907348328,2278741.706568289,1.4501156873057655,0.21388898489020045,310789.0634247676,0.0018796032853682517
20211203,18 - 34,34873,5706,5706,419,2748.056168661298,14704349,244060.94816354962,1171639.6598166097,1.4501156873057655,0.21388898489020045,175070.04391947077,0.002371611283165273
