date,region,active_cases
2020-07-01,East Midlands,3382.177268405257
2020-07-01,East of England,1943.5669697907301
2020-07-01,London,2630.3771847892012
2020-07-01,North East,825.3180022113247
2020-07-01,North West,4113.678192652852
2020-07-01,Northern Ireland,574.1536670290212
2020-07-01,Scotland,2889.891292040011
2020-07-01,South East,2725.4725217041437
2020-07-01,South West,1214.585041913615
2020-07-01,Wales,5977.330152368613
2020-07-01,West Midlands,3015.38825742877
2020-07-01,Yorkshire and The Humber,3049.93036463549
2020-07-02,East Midlands,3214.4528456529656
2020-07-02,East of England,1863.5340315687101
2020-07-02,London,2580.2623295356284
2020-07-02,North East,882.1900410361611
2020-07-02,North West,4040.1798797304414
2020-07-02,Northern Ireland,565.3841600234302
2020-07-02,Scotland,2779.369795264493
2020-07-02,South East,2711.575055797518
2020-07-02,South West,1227.308740842463
2020-07-02,Wales,5655.087679256539
2020-07-02,West Midlands,3080.4250543303315
2020-07-02,Yorkshire and The Humber,2939.8246623146038
2020-07-03,East Midlands,3250.2721477372875
2020-07-03,East of England,1775.2614903857907
2020-07-03,London,2486.0402299382304
2020-07-03,North East,886.9322133632699
2020-07-03,North West,3940.8715516316784
2020-07-03,Northern Ireland,559.8922633451512
2020-07-03,Scotland,2586.594272052628
2020-07-03,South East,2660.7426691525957
2020-07-03,South West,1230.914400276933
2020-07-03,Wales,5343.897731465655
2020-07-03,West Midlands,3017.192556293886
2020-07-03,Yorkshire and The Humber,2871.030191099373
2020-07-04,East Midlands,3116.9566147345595
2020-07-04,East of England,1688.0915097435313
2020-07-04,London,2372.346096559057
2020-07-04,North East,729.2064594754117
2020-07-04,North West,3879.9468361577246
2020-07-04,Northern Ireland,553.9017099347474
2020-07-04,Scotland,2394.267076065293
2020-07-04,South East,2552.1375916421875
2020-07-04,South West,1239.1582544168048
2020-07-04,Wales,5050.931188245172
2020-07-04,West Midlands,3085.08651949984
2020-07-04,Yorkshire and The Humber,2961.019160364092
2020-07-05,East Midlands,3023.3140643816423
2020-07-05,East of England,1605.4302465194953
2020-07-05,London,2294.295726966656
2020-07-05,North East,749.5374978686287
2020-07-05,North West,3829.2968733800785
2020-07-05,Northern Ireland,544.6760426548369
2020-07-05,Scotland,2206.9805625864933
2020-07-05,South East,2473.1944868116375
2020-07-05,South West,1267.1529973872202
2020-07-05,Wales,4790.589699472766
2020-07-05,West Midlands,3125.776426467905
2020-07-05,Yorkshire and The Humber,2863.0353218959735
2020-07-06,East Midlands,3134.739363487395
2020-07-06,East of England,1531.3850090432347
2020-07-06,London,2222.740840718899
2020-07-06,North East,774.5315257748804
2020-07-06,North West,3759.085702405484
2020-07-06,Northern Ireland,537.5789818475245
2020-07-06,Scotland,2029.9499193994875
2020-07-06,South East,2391.911085669138
2020-07-06,South West,1294.01430761044
2020-07-06,Wales,4518.366389472998
2020-07-06,West Midlands,2914.355231579456
2020-07-06,Yorkshire and The Humber,2723.672808469074
2020-07-07,East Midlands,3173.5421884019415
2020-07-07,East of England,1451.188348391651
2020-07-07,London,2171.7565257344586
2020-07-07,North East,792.6447227181244
2020-07-07,North West,3709.1299325706764
2020-07-07,Northern Ireland,530.168645631206
2020-07-07,Scotland,1931.072987868799
2020-07-07,South East,2296.108325621988
2020-07-07,South West,1298.5967693744133
2020-07-07,Wales,4289.21624502902
2020-07-07,West Midlands,2798.557256116134
2020-07-07,Yorkshire and The Humber,2632.1624919745223
2020-07-08,East Midlands,2992.5278969863666
2020-07-08,East of England,1388.878164241787
2020-07-08,London,2135.998979132061
2020-07-08,North East,668.536622363543
2020-07-08,North West,3695.6243512341616
2020-07-08,Northern Ireland,529.0723572871177
2020-07-08,Scotland,1838.7338309093416
2020-07-08,South East,2230.571199062013
2020-07-08,South West,1314.3745132744418
2020-07-08,Wales,4090.8717156276243
2020-07-08,West Midlands,2892.963573810996
2020-07-08,Yorkshire and The Humber,2662.903052484536
2020-07-09,East Midlands,2840.947881888001
2020-07-09,East of England,1340.4699164530446
2020-07-09,London,2125.9583028053003
2020-07-09,North East,500.69575273871936
2020-07-09,North West,3711.4895087384602
2020-07-09,Northern Ireland,529.037384656647
2020-07-09,Scotland,1760.9848903696272
2020-07-09,South East,2169.341914521128
2020-07-09,South West,1311.4743275690764
2020-07-09,Wales,3901.767835823896
2020-07-09,West Midlands,2938.9006954800057
2020-07-09,Yorkshire and The Humber,2775.065555498213
2020-07-10,East Midlands,2582.2443384786457
2020-07-10,East of England,1316.9512694182629
2020-07-10,London,2178.8221314146385
2020-07-10,North East,536.2766983236114
2020-07-10,North West,3686.3285344623678
2020-07-10,Northern Ireland,535.1472061725588
2020-07-10,Scotland,1708.2608208790439
2020-07-10,South East,2142.7756841626415
2020-07-10,South West,1301.3967122287386
2020-07-10,Wales,3731.941089982631
2020-07-10,West Midlands,3108.6750081829928
2020-07-10,Yorkshire and The Humber,2699.708062925582
2020-07-11,East Midlands,2509.7401592250167
2020-07-11,East of England,1337.6740411018193
2020-07-11,London,2239.230700848822
2020-07-11,North East,1048.869711144986
2020-07-11,North West,3750.304155338231
2020-07-11,Northern Ireland,543.0923498347754
2020-07-11,Scotland,1682.5368455728033
2020-07-11,South East,2162.443446477086
2020-07-11,South West,1296.9216500127818
2020-07-11,Wales,3592.1547607058046
2020-07-11,West Midlands,3127.0252450145717
2020-07-11,Yorkshire and The Humber,2152.929528083778
2020-07-12,East Midlands,2619.636866329621
2020-07-12,East of England,1337.7126377817067
2020-07-12,London,2290.3313816806653
2020-07-12,North East,1051.0449198546569
2020-07-12,North West,3778.0276720402244
2020-07-12,Northern Ireland,0.0
2020-07-12,Scotland,1659.3835798087248
2020-07-12,South East,2174.022053663132
2020-07-12,South West,1305.8382093256237
2020-07-12,Wales,3496.7274761052536
2020-07-12,West Midlands,2978.0503811118824
2020-07-12,Yorkshire and The Humber,2126.4800368732895
2020-07-13,East Midlands,2452.1550164534206
2020-07-13,East of England,1324.4638721436002
2020-07-13,London,2331.259577696099
2020-07-13,North East,983.5652709555571
2020-07-13,North West,3766.19019420078
2020-07-13,Northern Ireland,555.5150358480935
2020-07-13,Scotland,1709.5208152918815
2020-07-13,South East,2182.2802014299587
2020-07-13,South West,1329.540754865011
2020-07-13,Wales,3430.161041488098
2020-07-13,West Midlands,3118.6476289409884
2020-07-13,Yorkshire and The Humber,2204.960916984972
2020-07-14,East Midlands,2179.653771440872
2020-07-14,East of England,1348.1915047794646
2020-07-14,London,2381.80254936197
2020-07-14,North East,983.0198593637055
2020-07-14,North West,3808.4045107541265
2020-07-14,Northern Ireland,559.7531227739676
2020-07-14,Scotland,1690.77147451596
2020-07-14,South East,2223.5202098069076
2020-07-14,South West,1366.316583894476
2020-07-14,Wales,3425.5763784289734
2020-07-14,West Midlands,3319.289629618712
2020-07-14,Yorkshire and The Humber,2224.3462174639903
2020-07-15,East Midlands,1981.5526071715412
2020-07-15,East of England,1358.763886496398
2020-07-15,London,2471.4462276326017
2020-07-15,North East,737.3700547566151
2020-07-15,North West,3861.7452545943197
2020-07-15,Northern Ireland,565.2916061311502
2020-07-15,Scotland,1667.6553044361344
2020-07-15,South East,2279.485014836026
2020-07-15,South West,1364.6467760646174
2020-07-15,Wales,3423.4760762723463
2020-07-15,West Midlands,3432.4239296782025
