date,region,active_cases
2020-07-17,North East,991.0014062723128
2020-07-17,North West,4046.1781128567145
2020-07-17,Northern Ireland,571.8882330829
2020-07-17,Scotland,1607.2955614538112
2020-07-17,South East,2493.083438139275
2020-07-17,South West,1380.5411077614383
2020-07-17,Wales,3227.486152598276
2020-07-17,West Midlands,3208.0930616792907
2020-07-17,Yorkshire and The Humber,2309.6209448077234
2020-07-18,East Midlands,1877.464670254566
2020-07-18,East of England,1466.8260435166253
2020-07-18,London,2888.089233048563
2020-07-18,North East,979.1500737440333
2020-07-18,North West,4109.161254996768
2020-07-18,Northern Ireland,570.6671388275086
2020-07-18,Scotland,1580.6582502172405
2020-07-18,South East,2580.531509015189
2020-07-18,South West,1371.6148224981043
2020-07-18,Wales,3068.8935151038554
2020-07-18,West Midlands,3149.5571048583215
2020-07-18,Yorkshire and The Humber,2346.7863883829277
2020-07-19,East Midlands,1864.8653068509357
2020-07-19,East of England,1523.9881628330886
2020-07-19,London,2973.598616606239
2020-07-19,North East,952.430374973273
2020-07-19,North West,4245.464934702775
2020-07-19,Northern Ireland,568.7125893515522
2020-07-19,Scotland,1550.4205539784748
2020-07-19,South East,2693.7584668747795
2020-07-19,South West,1367.7444825569687
2020-07-19,Wales,2921.2689735089807
2020-07-19,West Midlands,3081.1397626567123
2020-07-19,Yorkshire and The Humber,2396.1579530939107
2020-07-20,East Midlands,1848.4046077244132
2020-07-20,East of England,1568.148652462337
2020-07-20,London,3042.5861118622074
2020-07-20,North East,950.2822204479362
2020-07-20,North West,4381.571098084427
2020-07-20,Northern Ireland,568.1907948188289
2020-07-20,Scotland,1523.3771392295137
2020-07-20,South East,2809.057705658608
2020-07-20,South West,1373.2793880652762
2020-07-20,Wales,2730.664079561892
2020-07-20,West Midlands,2968.7495920873794
2020-07-20,Yorkshire and The Humber,2465.068076302158
2020-07-21,East Midlands,1850.0810691806294
2020-07-21,East of England,1635.8854296915845
2020-07-21,London,3079.8075440723887
2020-07-21,North East,947.2248168434226
2020-07-21,North West,4531.608636582839
2020-07-21,Northern Ireland,564.8402906176499
2020-07-21,Scotland,1504.1280037321646
2020-07-21,South East,2927.9072161342438
2020-07-21,South West,1412.1679223047008
2020-07-21,Wales,2541.0514989020594
2020-07-21,West Midlands,2879.7174718317324
2020-07-21,Yorkshire and The Humber,2525.567998412449
2020-07-22,East Midlands,1852.3810628439333
2020-07-22,East of England,1686.086251460676
2020-07-22,London,3117.1783478672774
2020-07-22,North East,944.0346982673076
2020-07-22,North West,4681.504334996061
2020-07-22,Northern Ireland,562.9562803721016
2020-07-22,Scotland,1479.8253680157468
2020-07-22,South East,3033.615606277718
2020-07-22,South West,1432.5706351398762
2020-07-22,Wales,2354.3504167339465
2020-07-22,West Midlands,2741.3947199118156
2020-07-22,Yorkshire and The Humber,2529.711896145817
2020-07-23,East Midlands,1847.3415880512946
2020-07-23,East of England,1741.661500697293
2020-07-23,London,3214.382437788186
2020-07-23,North East,970.9653660430909
2020-07-23,North West,4795.810232541388
2020-07-23,Northern Ireland,562.991020858263
2020-07-23,Scotland,1459.724050841476
2020-07-23,South East,3179.588182746447
2020-07-23,South West,1455.4295184562686
2020-07-23,Wales,2177.7356724663864
2020-07-23,West Midlands,2619.492002289286
2020-07-23,Yorkshire and The Humber,2514.995206209035
2020-07-24,East Midlands,1874.5690650071895
2020-07-24,East of England,1817.4589009068543
2020-07-24,London,3316.6307484033077
2020-07-24,North East,1007.2686031475948
2020-07-24,North West,4836.7724325666895
2020-07-24,Northern Ireland,564.4409350756481
2020-07-24,Scotland,1441.146530229515
2020-07-24,South East,3345.057279392486
2020-07-24,South West,1532.6366052227922
2020-07-24,Wales,1971.4812608761026
2020-07-24,West Midlands,2480.7671235804605
2020-07-24,Yorkshire and The Humber,2508.959680357003
2020-07-25,East Midlands,1899.668773091094
2020-07-25,East of England,1879.265853322407
2020-07-25,London,3428.211188577338
2020-07-25,North East,1037.5943167053078
2020-07-25,North West,4833.442953313833
2020-07-25,Northern Ireland,567.5118230222969
2020-07-25,Scotland,1539.6776316371681
2020-07-25,South East,3465.8637480995376
2020-07-25,South West,1614.970958256894
2020-07-25,Wales,1817.70149748547
2020-07-25,West Midlands,2343.291654794677
2020-07-25,Yorkshire and The Humber,2516.0863936824708
2020-07-26,East Midlands,1920.8434154567196
2020-07-26,East of England,1939.1071700174516
2020-07-26,London,3573.2054639442704
2020-07-26,North East,1081.4885813060353
2020-07-26,North West,4893.198697377197
2020-07-26,Northern Ireland,570.9208438126155
2020-07-26,Scotland,1597.7488537109393
2020-07-26,South East,3612.805558931731
2020-07-26,South West,1735.002441944362
2020-07-26,Wales,1682.9252255780452
2020-07-26,West Midlands,2223.803270278129
2020-07-26,Yorkshire and The Humber,2514.1018891842346
2020-07-27,East Midlands,1960.3983056234465
2020-07-27,East of England,2007.3156445359293
2020-07-27,London,3695.3889157706467
2020-07-27,North East,1123.5030946969553
2020-07-27,North West,4911.952670762605
2020-07-27,Northern Ireland,570.6857877739479
2020-07-27,Scotland,1774.5408535630527
2020-07-27,South East,3747.5406690673262
2020-07-27,South West,1837.9201059960885
2020-07-27,Wales,1557.8096512585612
2020-07-27,West Midlands,2108.824676140369
2020-07-27,Yorkshire and The Humber,2526.249883245665
2020-07-28,East Midlands,2002.1419281625815
2020-07-28,East of England,2051.3767211513227
2020-07-28,London,3832.4050043614743
2020-07-28,North East,1166.549368613209
2020-07-28,North West,4945.810445333944
2020-07-28,Northern Ireland,570.601817397733
2020-07-28,Scotland,1897.3718607013345
2020-07-28,South East,3858.1839568962982
2020-07-28,South West,1966.3265387209644
2020-07-28,Wales,1411.718490364448
2020-07-28,West Midlands,2032.1509748189706
2020-07-28,Yorkshire and The Humber,2519.0862605974908
2020-07-29,East Midlands,2040.8369069530413
2020-07-29,East of England,2101.609546470334
2020-07-29,London,3927.036257103846
2020-07-29,North East,1206.3429333342906
2020-07-29,North West,4956.327073218603
2020-07-29,Northern Ireland,572.0631374927232
2020-07-29,Scotland,2059.334013885559
2020-07-29,South East,3953.589933244639
2020-07-29,South West,2102.269119339249
2020-07-29,Wales,1277.836067010087
2020-07-29,West Midlands,1990.9499905597388
2020-07-29,Yorkshire and The Humber,2440.4157710671775
2020-07-30,East Midlands,2104.528530326282
2020-07-30,East of England,2130.322872658863
2020-07-30,London,4021.86834934185
2020-07-30,North East,1215.6610979690056
2020-07-30,North West,4951.893127763262
2020-07-30,Northern Ireland,570.8268596019925
2020-07-30,Scotland,2222.044549065282
2020-07-30,South East,4060.007143152484
2020-07-30,South West,2216.709973786749
2020-07-30,Wales,1194.9833473854605
2020-07-30,West Midlands,1983.04175489723
2020-07-30,Yorkshire and The Humber,2425.1499044727966
2020-07-31,East Midlands,2136.4440888550116
2020-07-31,East of England,2147.083539366148
2020-07-31,London,4066.589402608989
2020-07-31,North East,1199.4135848799415
2020-07-31,North West,4975.268765405786
2020-07-31,Northern Ireland,569.2857944719028
2020-07-31,Scotland,2378.7715483975785
2020-07-31,South East,4144.143681118824
2020-07-31,South West,2303.553972948702
2020-07-31,Wales,1197.4949511818456
2020-07-31,West Midlands,1981.855483422952
2020-07-31,Yorkshire and The Humber,2431.162430745402
2020-08-01,East Midlands,2138.2611438521412
2020-08-01,East of England,2125.086372997152
2020-08-01,London,4054.387964772544
2020-08-01,North East,1178.872939570494
2020-08-01,North West,4961.388727396961
2020-08-01,Northern Ireland,566.8552848826265
2020-08-01,Scotland,2560.335976099739
2020-08-01,South East,4179.506384119433
2020-08-01,South West,2358.460273260077
2020-08-01,Wales,1202.2498627886687
2020-08-01,West Midlands,2032.846684004528
2020-08-01,Yorkshire and The Humber,2407.318750047268
2020-08-02,East Midlands,2110.634826257342
2020-08-02,East of England,2134.6164151587036
2020-08-02,London,4034.8662824752905
2020-08-02,North East,1111.3182683032846
2020-08-02,North West,4929.91595552046
2020-08-02,Northern Ireland,566.3197829953293
2020-08-02,Scotland,2703.3202504548044
2020-08-02,South East,4238.450281835051
2020-08-02,South West,2431.0471815281885
2020-08-02,Wales,1215.629950240533
2020-08-02,West Midlands,2054.3882307031495
2020-08-02,Yorkshire and The Humber,2372.6906551098145
2020-08-03,East Midlands,2084.015504343383
2020-08-03,East of England,2130.595717989824
2020-08-03,London,3963.425371470718
2020-08-03,North East,1042.12981937111
2020-08-03,North West,4911.673393104882
2020-08-03,Northern Ireland,567.410784980026
2020-08-03,Scotland,2843.4815465983866
2020-08-03,South East,4244.805102868978
2020-08-03,South West,2463.8981559240597
2020-08-03,Wales,1245.963516407375
2020-08-03,West Midlands,2088.5758731742058
2020-08-03,Yorkshire and The Humber,2343.304725017031
2020-08-04,East Midlands,2099.0466229083177
2020-08-04,East of England,2140.286924721895
2020-08-04,London,3872.5051816934983
2020-08-04,North East,969.3517114837314
2020-08-04,North West,4903.642557215137
2020-08-04,Northern Ireland,571.4629533904942
2020-08-04,Scotland,3093.3604724887355
2020-08-04,South East,4227.164449257205
2020-08-04,South West,2451.9450282831795
2020-08-04,Wales,1252.2073349013424
2020-08-04,West Midlands,2211.4996704313257
2020-08-04,Yorkshire and The Humber,2345.4345830759835
2020-08-05,East Midlands,2084.7805761686545
2020-08-05,East of England,2105.9717241816775
2020-08-05,London,3742.4260404166216
2020-08-05,North East,892.7798634908586
2020-08-05,North West,4893.061489487453
2020-08-05,Northern Ireland,573.9969087645742
2020-08-05,Scotland,3337.826943800536
2020-08-05,South East,4178.207616237409
2020-08-05,South West,2413.261677868698
2020-08-05,Wales,1266.0134024529957
2020-08-05,West Midlands,2303.7241422492866
2020-08-05,Yorkshire and The Humber,2303.2755046182883
2020-08-06,East Midlands,2063.2685012571474
2020-08-06,East of England,2058.6436720701863
2020-08-06,London,3609.294008431813
2020-08-06,North East,818.4591342732298
2020-08-06,North West,4947.039126362202
2020-08-06,Northern Ireland,577.8293759172781
2020-08-06,Scotland,3504.767606560646
2020-08-06,South East,4091.745870548719
2020-08-06,South West,2356.1355549828054
2020-08-06,Wales,1322.112464673848
2020-08-06,West Midlands,2368.3749957127684
2020-08-06,Yorkshire and The Humber,2260.955469674337
2020-08-07,East Midlands,2014.9580389784896
2020-08-07,East of England,2009.7507664627674
2020-08-07,London,3485.6084780633146
2020-08-07,North East,745.1640757906415
2020-08-07,North West,4961.635997150149
2020-08-07,Northern Ireland,583.4159239051312
2020-08-07,Scotland,3641.912428613981
2020-08-07,South East,3938.4809407616794
2020-08-07,South West,2253.8476382500626
2020-08-07,Wales,1258.3561176184317
2020-08-07,West Midlands,2426.682568322786
2020-08-07,Yorkshire and The Humber,2234.108944140775
2020-08-08,East Midlands,1960.4005719789695
2020-08-08,East of England,1943.2173253968392
2020-08-08,London,3368.557474211814
2020-08-08,North East,672.6185731769779
2020-08-08,North West,4896.696372417585
2020-08-08,Northern Ireland,583.656303285506
2020-08-08,Scotland,3684.962497251266
2020-08-08,South East,3754.3674815923923
2020-08-08,South West,2133.7916249415475
2020-08-08,Wales,1228.3816004730395
2020-08-08,West Midlands,2461.03222718411
2020-08-08,Yorkshire and The Humber,2179.1976120246345
2020-08-09,East Midlands,1938.603677102451
2020-08-09,East of England,1914.0583596158672
2020-08-09,London,3291.452284300096
2020-08-09,North East,608.4815948517415
2020-08-09,North West,4837.8541711247035
2020-08-09,Northern Ireland,586.1244360361698
2020-08-09,Scotland,3624.148604827552
2020-08-09,South East,3578.072427794012
2020-08-09,South West,2013.5564431096816
2020-08-09,Wales,1200.8261484050222
2020-08-09,West Midlands,2532.995619328095
2020-08-09,Yorkshire and The Humber,2142.1353969254615
2020-08-10,East Midlands,1907.0935700087146
2020-08-10,East of England,1880.220452537699
2020-08-10,London,3204.677571924465
2020-08-10,North East,552.2656592357565
2020-08-10,North West,4796.774345842268
2020-08-10,Northern Ireland,589.721995057498
2020-08-10,Scotland,3563.0226300467784
2020-08-10,South East,3363.0945305536034
2020-08-10,South West,1882.3424564582178
2020-08-10,Wales,1168.9451123756603
2020-08-10,West Midlands,2617.3015153034185
2020-08-10,Yorkshire and The Humber,2090.6869907146547
2020-08-11,East Midlands,1903.5144270031535
2020-08-11,East of England,1813.1884096110018
2020-08-11,London,3108.021150280316
2020-08-11,North East,499.3732418336497
2020-08-11,North West,4721.818407365913
2020-08-11,Northern Ireland,663.6286558405536
2020-08-11,Scotland,3450.4818864981585
2020-08-11,South East,3127.1073918962143
2020-08-11,South West,1746.6677316266603
2020-08-11,Wales,1123.999919235181
2020-08-11,West Midlands,2671.5365049741395
2020-08-11,Yorkshire and The Humber,2035.9993608046234
2020-08-12,East Midlands,1903.7262495292907
2020-08-12,East of England,1763.9965510913614
2020-08-12,London,3056.98211298145
2020-08-12,North East,475.33256326346907
2020-08-12,North West,4710.505784935399
2020-08-12,Northern Ireland,737.3040095357856
2020-08-12,Scotland,3421.9632110481225
2020-08-12,South East,2876.5285905788096
2020-08-12,South West,1615.2874544344922
2020-08-12,Wales,1042.8183234121175
2020-08-12,West Midlands,2721.08801990687
2020-08-12,Yorkshire and The Humber,2006.3012945050627
2020-08-13,East Midlands,1921.394951622559
2020-08-13,East of England,1693.513785031663
2020-08-13,London,3002.8354758110545
2020-08-13,North East,457.2614415550459
2020-08-13,North West,4615.948166474312
2020-08-13,Northern Ireland,806.7749213436181
2020-08-13,Scotland,3375.970912094057
2020-08-13,South East,2614.7749647491105
2020-08-13,South West,1478.6434357793407
2020-08-13,Wales,958.1625127822368
2020-08-13,West Midlands,2743.09127819033
2020-08-13,Yorkshire and The Humber,1940.9190207365302
2020-08-14,East Midlands,1920.5430980518945
2020-08-14,East of England,1635.594775731242
2020-08-14,London,2980.885138070801
2020-08-14,North East,464.20094400589176
2020-08-14,North West,4546.008316375144
2020-08-14,Northern Ireland,875.4759713840546
2020-08-14,Scotland,3318.024013120987
2020-08-14,South East,2365.877454246067
2020-08-14,South West,1361.535375389214
2020-08-14,Wales,886.0207331968215
2020-08-14,West Midlands,2712.232824851394
2020-08-14,Yorkshire and The Humber,1869.7530079222695
2020-08-15,East Midlands,1923.0667845206347
2020-08-15,East of England,1581.885718385353
2020-08-15,London,2965.6709465712165
2020-08-15,North East,473.8497302709319
2020-08-15,North West,4482.593882273512
2020-08-15,Northern Ireland,947.0455288481548
2020-08-15,Scotland,3301.957737696907
2020-08-15,South East,2133.1970446288374
2020-08-15,South West,1280.551329895346
2020-08-15,Wales,815.5040151645626
2020-08-15,West Midlands,2705.413693254346
2020-08-15,Yorkshire and The Humber,1805.2591754750838
2020-08-16,East Midlands,1917.944283150538
2020-08-16,East of England,1551.4591880984144
2020-08-16,London,2972.985070782412
2020-08-16,North East,488.22002601870935
2020-08-16,North West,4437.821332488874
2020-08-16,Northern Ireland,1031.277363949586
2020-08-16,Scotland,3361.6701590621215
2020-08-16,South East,1926.7598711654166
2020-08-16,South West,1212.8298718178862
2020-08-16,Wales,781.8349567377447
2020-08-16,West Midlands,2701.087779546979
2020-08-16,Yorkshire and The Humber,1771.5272666688707
2020-08-17,East Midlands,1929.03276197998
2020-08-17,East of England,1517.8107357290994
2020-08-17,London,2977.6810971200225
2020-08-17,North East,510.74512563839914
2020-08-17,North West,4400.284111832755
2020-08-17,Northern Ireland,1139.2256828400175
2020-08-17,Scotland,3398.522526401049
2020-08-17,South East,1753.8943816045917
2020-08-17,South West,1161.0721805647893
2020-08-17,Wales,790.3688517201122
2020-08-17,West Midlands,2660.4090132164683
2020-08-17,Yorkshire and The Humber,1751.2245676524833
2020-08-18,East Midlands,1932.7881867255646
2020-08-18,East of England,1513.907516554409
2020-08-18,London,2949.5605972535272
2020-08-18,North East,541.6497429791857
2020-08-18,North West,4335.319752658828
2020-08-18,Northern Ireland,1251.4311069492207
2020-08-18,Scotland,3485.4697304526803
2020-08-18,South East,1616.4821397257065
2020-08-18,South West,1123.382443150737
2020-08-18,Wales,811.6838132947854
2020-08-18,West Midlands,2659.685722976326
2020-08-18,Yorkshire and The Humber,1670.9847389377542
2020-08-19,East Midlands,1918.232005473128
2020-08-19,East of England,1543.70440971755
2020-08-19,London,3006.7106571867625
2020-08-19,North East,572.5852037494898
2020-08-19,North West,4272.264181389378
2020-08-19,Northern Ireland,1355.536015376509
2020-08-19,Scotland,3566.7828962686854
2020-08-19,South East,1524.8393154674902
2020-08-19,South West,1095.5479276994545
2020-08-19,Wales,953.6301811990946
2020-08-19,West Midlands,2661.8075705692077
2020-08-19,Yorkshire and The Humber,1589.3378397356776
2020-08-20,East Midlands,1897.9929778913868
2020-08-20,East of England,1603.363241995804
2020-08-20,London,3081.823554933942
2020-08-20,North East,605.9858712756647
2020-08-20,North West,4219.111669278653
2020-08-20,Northern Ireland,1453.0604090299767
2020-08-20,Scotland,3586.886996594077
2020-08-20,South East,1487.913581903129
2020-08-20,South West,1062.746084707007
2020-08-20,Wales,1088.8064336796303
2020-08-20,West Midlands,2729.5519078811426
2020-08-20,Yorkshire and The Humber,1536.268460197977
2020-08-21,East Midlands,1870.9341933585813
2020-08-21,East of England,1663.6856211173588
2020-08-21,London,3149.0392736273434
2020-08-21,North East,637.1140015569613
2020-08-21,North West,4137.416338328689
2020-08-21,Northern Ireland,1603.612961637841
2020-08-21,Scotland,3656.2465691895227
2020-08-21,South East,1453.4981839495315
2020-08-21,South West,1036.8268065225025
2020-08-21,Wales,1223.7536518923978
2020-08-21,West Midlands,2737.0517688985133
2020-08-21,Yorkshire and The Humber,1510.588423365142
2020-08-22,East Midlands,1869.3473235016213
2020-08-22,East of England,1732.1337468323939
2020-08-22,London,3182.7335761184754
2020-08-22,North East,664.9654948247749
2020-08-22,North West,4040.0074701282488
2020-08-22,Northern Ireland,1741.1227747386909
2020-08-22,Scotland,3727.27565236571
2020-08-22,South East,1462.2742170515987
2020-08-22,South West,1030.968449360409
2020-08-22,Wales,1375.8485708913267
2020-08-22,West Midlands,2750.8998731038346
2020-08-22,Yorkshire and The Humber,1444.1412089886448
2020-08-23,East Midlands,1845.4685736436145
2020-08-23,East of England,1799.9626654738188
2020-08-23,London,3226.0802152109018
2020-08-23,North East,714.2345361465806
2020-08-23,North West,3922.185597043222
2020-08-23,Northern Ireland,1859.5395415062037
2020-08-23,Scotland,3815.005747888578
2020-08-23,South East,1479.898860860891
2020-08-23,South West,1041.941988089759
2020-08-23,Wales,1525.5859240938257
2020-08-23,West Midlands,2765.3833441886864
2020-08-23,Yorkshire and The Humber,1377.112912653819
2020-08-24,East Midlands,1780.4788129460692
2020-08-24,East of England,1888.1188931736783
2020-08-24,London,3269.454848165221
2020-08-24,North East,765.1881059707546
2020-08-24,North West,3835.2980473068824
2020-08-24,Northern Ireland,1970.3080678161436
2020-08-24,Scotland,3943.4660597742945
2020-08-24,South East,1536.2536745186012
2020-08-24,South West,1072.6323735111284
2020-08-24,Wales,1675.3464986341571
2020-08-24,West Midlands,2789.497463031922
2020-08-24,Yorkshire and The Humber,1288.1449679334046
2020-08-25,East Midlands,1713.9323485299285
2020-08-25,East of England,1985.5688462804499
2020-08-25,London,3343.569333457849
2020-08-25,North East,814.8390920613923
2020-08-25,North West,3722.9229376539706
2020-08-25,Northern Ireland,1996.4546680274038
2020-08-25,Scotland,4056.1076829618796
2020-08-25,South East,1646.1613659195339
2020-08-25,South West,1127.3184649421282
2020-08-25,Wales,1821.0075725246325
2020-08-25,West Midlands,2836.4431581578247
2020-08-25,Yorkshire and The Humber,1252.94689730536
2020-08-26,East Midlands,1647.0782074573913
2020-08-26,East of England,2059.1451535576507
2020-08-26,London,3425.5597180036757
2020-08-26,North East,860.9104413930809
2020-08-26,North West,3636.5697750904596
2020-08-26,Northern Ireland,2009.2246358380262
2020-08-26,Scotland,4178.773606137426
2020-08-26,South East,1764.9614257119713
2020-08-26,South West,1194.180477620743
2020-08-26,Wales,1951.2570958354522
2020-08-26,West Midlands,2842.931874162294
2020-08-26,Yorkshire and The Humber,1221.3410058244804
